,gene_ids,n_cells,MT,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts
COG6,ENSGALG00010002689,510,False,510,0.030750738,97.44578554615116,614.0
LHFP,ENSGALG00010002700,92,False,92,0.006610908,99.5392397455802,132.0
JADE3,ENSGALG00010002705,641,False,641,0.03801272,96.78970300996644,759.0
RELT,ENSGALG00010002707,26,False,26,0.0014523965,99.86978514549006,29.0
NHLRC3,ENSGALG00010002716,413,False,413,0.025291732,97.93158711874594,505.0
TSPAN7,ENSGALG00010002725,1663,False,1663,0.09680974,91.67125757499875,1933.0
RP2,ENSGALG00010002728,562,False,562,0.045074373,97.18535583713127,900.0
PROSER1,ENSGALG00010002742,542,False,542,0.030350078,97.28552110983122,606.0
SLC9A7,ENSGALG00010002753,836,False,836,0.05113437,95.81309160114189,1021.0
STOML3,ENSGALG00010002756,18,False,18,0.0009515701,99.90985125457004,19.0
MAP7D2,ENSGALG00010002765,4,False,4,0.00020033054,99.97996694546,4.0
CXORF23,ENSGALG00010002790,2270,False,2270,0.14589071,88.63124154855512,2913.0
TUBGCP5,ENSGALG00010002800,1543,False,1543,0.09741073,92.27224921119847,1945.0
P2RY6,ENSGALG00010002807,281,False,281,0.026343467,98.59267791856563,526.0
SH3KBP1,ENSGALG00010002809,2443,False,2443,0.1843041,87.76481193970051,3680.0
TRIM13,ENSGALG00010002812,133,False,133,0.0073621473,99.3339009365453,147.0
CYFIP1,ENSGALG00010002835,2272,False,2272,0.15801072,88.62122502128513,3155.0
SRPX,ENSGALG00010002840,6,False,6,0.00030049583,99.96995041819001,6.0
FNDC9_1,ENSGALG00010002844,17,False,17,0.0010016527,99.91485951820503,20.0
NIPA2_1,ENSGALG00010002860,1026,False,1026,0.059548255,94.86152151049231,1189.0
RNASEH2B,ENSGALG00010002864,954,False,954,0.0576952,95.22211649221215,1152.0
ENSGALG00010002869,ENSGALG00010002869,46,False,46,0.0023038012,99.7696198727901,46.0
P2RY2,ENSGALG00010002878,110,False,110,0.007913057,99.44909100015025,158.0
MAP3K15,ENSGALG00010002883,38,False,38,0.0019532228,99.80968598187009,39.0
HERC2,ENSGALG00010002886,5893,False,5893,0.52105975,70.48630239895827,10404.0
FCHSD2,ENSGALG00010002894,845,False,845,0.050232884,95.7680172284269,1003.0
RPS3,ENSGALG00010002912,9223,False,9223,1.0938048,53.80878449441578,21840.0
INTS6,ENSGALG00010002925,2068,False,2068,0.12615816,89.64291080282466,2519.0
PDHA1,ENSGALG00010002929,866,False,866,0.050483298,95.66284369209195,1008.0
GDPD5,ENSGALG00010002946,64,False,64,0.0035558671,99.67947112736015,71.0
ENSGALG00010002947,ENSGALG00010002947,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010002949,ENSGALG00010002949,95,False,95,0.0051585115,99.52421495467522,103.0
ENSGALG00010002951,ENSGALG00010002951,3,False,3,0.00015024791,99.98497520909501,3.0
WDFY2,ENSGALG00010002953,305,False,305,0.01707818,98.4724795913257,341.0
ENSGALG00010002954,ENSGALG00010002954,76,False,76,0.003856363,99.61937196374016,77.0
GPR64,ENSGALG00010002957,3,False,3,0.00015024791,99.98497520909501,3.0
DHRS12,ENSGALG00010002958,59,False,59,0.0029548756,99.70451244553513,59.0
ENSGALG00010002962,ENSGALG00010002962,11,False,11,0.000550909,99.94490910001502,11.0
ENSGALG00010002963,ENSGALG00010002963,6,False,6,0.00035057846,99.96995041819001,7.0
DYNLT3,ENSGALG00010002978,514,False,514,0.030450244,97.42575249161116,608.0
KLHL35,ENSGALG00010002981,10,False,10,0.000550909,99.94991736365002,11.0
PCDH8,ENSGALG00010002987,42,False,42,0.0048079332,99.7896529273301,96.0
LECT1,ENSGALG00010002998,14,False,14,0.0007011569,99.92988430911002,14.0
MAP6,ENSGALG00010003001,279,False,279,0.016076526,98.60269444583562,321.0
PHKA2,ENSGALG00010003002,255,False,255,0.014023138,98.72289277307557,280.0
ENSGALG00010003015,ENSGALG00010003015,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010003023,ENSGALG00010003023,6,False,6,0.00030049583,99.96995041819001,6.0
SUGT1,ENSGALG00010003024,989,False,989,0.05944809,95.04682726498723,1187.0
PPEF1,ENSGALG00010003030,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003032,ENSGALG00010003032,3,False,3,0.00015024791,99.98497520909501,3.0
DGAT2,ENSGALG00010003035,355,False,355,0.019632393,98.2220664095758,392.0
ENSGALG00010003047,ENSGALG00010003047,36,False,36,0.0019532228,99.81970250914009,39.0
ENSGALG00010003048,ENSGALG00010003048,7,False,7,0.00035057846,99.96494215455502,7.0
ZFX,ENSGALG00010003052,3939,False,3939,0.258176,80.27244954174387,5155.0
ENSGALG00010003066,ENSGALG00010003066,2114,False,2114,0.12435519,89.41253067561476,2483.0
ENSGALG00010003069,ENSGALG00010003069,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010003070,ENSGALG00010003070,9,False,9,0.00045074374,99.95492562728502,9.0
ELF1,ENSGALG00010003072,8328,False,8328,0.6913407,58.29118044773877,13804.0
ENSGALG00010003073,ENSGALG00010003073,3,False,3,0.00015024791,99.98497520909501,3.0
EIF2S3,ENSGALG00010003077,2467,False,2467,0.16246808,87.64461361246056,3244.0
ENSGALG00010003086,ENSGALG00010003086,2375,False,2375,0.31752393,88.10537386688036,6340.0
ENSGALG00010003089,ENSGALG00010003089,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003091,ENSGALG00010003091,37,False,37,0.0022537187,99.81469424550508,45.0
ART1_5,ENSGALG00010003092,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010003093,ENSGALG00010003093,32,False,32,0.0021034707,99.83973556368008,42.0
ENSGALG00010003095,ENSGALG00010003095,11,False,11,0.000550909,99.94490910001502,11.0
ENSGALG00010003096,ENSGALG00010003096,95,False,95,0.005759503,99.52421495467522,115.0
ENSGALG00010003099,ENSGALG00010003099,9,False,9,0.00050082634,99.95492562728502,10.0
KLHL15,ENSGALG00010003101,1007,False,1007,0.056493215,94.95667851955727,1128.0
ENSGALG00010003104,ENSGALG00010003104,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003106,ENSGALG00010003106,300,False,300,0.016877849,98.49752090950068,337.0
ART1_6,ENSGALG00010003109,1259,False,1259,0.07577503,93.69459608353785,1513.0
WBP4,ENSGALG00010003113,2605,False,2605,0.2884259,86.95347323083087,5759.0
CHRNA10,ENSGALG00010003114,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010003119,ENSGALG00010003119,111,False,111,0.005659338,99.44408273651526,113.0
APOO,ENSGALG00010003125,407,False,407,0.022637352,97.96163670055591,452.0
SAT1,ENSGALG00010003133,6377,False,6377,0.66444635,68.06230279961937,13267.0
NUP98,ENSGALG00010003136,2481,False,2481,0.1692793,87.5744979215706,3380.0
ENSGALG00010003143,ENSGALG00010003143,133,False,133,0.007161817,99.3339009365453,143.0
ENSGALG00010003145,ENSGALG00010003145,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010003155,ENSGALG00010003155,31,False,31,0.0017028096,99.84474382731507,34.0
ENSGALG00010003156,ENSGALG00010003156,145,False,145,0.007862974,99.27380177292532,157.0
ENSGALG00010003157,ENSGALG00010003157,73,False,73,0.0041067763,99.63439675464517,82.0
PGAP2,ENSGALG00010003166,595,False,595,0.03395603,97.02008313717634,678.0
MTRF1,ENSGALG00010003169,286,False,286,0.015625782,98.56763660039064,312.0
ENSGALG00010003174,ENSGALG00010003174,69,False,69,0.003706115,99.65442980918515,74.0
NAA16,ENSGALG00010003183,1594,False,1594,0.09270296,92.01682776581359,1851.0
RHOG_1,ENSGALG00010003187,148,False,148,0.007762809,99.25877698202034,155.0
ENSGALG00010003188,ENSGALG00010003188,3,False,3,0.00015024791,99.98497520909501,3.0
RGCC_1,ENSGALG00010003192,4,False,4,0.00020033054,99.97996694546,4.0
ACOT9,ENSGALG00010003193,547,False,547,0.03325487,97.26047979165622,664.0
ENSGALG00010003194,ENSGALG00010003194,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003195,ENSGALG00010003195,346,False,346,0.01883107,98.26714078229078,376.0
ENSGALG00010003196,ENSGALG00010003196,12,False,12,0.0006510743,99.93990083638002,13.0
PRDX4,ENSGALG00010003214,477,False,477,0.02794611,97.61105824610607,558.0
ENSGALG00010003215,ENSGALG00010003215,575,False,575,0.03455702,97.1202484098763,690.0
ENSGALG00010003217,ENSGALG00010003217,64,False,64,0.00360595,99.67947112736015,72.0
ENSGALG00010003219,ENSGALG00010003219,5,False,5,0.00035057846,99.97495868182502,7.0
ENSGALG00010003221,ENSGALG00010003221,3,False,3,0.00015024791,99.98497520909501,3.0
STIM1,ENSGALG00010003229,1897,False,1897,0.11173436,90.49932388440928,2231.0
ENSGALG00010003231,ENSGALG00010003231,309,False,309,0.01707818,98.4524465367857,341.0
SLC6A7_1,ENSGALG00010003237,4,False,4,0.00020033054,99.97996694546,4.0
RRM1,ENSGALG00010003239,114,False,114,0.006360495,99.42905794561025,127.0
VWA8,ENSGALG00010003246,169,False,169,0.009465618,99.15360344568538,189.0
PHEX,ENSGALG00010003252,4,False,4,0.00035057846,99.97996694546,7.0
DGKH,ENSGALG00010003254,997,False,997,0.057494868,95.00676115590724,1148.0
SMS,ENSGALG00010003268,586,False,586,0.035608754,97.06515750989132,711.0
AKAP11,ENSGALG00010003271,1070,False,1070,0.06420594,94.64115791055241,1282.0
MBTPS2,ENSGALG00010003275,230,False,230,0.012520659,98.84809936395051,250.0
TNFSF11,ENSGALG00010003276,240,False,240,0.013772725,98.79801672760054,275.0
NIPA1_2,ENSGALG00010003280,404,False,404,0.02373917,97.97666149146092,474.0
REG4_1,ENSGALG00010003283,49,False,49,0.0025542146,99.75459508188511,51.0
ENSGALG00010003289,ENSGALG00010003289,95,False,95,0.0058596684,99.52421495467522,117.0
ENSGALG00010003290,ENSGALG00010003290,123,False,123,0.006510743,99.38398357289527,130.0
ENSGALG00010003297,ENSGALG00010003297,27,False,27,0.0013522311,99.86477688185506,27.0
ENSGALG00010003302,ENSGALG00010003302,34,False,34,0.001802975,99.82971903641008,36.0
ENSGALG00010003309,ENSGALG00010003309,6,False,6,0.00035057846,99.96995041819001,7.0
ENSGALG00010003310,ENSGALG00010003310,39,False,39,0.0021535533,99.8046777182351,43.0
ENSGALG00010003314,ENSGALG00010003314,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010003327,ENSGALG00010003327,6,False,6,0.00030049583,99.96995041819001,6.0
EPSTI1,ENSGALG00010003331,4655,False,4655,0.516953,76.6865327790855,10322.0
OR51J1_2,ENSGALG00010003339,11,False,11,0.000550909,99.94490910001502,11.0
ENSGALG00010003340,ENSGALG00010003340,12,False,12,0.00060099165,99.93990083638002,12.0
ENSGALG00010003355,ENSGALG00010003355,4,False,4,0.00020033054,99.97996694546,4.0
DNAJC15,ENSGALG00010003358,953,False,953,0.057144288,95.22712475584714,1141.0
HBE1_1,ENSGALG00010003363,11,False,11,0.000550909,99.94490910001502,11.0
ENSGALG00010003367,ENSGALG00010003367,11,False,11,0.000550909,99.94490910001502,11.0
ENSGALG00010003369,ENSGALG00010003369,30,False,30,0.0015024791,99.84975209095008,30.0
ENSGALG00010003370,ENSGALG00010003370,44,False,44,0.0023038012,99.7796364000601,46.0
ENSGALG00010003371,ENSGALG00010003371,8,False,8,0.00040066108,99.95993389092001,8.0
ENOX1,ENSGALG00010003372,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010003379,ENSGALG00010003379,40,False,40,0.0021535533,99.79966945460009,43.0
ENSGALG00010003391,ENSGALG00010003391,85,False,85,0.0042570243,99.5742975910252,85.0
FOLR1_2,ENSGALG00010003415,3,False,3,0.00020033054,99.98497520909501,4.0
ENSGALG00010003418,ENSGALG00010003418,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010003421,ENSGALG00010003421,3,False,3,0.00020033054,99.98497520909501,4.0
LACC1,ENSGALG00010003432,304,False,304,0.024390243,98.47748785496069,487.0
ENSGALG00010003448,ENSGALG00010003448,107,False,107,0.0069614863,99.46411579105524,139.0
ENSGALG00010003451,ENSGALG00010003451,8,False,8,0.00045074374,99.95993389092001,9.0
ENSGALG00010003457,ENSGALG00010003457,9,False,9,0.00050082634,99.95492562728502,10.0
ENSGALG00010003458,ENSGALG00010003458,14,False,14,0.00075123954,99.92988430911002,15.0
CCDC122,ENSGALG00010003461,42,False,42,0.002203636,99.7896529273301,44.0
ENSGALG00010003462,ENSGALG00010003462,12,False,12,0.00060099165,99.93990083638002,12.0
TSC22D1_1,ENSGALG00010003466,7446,False,7446,0.5936295,62.708468973806774,11853.0
ENSGALG00010003481,ENSGALG00010003481,14,False,14,0.00075123954,99.92988430911002,15.0
ENSGALG00010003482,ENSGALG00010003482,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010003486,ENSGALG00010003486,262,False,262,0.013372064,98.68783492763059,267.0
ENSGALG00010003487,ENSGALG00010003487,7,False,7,0.00040066108,99.96494215455502,8.0
ENSGALG00010003492,ENSGALG00010003492,18,False,18,0.0013522311,99.90985125457004,27.0
ENSGALG00010003495,ENSGALG00010003495,5,False,5,0.00025041317,99.97495868182502,5.0
NUFIP1,ENSGALG00010003503,725,False,725,0.044773877,96.36900886462664,894.0
GPALPP1,ENSGALG00010003509,697,False,697,0.040216357,96.50924024640656,803.0
GTF2F2,ENSGALG00010003517,868,False,868,0.050583463,95.65282716482196,1010.0
THRSP_2,ENSGALG00010003522,39,False,39,0.003305454,99.8046777182351,66.0
ENSGALG00010003536,ENSGALG00010003536,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003539,ENSGALG00010003539,27,False,27,0.0013522311,99.86477688185506,27.0
ENSGALG00010003547,ENSGALG00010003547,111,False,111,0.006360495,99.44408273651526,127.0
ENSGALG00010003550,ENSGALG00010003550,4,False,4,0.00025041317,99.97996694546,5.0
ENSGALG00010003555,ENSGALG00010003555,21,False,21,0.0010517354,99.89482646366504,21.0
TPT1,ENSGALG00010003558,12977,False,12977,2.8383834,35.00776280863425,56674.0
ENSGALG00010003561,ENSGALG00010003561,35,False,35,0.001802975,99.82471077277508,36.0
ENSGALG00010003564,ENSGALG00010003564,12,False,12,0.00060099165,99.93990083638002,12.0
ENSGALG00010003569,ENSGALG00010003569,10,False,10,0.000550909,99.94991736365002,11.0
ENSGALG00010003572,ENSGALG00010003572,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010003573,ENSGALG00010003573,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010003578,ENSGALG00010003578,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003586,ENSGALG00010003586,6,False,6,0.00030049583,99.96995041819001,6.0
SLC25A30,ENSGALG00010003589,305,False,305,0.016877849,98.4724795913257,337.0
ENSGALG00010003590,ENSGALG00010003590,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003591,ENSGALG00010003591,92,False,92,0.0049080984,99.5392397455802,98.0
ENSGALG00010003601,ENSGALG00010003601,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010003606,ENSGALG00010003606,827,False,827,0.050483298,95.85816597385687,1008.0
ENSGALG00010003610,ENSGALG00010003610,71,False,71,0.0039064456,99.64441328191515,78.0
ENSGALG00010003615,ENSGALG00010003615,51,False,51,0.0026543797,99.74457855461512,53.0
COG3,ENSGALG00010003617,416,False,416,0.02223669,97.91656232784094,444.0
ENSGALG00010003642,ENSGALG00010003642,53,False,53,0.0028547102,99.73456202734512,57.0
ENSGALG00010003647,ENSGALG00010003647,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003662,ENSGALG00010003662,4,False,4,0.00030049583,99.97996694546,6.0
ENSGALG00010003663,ENSGALG00010003663,163,False,163,0.009415535,99.18365302749537,188.0
ENSGALG00010003664,ENSGALG00010003664,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003668,ENSGALG00010003668,35,False,35,0.001802975,99.82471077277508,36.0
ENSGALG00010003684,ENSGALG00010003684,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010003688,ENSGALG00010003688,5,False,5,0.00025041317,99.97495868182502,5.0
ENSGALG00010003693,ENSGALG00010003693,276,False,276,0.015124956,98.61771923674063,302.0
ENSGALG00010003697,ENSGALG00010003697,3,False,3,0.00020033054,99.98497520909501,4.0
ENSGALG00010003702,ENSGALG00010003702,11,False,11,0.00060099165,99.94490910001502,12.0
ENSGALG00010003705,ENSGALG00010003705,16,False,16,0.0008514048,99.91986778184003,17.0
ENSGALG00010003709,ENSGALG00010003709,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010003710,ENSGALG00010003710,3,False,3,0.00025041317,99.98497520909501,5.0
ENSGALG00010003712,ENSGALG00010003712,138,False,138,0.007061652,99.30885961837032,141.0
SPERT,ENSGALG00010003713,5,False,5,0.00025041317,99.97495868182502,5.0
RPGR,ENSGALG00010003719,671,False,671,0.049131066,96.63945510091652,981.0
ZC3H13,ENSGALG00010003734,3419,False,3419,0.2720489,82.87674663194271,5432.0
ENSGALG00010003739,ENSGALG00010003739,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010003741,ENSGALG00010003741,9,False,9,0.00050082634,99.95492562728502,10.0
ENSGALG00010003744,ENSGALG00010003744,87,False,87,0.0047578504,99.5642810637552,95.0
ENSGALG00010003751,ENSGALG00010003751,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010003752,ENSGALG00010003752,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010003758,ENSGALG00010003758,15,False,15,0.0008514048,99.92487604547503,17.0
ENSGALG00010003760,ENSGALG00010003760,75,False,75,0.0039064456,99.62438022737517,78.0
ENSGALG00010003763,ENSGALG00010003763,80,False,80,0.0043571894,99.59933890920018,87.0
ENSGALG00010003770,ENSGALG00010003770,19,False,19,0.0009515701,99.90484299093504,19.0
ENSGALG00010003773,ENSGALG00010003773,196,False,196,0.013572395,99.01838032754044,271.0
ENSGALG00010003776,ENSGALG00010003776,9,False,9,0.00045074374,99.95492562728502,9.0
ENSGALG00010003780,ENSGALG00010003780,3,False,3,0.00020033054,99.98497520909501,4.0
ENSGALG00010003783,ENSGALG00010003783,11,False,11,0.000550909,99.94490910001502,11.0
ENSGALG00010003784,ENSGALG00010003784,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010003789,ENSGALG00010003789,19,False,19,0.0009515701,99.90484299093504,19.0
LCP1,ENSGALG00010003795,2035,False,2035,0.20473781,89.80818350277958,4088.0
ENSGALG00010003798,ENSGALG00010003798,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010003799,ENSGALG00010003799,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010003800,ENSGALG00010003800,28,False,28,0.0015525618,99.85976861822007,31.0
ENSGALG00010003809,ENSGALG00010003809,3,False,3,0.00015024791,99.98497520909501,3.0
TPP1,ENSGALG00010003814,3038,False,3038,0.37977663,84.78489507687684,7583.0
GAB2,ENSGALG00010003818,30,False,30,0.0017028096,99.84975209095008,34.0
KIAA0226L,ENSGALG00010003821,705,False,705,0.054940652,96.46917413732659,1097.0
C11ORF30_3,ENSGALG00010003822,391,False,391,0.020483797,98.04176891871587,409.0
C11ORF30_4,ENSGALG00010003829,189,False,189,0.009766114,99.05343817298544,195.0
LRCH1,ENSGALG00010003843,649,False,649,0.036610406,96.74963690088646,731.0
ESD,ENSGALG00010003848,1094,False,1094,0.06235288,94.52095958331248,1245.0
SUCLA2,ENSGALG00010003858,1096,False,1096,0.06510743,94.51094305604248,1300.0
NUDT15,ENSGALG00010003861,395,False,395,0.022487104,98.02173586417588,449.0
HBE1_2,ENSGALG00010003868,2848,False,2848,3.4695747,85.73646516752642,69277.0
MED4,ENSGALG00010003870,522,False,522,0.029398508,97.38568638253118,587.0
ITM2B,ENSGALG00010003889,4367,False,4367,0.36445135,78.12891270596485,7277.0
RB1,ENSGALG00010003900,1869,False,1869,0.11483949,90.6395552661892,2293.0
LPAR6,ENSGALG00010003920,1015,False,1015,0.0692142,94.91661241047728,1382.0
RCBTB2,ENSGALG00010003929,126,False,126,0.0066609904,99.36895878199027,133.0
CYSLTR2,ENSGALG00010003958,69,False,69,0.0046076025,99.65442980918515,92.0
FNDC3A_1,ENSGALG00010003986,5848,False,5848,0.44283068,70.71167426253318,8842.0
MLNR,ENSGALG00010003995,3,False,3,0.00015024791,99.98497520909501,3.0
CDADC1,ENSGALG00010004002,87,False,87,0.0050082635,99.5642810637552,100.0
CAB39L,ENSGALG00010004043,643,False,643,0.037912555,96.77968648269645,757.0
SETDB2,ENSGALG00010004049,600,False,600,0.03395603,96.99504181900134,678.0
ARL11,ENSGALG00010004070,304,False,304,0.023438673,98.47748785496069,468.0
PHF11,ENSGALG00010004083,2453,False,2453,0.15365353,87.71472930335052,3068.0
RCBTB1_1,ENSGALG00010004097,204,False,204,0.010717684,98.97831421846047,214.0
KPNA3,ENSGALG00010004141,1208,False,1208,0.077578,93.95001752892273,1549.0
SPRYD7,ENSGALG00010004147,430,False,430,0.024790905,97.84644663695097,495.0
ENSGALG00010004148,ENSGALG00010004148,174,False,174,0.009365453,99.12856212751039,187.0
ENSGALG00010004150,ENSGALG00010004150,20,False,20,0.0010016527,99.89983472730005,20.0
ENSGALG00010004166,ENSGALG00010004166,528,False,528,0.02714479,97.35563680072119,542.0
ENSGALG00010004171,ENSGALG00010004171,13,False,13,0.0006510743,99.93489257274503,13.0
ENSGALG00010004175,ENSGALG00010004175,61,False,61,0.0032052887,99.69449591826513,64.0
ENSGALG00010004196,ENSGALG00010004196,9,False,9,0.00045074374,99.95492562728502,9.0
ENSGALG00010004198,ENSGALG00010004198,262,False,262,0.015375369,98.68783492763059,307.0
ENSGALG00010004205,ENSGALG00010004205,665,False,665,0.040967595,96.6695046827265,818.0
ENSGALG00010004207,ENSGALG00010004207,813,False,813,0.052686933,95.92828166474683,1052.0
ENSGALG00010004209,ENSGALG00010004209,4,False,4,0.00020033054,99.97996694546,4.0
