komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_109_stable_id,chicken_109_name,chicken_109_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000011578,PSMB8,ENSCPBG00000008280,PSMB8,ortholog_one2one,,,,,,,ENSG00000204264,PSMB8,ortholog_one2one,ENSMUSG00000024338,Psmb8,ortholog_one2one
ENSVKKG00000007515,CABLES1,ENSCPBG00000019696,CABLES1,ortholog_one2one,ENSCPRG00005014231,CABLES1,ortholog_one2one,ENSGALG00000014998,CABLES1,ortholog_one2one,ENSG00000134508,CABLES1,ortholog_one2one,ENSMUSG00000040957,Cables1,ortholog_one2one
ENSVKKG00000002780,,"{'ENSCPBG00000004810', 'ENSCPBG00000012509', 'ENSCPBG00000012512'}",,ortholog_one2many,ENSCPRG00005017411,,ortholog_one2one,ENSGALG00000044026,,ortholog_one2one,"{'ENSG00000196502', 'ENSG00000197165', 'ENSG00000105398', 'ENSG00000288656', 'ENSG00000213648', 'ENSG00000261052', 'ENSG00000109193', 'ENSG00000284695'}","{'SULT1A1', 'SULT1A4', 'AC020765.6', 'SULT1A3', 'SULT1A2', 'AC108941.3', 'SULT1E1', 'SULT2A1'}",ortholog_many2many,"{'ENSMUSG00000070810', 'ENSMUSG00000030711', 'ENSMUSG00000074377', 'ENSMUSG00000029272', 'ENSMUSG00000074375', 'ENSMUSG00000070811', 'ENSMUSG00000094156', 'ENSMUSG00000078799', 'ENSMUSG00000078798', 'ENSMUSG00000030378'}","{'Sult2a8', 'Sult2a5', 'Sult2a3', 'Sult1e1', 'Sult2a1', 'Sult2a6', 'Sult2a4', 'Sult1a1', 'Sult2a7', 'Sult2a2'}",ortholog_many2many
ENSVKKG00000011471,RPL11,ENSCPBG00000000630,RPL11,ortholog_one2one,ENSCPRG00005016471,RPL11,ortholog_one2one,ENSGALG00000030378,RPL11,ortholog_one2one,ENSG00000142676,RPL11,ortholog_one2one,ENSMUSG00000059291,Rpl11,ortholog_one2one
ENSVKKG00000001431,TTLL10,ENSCPBG00000022203,TTLL10,ortholog_one2one,ENSCPRG00005001824,TTLL10,ortholog_one2one,,,,ENSG00000162571,TTLL10,ortholog_one2one,ENSMUSG00000029074,Ttll10,ortholog_one2one
ENSVKKG00000014133,CCDC14,ENSCPBG00000013800,CCDC14,ortholog_one2one,ENSCPRG00005001742,CCDC14,ortholog_one2one,ENSGALG00000044814,CCDC14,ortholog_one2one,ENSG00000175455,CCDC14,ortholog_one2one,ENSMUSG00000022833,Ccdc14,ortholog_one2one
ENSVKKG00000006010,GPM6B,ENSCPBG00000015723,GPM6B,ortholog_one2one,ENSCPRG00005006158,GPM6B,ortholog_one2one,ENSGALG00000016575,GPM6B,ortholog_one2one,ENSG00000046653,GPM6B,ortholog_one2one,ENSMUSG00000031342,Gpm6b,ortholog_one2one
ENSVKKG00000014777,,ENSCPBG00000014800,,ortholog_one2many,ENSCPRG00005012717,,ortholog_one2many,,,,,,,,,
ENSVKKG00000001619,ITGA1,ENSCPBG00000007534,ITGA1,ortholog_one2one,ENSCPRG00005016710,ITGA1,ortholog_one2one,ENSGALG00000014891,PELO,ortholog_one2one,ENSG00000213949,ITGA1,ortholog_one2one,ENSMUSG00000042284,Itga1,ortholog_one2one
ENSVKKG00000015998,RCAN1,ENSCPBG00000005316,RCAN1,ortholog_one2one,ENSCPRG00005015274,RCAN1,ortholog_one2one,ENSGALG00000016014,RCAN1,ortholog_one2one,ENSG00000159200,RCAN1,ortholog_one2one,ENSMUSG00000022951,Rcan1,ortholog_one2one
ENSVKKG00000007938,CYTH3,ENSCPBG00000019371,CYTH3,ortholog_one2one,ENSCPRG00005005598,CYTH3,ortholog_one2one,ENSGALG00000007149,CYTH3,ortholog_one2one,ENSG00000008256,CYTH3,ortholog_one2one,ENSMUSG00000018001,Cyth3,ortholog_one2one
ENSVKKG00000000948,,ENSCPBG00000013864,,ortholog_one2one,ENSCPRG00005002906,HEG1,ortholog_one2one,ENSGALG00000011813,HEG1,ortholog_one2one,ENSG00000173706,HEG1,ortholog_one2one,ENSMUSG00000075254,Heg1,ortholog_one2one
ENSVKKG00000010121,ETNPPL,ENSCPBG00000004186,ETNPPL,ortholog_one2one,ENSCPRG00005005724,ETNPPL,ortholog_one2one,ENSGALG00000034741,ETNPPL,ortholog_one2one,ENSG00000164089,ETNPPL,ortholog_one2one,ENSMUSG00000019232,Etnppl,ortholog_one2one
ENSVKKG00000008441,SEMA4D,ENSCPBG00000005628,SEMA4D,ortholog_one2one,ENSCPRG00005010292,SEMA4D,ortholog_one2one,ENSGALG00000010697,SEMA4D,ortholog_one2one,ENSG00000187764,SEMA4D,ortholog_one2one,ENSMUSG00000021451,Sema4d,ortholog_one2one
ENSVKKG00000009875,PLAA,ENSCPBG00000007890,PLAA,ortholog_one2one,ENSCPRG00005015239,PLAA,ortholog_one2one,ENSGALG00000001782,PLAA,ortholog_one2one,ENSG00000137055,PLAA,ortholog_one2one,ENSMUSG00000028577,Plaa,ortholog_one2one
ENSVKKG00000000274,CNN3,ENSCPBG00000017378,CNN3,ortholog_one2one,ENSCPRG00005014817,CNN3,ortholog_one2one,ENSGALG00000005597,CNN3,ortholog_one2one,ENSG00000117519,CNN3,ortholog_one2one,ENSMUSG00000053931,Cnn3,ortholog_one2one
ENSVKKG00000007705,LNPEP,ENSCPBG00000015657,LNPEP,ortholog_one2one,ENSCPRG00005005335,LNPEP,ortholog_one2one,ENSGALG00000015301,LNPEP,ortholog_one2one,ENSG00000113441,LNPEP,ortholog_one2one,ENSMUSG00000023845,Lnpep,ortholog_one2one
ENSVKKG00000000203,ADSS1,ENSCPBG00000020185,ADSS1,ortholog_one2one,ENSCPRG00005015931,ADSS1,ortholog_one2one,ENSGALG00000011618,ADSS1,ortholog_one2one,ENSG00000185100,ADSS1,ortholog_one2one,ENSMUSG00000011148,Adssl1,ortholog_one2one
ENSVKKG00000002052,,ENSCPBG00000005909,,ortholog_one2one,ENSCPRG00005015100,,ortholog_one2one,"{'ENSGALG00000054104', 'ENSGALG00000053207', 'ENSGALG00000044725', 'ENSGALG00000054368', 'ENSGALG00000046996', 'ENSGALG00000052209', 'ENSGALG00000047630', 'ENSGALG00000050924', 'ENSGALG00000053752', 'ENSGALG00000054396', 'ENSGALG00000005759', 'ENSGALG00000048874'}","{nan, 'IFN-A', 'IFNW1'}",ortholog_one2many,"{'ENSG00000171855', 'ENSG00000184995', 'ENSG00000177047'}","{'IFNW1', 'IFNB1', 'IFNE'}",ortholog_one2many,"{'ENSMUSG00000094648', 'ENSMUSG00000096854', 'ENSMUSG00000094618', 'ENSMUSG00000048806', 'ENSMUSG00000096582', 'ENSMUSG00000045364', 'ENSMUSG00000099518', 'ENSMUSG00000099545', 'ENSMUSG00000095101', 'ENSMUSG00000099420', 'ENSMUSG00000100505', 'ENSMUSG00000101163', 'ENSMUSG00000100234', 'ENSMUSG00000094271', 'ENSMUSG00000096591', 'ENSMUSG00000070908'}","{'Gm13272', 'Gm13288', 'Ifnz', 'Gm13287', 'Gm13276', 'Gm13289', 'Gm13285', 'Ifne', 'Gm13275', 'Gm13278', 'Gm13279', 'Gm13283', 'Gm13271', 'Gm13277', 'Gm13290', 'Ifnb1'}",ortholog_one2many
ENSVKKG00000000105,,ENSCPBG00000021120,CDH18,ortholog_one2one,,,,ENSGALG00000036097,CDH18,ortholog_one2one,ENSG00000145526,CDH18,ortholog_one2many,ENSMUSG00000040420,Cdh18,ortholog_one2many
ENSVKKG00000013412,MASP2,ENSCPBG00000022009,MASP2,ortholog_one2one,ENSCPRG00005004585,MASP2,ortholog_one2one,ENSGALG00000003016,MASP2,ortholog_one2one,ENSG00000009724,MASP2,ortholog_one2one,ENSMUSG00000028979,Masp2,ortholog_one2one
ENSVKKG00000005782,TRIM2,ENSCPBG00000025781,TRIM2,ortholog_one2one,ENSCPRG00005009140,TRIM2,ortholog_one2one,ENSGALG00000009207,TRIM2,ortholog_one2one,ENSG00000109654,TRIM2,ortholog_one2one,ENSMUSG00000027993,Trim2,ortholog_one2one
ENSVKKG00000003384,RGS1,ENSCPBG00000010541,RGS1,ortholog_one2one,ENSCPRG00005000959,RGS1,ortholog_one2one,ENSGALG00000002549,RGS1,ortholog_one2one,ENSG00000090104,RGS1,ortholog_one2one,ENSMUSG00000026358,Rgs1,ortholog_one2one
ENSVKKG00000005007,,ENSCPBG00000026504,,ortholog_one2many,ENSCPRG00005017770,,ortholog_one2many,ENSGALG00000045085,IFIT5,ortholog_one2many,"{'ENSG00000152778', 'ENSG00000204010', 'ENSG00000185745', 'ENSG00000119922', 'ENSG00000119917'}","{'IFIT2', 'IFIT5', 'IFIT1', 'IFIT1B', 'IFIT3'}",ortholog_many2many,"{'ENSMUSG00000062488', 'ENSMUSG00000067297', 'ENSMUSG00000045932', 'ENSMUSG00000074896', 'ENSMUSG00000034459', 'ENSMUSG00000079339'}","{'Ifit2', 'Ifit3', 'Ifit1', 'Ifit1bl1', 'Ifit1bl2', 'Ifit3b'}",ortholog_many2many
ENSVKKG00000002255,PRCP,ENSCPBG00000006891,PRCP,ortholog_one2one,ENSCPRG00005016228,PRCP,ortholog_one2one,ENSGALG00000037521,PRCP,ortholog_one2one,ENSG00000137509,PRCP,ortholog_one2one,ENSMUSG00000061119,Prcp,ortholog_one2one
ENSVKKG00000004846,PLXDC1,ENSCPBG00000002508,PLXDC1,ortholog_one2one,ENSCPRG00005002345,PLXDC1,ortholog_one2one,ENSGALG00000023881,PLXDC1,ortholog_one2one,ENSG00000161381,PLXDC1,ortholog_one2one,ENSMUSG00000017417,Plxdc1,ortholog_one2one
ENSVKKG00000002548,RBP5,ENSCPBG00000005217,RBP5,ortholog_one2one,ENSCPRG00005004765,RBP5,ortholog_one2one,ENSGALG00000014662,RBP5,ortholog_one2one,ENSG00000139194,RBP5,ortholog_one2one,,,
ENSVKKG00000003937,SERPINH1,ENSCPBG00000027678,SERPINH1,ortholog_one2one,ENSCPRG00005017413,SERPINH1,ortholog_one2one,ENSGALG00000011214,SERPINH1,ortholog_one2one,ENSG00000149257,SERPINH1,ortholog_one2one,ENSMUSG00000070436,Serpinh1,ortholog_one2one
ENSVKKG00000006031,,ENSCPBG00000016483,,ortholog_one2one,ENSCPRG00005008209,,ortholog_one2one,ENSGALG00000033522,,ortholog_one2one,"{'ENSG00000131471', 'ENSG00000131480'}","{'AOC2', 'AOC3'}",ortholog_many2many,"{'ENSMUSG00000019326', 'ENSMUSG00000078651'}","{'Aoc2', 'Aoc3'}",ortholog_many2many
ENSVKKG00000000333,STN1,ENSCPBG00000024481,STN1,ortholog_one2one,ENSCPRG00005012508,STN1,ortholog_one2one,ENSGALG00000008304,STN1,ortholog_one2one,ENSG00000107960,STN1,ortholog_one2one,ENSMUSG00000042694,Stn1,ortholog_one2one
ENSVKKG00000013329,CSF3,ENSCPBG00000004539,CSF3,ortholog_one2one,ENSCPRG00005002838,CSF3,ortholog_one2one,ENSGALG00000030907,CSF3,ortholog_one2one,ENSG00000108342,CSF3,ortholog_one2one,ENSMUSG00000038067,Csf3,ortholog_one2one
ENSVKKG00000014557,ABCG1,ENSCPBG00000012934,ABCG1,ortholog_one2one,ENSCPRG00005016219,ABCG1,ortholog_one2one,ENSGALG00000016164,ABCG1,ortholog_one2one,ENSG00000160179,ABCG1,ortholog_one2one,ENSMUSG00000024030,Abcg1,ortholog_one2one
ENSVKKG00000012088,,,,,ENSCPRG00005011300,,ortholog_one2one,,,,,,,,,
ENSVKKG00000001178,SELENOP,ENSCPBG00000007738,SELENOP,ortholog_one2one,ENSCPRG00005016168,SELENOP,ortholog_one2one,ENSGALG00000047578,SELENOP1,ortholog_one2one,ENSG00000250722,SELENOP,ortholog_one2one,ENSMUSG00000064373,Selenop,ortholog_one2one
ENSVKKG00000012947,TNFSF11,ENSCPBG00000013576,TNFSF11,ortholog_one2one,ENSCPRG00005001171,TNFSF11,ortholog_one2one,ENSGALG00000026163,TNFSF11,ortholog_one2one,ENSG00000120659,TNFSF11,ortholog_one2one,ENSMUSG00000022015,Tnfsf11,ortholog_one2one
ENSVKKG00000009810,ABRAXAS1,ENSCPBG00000007774,ABRAXAS1,ortholog_one2one,"{'ENSCPRG00005015164', 'ENSCPRG00005015159'}",,ortholog_one2many,ENSGALG00000011210,FAM175A,ortholog_one2one,ENSG00000163322,ABRAXAS1,ortholog_one2one,ENSMUSG00000035234,Abraxas1,ortholog_one2one
ENSVKKG00000004974,FAM184A,ENSCPBG00000018775,FAM184A,ortholog_one2one,ENSCPRG00005004448,FAM184A,ortholog_one2one,ENSGALG00000014881,FAM184A,ortholog_one2one,ENSG00000111879,FAM184A,ortholog_one2one,ENSMUSG00000019856,Fam184a,ortholog_one2one
ENSVKKG00000017948,,ENSCPBG00000020584,,ortholog_one2one,ENSCPRG00005017101,,ortholog_one2one,ENSGALG00000050332,,ortholog_one2one,,,,ENSMUSG00000044092,C130050O18Rik,ortholog_one2one
ENSVKKG00000007621,,ENSCPBG00000000936,PLEKHG4B,ortholog_one2one,,,,,,,ENSG00000153404,PLEKHG4B,ortholog_one2one,,,
ENSVKKG00000003601,XAF1,ENSCPBG00000014804,XAF1,ortholog_one2one,ENSCPRG00005008105,XAF1,ortholog_one2one,ENSGALG00000005928,XAF1,ortholog_one2one,ENSG00000132530,XAF1,ortholog_one2one,ENSMUSG00000040483,Xaf1,ortholog_one2one
ENSVKKG00000008663,MMRN2,ENSCPBG00000007516,MMRN2,ortholog_one2one,ENSCPRG00005010499,MMRN2,ortholog_one2one,"{'ENSGALG00000002012', 'ENSGALG00000029540'}",,ortholog_one2many,ENSG00000173269,MMRN2,ortholog_one2one,ENSMUSG00000041445,Mmrn2,ortholog_one2one
ENSVKKG00000008828,SYN1,ENSCPBG00000021883,SYN1,ortholog_one2one,,,,,,,ENSG00000008056,SYN1,ortholog_one2one,ENSMUSG00000037217,Syn1,ortholog_one2one
ENSVKKG00000013150,SEMA3F,ENSCPBG00000002667,SEMA3F,ortholog_one2one,,,,ENSGALG00000029621,SEMA3F,ortholog_one2one,ENSG00000001617,SEMA3F,ortholog_one2one,ENSMUSG00000034684,Sema3f,ortholog_one2one
ENSVKKG00000002567,PTK6,ENSCPBG00000027206,PTK6,ortholog_one2one,ENSCPRG00005005947,PTK6,ortholog_one2one,,,,ENSG00000101213,PTK6,ortholog_one2one,ENSMUSG00000038751,Ptk6,ortholog_one2one
ENSVKKG00000004299,,ENSCPBG00000004075,,ortholog_one2one,,,,,,,ENSG00000178685,PARP10,ortholog_one2one,ENSMUSG00000063268,Parp10,ortholog_one2one
ENSVKKG00000001003,NADK,ENSCPBG00000022956,NADK,ortholog_one2one,ENSCPRG00005012956,NADK,ortholog_one2one,ENSGALG00000032413,NADK,ortholog_one2one,ENSG00000008130,NADK,ortholog_one2one,ENSMUSG00000029063,Nadk,ortholog_one2one
ENSVKKG00000001604,TRIM25,ENSCPBG00000004548,TRIM25,ortholog_one2one,ENSCPRG00005002100,TRIM25,ortholog_one2one,ENSGALG00000003144,TRIM25,ortholog_one2one,ENSG00000121060,TRIM25,ortholog_one2one,ENSMUSG00000000275,Trim25,ortholog_one2one
ENSVKKG00000001107,CALML6,ENSCPBG00000022965,CALML6,ortholog_one2one,ENSCPRG00005012934,CALML6,ortholog_one2one,,,,ENSG00000169885,CALML6,ortholog_one2one,,,
ENSVKKG00000004756,ATAD1,ENSCPBG00000026471,ATAD1,ortholog_one2one,ENSCPRG00005009979,ATAD1,ortholog_one2one,ENSGALG00000003652,ATAD1,ortholog_one2one,ENSG00000138138,ATAD1,ortholog_one2one,ENSMUSG00000013662,Atad1,ortholog_one2one
ENSVKKG00000010507,,ENSCPBG00000001015,RAVER2,ortholog_one2one,ENSCPRG00005011054,RAVER2,ortholog_one2one,ENSGALG00000033759,RAVER2,ortholog_one2one,ENSG00000162437,RAVER2,ortholog_one2one,ENSMUSG00000035275,Raver2,ortholog_one2one
ENSVKKG00000015166,THTPA,ENSCPBG00000025901,THTPA,ortholog_one2one,,,,,,,ENSG00000259431,THTPA,ortholog_one2one,ENSMUSG00000045691,Thtpa,ortholog_one2one
ENSVKKG00000000755,JPH1,ENSCPBG00000007044,JPH1,ortholog_one2one,ENSCPRG00005018415,JPH1,ortholog_one2one,ENSGALG00000035845,JPH1,ortholog_one2one,ENSG00000104369,JPH1,ortholog_one2one,ENSMUSG00000042686,Jph1,ortholog_one2one
ENSVKKG00000012371,ZMAT3,ENSCPBG00000026917,ZMAT3,ortholog_one2one,ENSCPRG00005009651,ZMAT3,ortholog_one2one,ENSGALG00000040948,ZMAT3,ortholog_one2one,ENSG00000172667,ZMAT3,ortholog_one2one,ENSMUSG00000027663,Zmat3,ortholog_one2one
ENSVKKG00000016124,CCDC103,ENSCPBG00000008902,CCDC103,ortholog_one2one,ENSCPRG00005015359,CCDC103,ortholog_one2one,ENSGALG00000000918,CCDC103,ortholog_one2one,ENSG00000167131,CCDC103,ortholog_one2one,ENSMUSG00000020930,Ccdc103,ortholog_one2one
ENSVKKG00000013467,SLC25A37,ENSCPBG00000002576,SLC25A37,ortholog_one2one,"{'ENSCPRG00005014225', 'ENSCPRG00005014226'}",,ortholog_one2many,ENSGALG00000000378,SLC25A37,ortholog_one2one,ENSG00000147454,SLC25A37,ortholog_one2one,ENSMUSG00000034248,Slc25a37,ortholog_one2one
ENSVKKG00000013262,,"{'ENSCPBG00000016373', 'ENSCPBG00000023655', 'ENSCPBG00000001883'}",,ortholog_many2many,,,,"{'ENSGALG00000037170', 'ENSGALG00000030397'}","{'TRIM39.2', 'TRIM27.1'}",ortholog_many2many,ENSG00000234127,TRIM26,ortholog_one2many,ENSMUSG00000024457,Trim26,ortholog_one2many
ENSVKKG00000014738,CEBPE,ENSCPBG00000026072,CEBPE,ortholog_one2one,,,,,,,ENSG00000092067,CEBPE,ortholog_one2one,ENSMUSG00000052435,Cebpe,ortholog_one2one
ENSVKKG00000000454,KIF21A,ENSCPBG00000010980,KIF21A,ortholog_one2one,ENSCPRG00005012166,KIF21A,ortholog_one2one,ENSGALG00000007098,KIF21A,ortholog_one2one,ENSG00000139116,KIF21A,ortholog_one2one,ENSMUSG00000022629,Kif21a,ortholog_one2one
ENSVKKG00000002939,SLC40A1,ENSCPBG00000020447,SLC40A1,ortholog_one2one,ENSCPRG00005011917,SLC40A1,ortholog_one2one,ENSGALG00000043618,SLC40A1,ortholog_one2one,ENSG00000138449,SLC40A1,ortholog_one2one,ENSMUSG00000025993,Slc40a1,ortholog_one2one
ENSVKKG00000012754,PPP1R37,ENSCPBG00000014378,PPP1R37,ortholog_one2one,,,,ENSGALG00000054005,PPP1R37,ortholog_one2one,ENSG00000104866,PPP1R37,ortholog_one2one,ENSMUSG00000051403,Ppp1r37,ortholog_one2one
ENSVKKG00000005001,CH25H,ENSCPBG00000026502,CH25H,ortholog_one2one,ENSCPRG00005017776,CH25H,ortholog_one2one,ENSGALG00000006352,CH25H,ortholog_one2one,ENSG00000138135,CH25H,ortholog_one2one,ENSMUSG00000050370,Ch25h,ortholog_one2one
ENSVKKG00000009095,TREH,ENSCPBG00000004313,TREH,ortholog_one2one,ENSCPRG00005007229,TREH,ortholog_one2one,,,,ENSG00000118094,TREH,ortholog_one2one,ENSMUSG00000032098,Treh,ortholog_one2one
ENSVKKG00000000506,UNC79,ENSCPBG00000008889,UNC79,ortholog_one2one,ENSCPRG00005008571,UNC79,ortholog_one2one,ENSGALG00000010874,UNC79,ortholog_one2one,ENSG00000133958,UNC79,ortholog_one2one,ENSMUSG00000021198,Unc79,ortholog_one2one
ENSVKKG00000016407,RNF213,ENSCPBG00000010607,RNF213,ortholog_one2one,ENSCPRG00005018139,RNF213,ortholog_one2one,ENSGALG00000039269,RNF213,ortholog_one2one,ENSG00000173821,RNF213,ortholog_one2one,ENSMUSG00000070327,Rnf213,ortholog_one2one
ENSVKKG00000003325,B3GALT2,ENSCPBG00000010582,B3GALT2,ortholog_one2one,ENSCPRG00005000918,B3GALT2,ortholog_one2one,ENSGALG00000051274,B3GALT2,ortholog_one2one,ENSG00000162630,B3GALT2,ortholog_one2one,ENSMUSG00000033849,B3galt2,ortholog_one2one
ENSVKKG00000010817,BPGM,ENSCPBG00000028235,BPGM,ortholog_one2one,ENSCPRG00005012990,BPGM,ortholog_one2one,ENSGALG00000013069,BPGM,ortholog_one2one,ENSG00000172331,BPGM,ortholog_one2one,ENSMUSG00000038871,Bpgm,ortholog_one2one
ENSVKKG00000006720,LGALS8,ENSCPBG00000004235,LGALS8,ortholog_one2one,ENSCPRG00005016548,LGALS8,ortholog_one2one,ENSGALG00000014371,LGALS8,ortholog_one2one,ENSG00000116977,LGALS8,ortholog_one2one,ENSMUSG00000057554,Lgals8,ortholog_one2one
ENSVKKG00000008606,TBX18,ENSCPBG00000019828,TBX18,ortholog_one2one,ENSCPRG00005016640,TBX18,ortholog_one2one,ENSGALG00000032789,TBX18,ortholog_one2one,ENSG00000112837,TBX18,ortholog_one2one,ENSMUSG00000032419,Tbx18,ortholog_one2one
ENSVKKG00000013806,PLD1,ENSCPBG00000015923,PLD1,ortholog_one2one,ENSCPRG00005009444,PLD1,ortholog_one2one,ENSGALG00000009252,PLD1,ortholog_one2one,ENSG00000075651,PLD1,ortholog_one2one,ENSMUSG00000027695,Pld1,ortholog_one2one
ENSVKKG00000010426,DNASE1L3,ENSCPBG00000014250,DNASE1L3,ortholog_one2one,ENSCPRG00005018280,DNASE1L3,ortholog_one2one,ENSGALG00000005688,DNASE1L3,ortholog_one2one,ENSG00000163687,DNASE1L3,ortholog_one2one,ENSMUSG00000025279,Dnase1l3,ortholog_one2one
ENSVKKG00000000869,DAAM1,ENSCPBG00000022371,DAAM1,ortholog_one2one,ENSCPRG00005017967,DAAM1,ortholog_one2one,ENSGALG00000012017,DAAM1,ortholog_one2one,ENSG00000100592,DAAM1,ortholog_one2one,ENSMUSG00000034574,Daam1,ortholog_one2one
ENSVKKG00000012504,,ENSCPBG00000009924,,ortholog_one2one,ENSCPRG00005003675,,ortholog_one2one,ENSGALG00000027864,NFKBIA,ortholog_one2one,,,,,,
ENSVKKG00000005220,MAST4,ENSCPBG00000026870,MAST4,ortholog_one2one,ENSCPRG00005017252,MAST4,ortholog_one2one,ENSGALG00000014784,MAST4,ortholog_one2one,ENSG00000069020,MAST4,ortholog_one2one,ENSMUSG00000034751,Mast4,ortholog_one2one
ENSVKKG00000010072,TMEM164,ENSCPBG00000000530,TMEM164,ortholog_one2one,ENSCPRG00005008793,TMEM164,ortholog_one2one,ENSGALG00000008076,TMEM164,ortholog_one2one,ENSG00000157600,TMEM164,ortholog_one2one,ENSMUSG00000047045,Tmem164,ortholog_one2one
ENSVKKG00000001913,,ENSCPBG00000013291,,ortholog_one2many,ENSCPRG00005018924,,ortholog_one2many,ENSGALG00000036627,CXCR1,ortholog_one2many,"{'ENSG00000163464', 'ENSG00000180871'}","{'CXCR1', 'CXCR2'}",ortholog_many2many,"{'ENSMUSG00000048480', 'ENSMUSG00000026180'}","{'Cxcr2', 'Cxcr1'}",ortholog_many2many
ENSVKKG00000001118,NANS,ENSCPBG00000024172,NANS,ortholog_one2one,ENSCPRG00005012309,NANS,ortholog_one2one,ENSGALG00000015320,NANS,ortholog_one2one,ENSG00000095380,NANS,ortholog_one2one,ENSMUSG00000028334,Nans,ortholog_one2one
ENSVKKG00000015637,PSME1,ENSCPBG00000025838,,ortholog_one2one,,,,,,,ENSG00000092010,PSME1,ortholog_one2one,ENSMUSG00000022216,Psme1,ortholog_one2one
ENSVKKG00000010939,SAMSN1,ENSCPBG00000028343,SAMSN1,ortholog_one2one,ENSCPRG00005013107,SAMSN1,ortholog_one2one,ENSGALG00000040926,SAMSN1,ortholog_one2one,ENSG00000155307,SAMSN1,ortholog_one2one,ENSMUSG00000022876,Samsn1,ortholog_one2one
ENSVKKG00000009328,SUSD3,ENSCPBG00000022415,SUSD3,ortholog_one2one,ENSCPRG00005019111,SUSD3,ortholog_one2one,ENSGALG00000025886,SUSD3,ortholog_one2one,ENSG00000157303,SUSD3,ortholog_one2one,ENSMUSG00000021384,Susd3,ortholog_one2one
ENSVKKG00000003265,,ENSCPBG00000016095,,ortholog_one2one,ENSCPRG00005004055,,ortholog_one2one,ENSGALG00000004428,,ortholog_one2one,,,,,,
ENSVKKG00000017244,DCBLD2,ENSCPBG00000003879,DCBLD2,ortholog_one2one,ENSCPRG00005004374,DCBLD2,ortholog_one2one,ENSGALG00000015258,DCBLD2,ortholog_one2one,ENSG00000057019,DCBLD2,ortholog_one2one,ENSMUSG00000035107,Dcbld2,ortholog_one2one
ENSVKKG00000009965,TMEM140,ENSCPBG00000005847,TMEM140,ortholog_one2one,ENSCPRG00005001200,TMEM140,ortholog_one2one,ENSGALG00000044155,TMEM140,ortholog_one2one,ENSG00000146859,TMEM140,ortholog_one2one,ENSMUSG00000057137,Tmem140,ortholog_one2one
ENSVKKG00000008277,RET,ENSCPBG00000025575,RET,ortholog_one2one,ENSCPRG00005010106,RET,ortholog_one2one,ENSGALG00000002555,RET,ortholog_one2one,ENSG00000165731,RET,ortholog_one2one,ENSMUSG00000030110,Ret,ortholog_one2one
ENSVKKG00000009514,GCHFR,ENSCPBG00000013450,GCHFR,ortholog_one2one,ENSCPRG00005018642,GCHFR,ortholog_one2one,ENSGALG00000032239,GCHFR,ortholog_one2one,ENSG00000137880,GCHFR,ortholog_one2one,ENSMUSG00000046814,Gchfr,ortholog_one2one
ENSVKKG00000003421,,ENSCPBG00000026476,,ortholog_one2many,ENSCPRG00005018829,,ortholog_one2many,ENSGALG00000011153,LY75,ortholog_one2many,"{'ENSG00000248672', 'ENSG00000054219'}","{'LY75-CD302', 'LY75'}",ortholog_many2many,ENSMUSG00000026980,Ly75,ortholog_one2many
ENSVKKG00000013718,,,,,ENSCPRG00005005056,,ortholog_one2one,ENSGALG00000038923,,ortholog_one2one,,,,,,
ENSVKKG00000006573,,ENSCPBG00000023542,,ortholog_one2many,,,,,,,,,,,,
ENSVKKG00000018505,KANSL1L,ENSCPBG00000025529,KANSL1L,ortholog_one2one,ENSCPRG00005002482,KANSL1L,ortholog_one2one,ENSGALG00000002866,KANSL1L,ortholog_one2one,ENSG00000144445,KANSL1L,ortholog_one2one,ENSMUSG00000026004,Kansl1l,ortholog_one2one
