komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_109_stable_id,chicken_109_name,chicken_109_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000016249,HNRNPH3,ENSCPBG00000019569,HNRNPH3,ortholog_one2one,ENSCPRG00005006263,HNRNPH3,ortholog_one2one,ENSGALG00000003947,HNRNPH3,ortholog_one2one,ENSG00000096746,HNRNPH3,ortholog_one2one,ENSMUSG00000020069,Hnrnph3,ortholog_one2one
ENSVKKG00000006335,JAG1,ENSCPBG00000023326,JAG1,ortholog_one2one,ENSCPRG00005012155,JAG1,ortholog_one2one,ENSGALG00000009020,JAG1,ortholog_one2one,ENSG00000101384,JAG1,ortholog_one2one,ENSMUSG00000027276,Jag1,ortholog_one2one
ENSVKKG00000004804,THAP12,ENSCPBG00000027710,THAP12,ortholog_one2one,ENSCPRG00005016723,THAP12,ortholog_one2one,ENSGALG00000000838,THAP12,ortholog_one2one,ENSG00000137492,THAP12,ortholog_one2one,ENSMUSG00000030753,Thap12,ortholog_one2one
ENSVKKG00000013458,,ENSCPBG00000022296,,ortholog_one2one,,,,ENSGALG00000049326,,ortholog_one2one,"{'ENSG00000262302', 'ENSG00000181885'}","{'CLDN7', 'AC003688.1'}",ortholog_one2many,ENSMUSG00000018569,Cldn7,ortholog_one2one
ENSVKKG00000016744,,ENSCPBG00000026340,,ortholog_one2many,ENSCPRG00005008584,,ortholog_one2many,ENSGALG00000035466,CACNB4,ortholog_one2many,"{'ENSG00000182389', 'ENSG00000283228'}","{'AC068547.1', 'CACNB4'}",ortholog_many2many,ENSMUSG00000017412,Cacnb4,ortholog_one2many
ENSVKKG00000007208,APTX,ENSCPBG00000023973,APTX,ortholog_one2one,ENSCPRG00005012469,APTX,ortholog_one2one,ENSGALG00000001954,APTX,ortholog_one2one,ENSG00000137074,APTX,ortholog_one2one,ENSMUSG00000028411,Aptx,ortholog_one2one
ENSVKKG00000013715,LCAT,ENSCPBG00000015633,LCAT,ortholog_one2one,,,,ENSGALG00000028928,LCAT,ortholog_one2one,ENSG00000213398,LCAT,ortholog_one2one,ENSMUSG00000035237,Lcat,ortholog_one2one
ENSVKKG00000005416,,ENSCPBG00000003647,,ortholog_one2many,,,,"{'ENSGALG00000048749', 'ENSGALG00000047025', 'ENSGALG00000050329', 'ENSGALG00000054070', 'ENSGALG00000049444', 'ENSGALG00000041380', 'ENSGALG00000051188', 'ENSGALG00000048063', 'ENSGALG00000053682', 'ENSGALG00000052371', 'ENSGALG00000052732', 'ENSGALG00000047314', 'ENSGALG00000051088', 'ENSGALG00000051054', 'ENSGALG00000052686', 'ENSGALG00000049208', 'ENSGALG00000033932', 'ENSGALG00000047380'}","{nan, 'BF2', 'BF1', 'YF5'}",ortholog_many2many,,,,"{'ENSMUSG00000067212', 'ENSMUSG00000079507', 'ENSMUSG00000092243', 'ENSMUSG00000073409', 'ENSMUSG00000037130', 'ENSMUSG00000016283', 'ENSMUSG00000048231', 'ENSMUSG00000067235', 'ENSMUSG00000058124', 'ENSMUSG00000024448', 'ENSMUSG00000024459', 'ENSMUSG00000035929', 'ENSMUSG00000073411', 'ENSMUSG00000079491', 'ENSMUSG00000053835', 'ENSMUSG00000037246', 'ENSMUSG00000073406', 'ENSMUSG00000060550', 'ENSMUSG00000079492', 'ENSMUSG00000061232', 'ENSMUSG00000073402', 'ENSMUSG00000067201', 'ENSMUSG00000055413', 'ENSMUSG00000056116', 'ENSMUSG00000064308', 'ENSMUSG00000037334', 'ENSMUSG00000091705', 'ENSMUSG00000037537', 'ENSMUSG00000016206', 'ENSMUSG00000054128', 'ENSMUSG00000023083'}","{'H2-M5', 'Gm7030', 'H2-Q5', 'H2-Q4', 'H2-M10.4', 'H2-T23', 'H2-Q1', 'H2-T22', 'H2-M10.1', 'H2-D1', 'Gm11127', 'H2-T3', 'H2-K1', 'H2-M1', 'H2-Q7', 'H2-T10', 'H2-M2', 'H2-Q10', 'H2-M3', 'H2-M11', 'Gm8909', 'H2-M10.5', 'H2-M10.2', '2410137M14Rik', 'H2-M10.3', 'H2-Bl', 'H2-M10.6', 'H2-Q6', 'H2-M9', 'H2-Q2', 'H2-T24'}",ortholog_many2many
ENSVKKG00000001746,SNX15,ENSCPBG00000023662,SNX15,ortholog_one2one,,,,,,,ENSG00000110025,SNX15,ortholog_one2one,ENSMUSG00000024787,Snx15,ortholog_one2one
ENSVKKG00000007133,,ENSCPBG00000005939,ALPK3,ortholog_one2one,ENSCPRG00005005082,ALPK3,ortholog_one2one,ENSGALG00000037950,ALPK3,ortholog_one2one,ENSG00000136383,ALPK3,ortholog_one2one,ENSMUSG00000038763,Alpk3,ortholog_one2one
ENSVKKG00000004315,SP7,ENSCPBG00000001726,,ortholog_one2one,ENSCPRG00005006987,SP7,ortholog_one2one,ENSGALG00000050811,SP7,ortholog_one2one,ENSG00000170374,SP7,ortholog_one2one,ENSMUSG00000060284,Sp7,ortholog_one2one
ENSVKKG00000001415,,ENSCPBG00000010052,,ortholog_one2one,,,,,,,,,,,,
ENSVKKG00000005582,,ENSCPBG00000022667,,ortholog_one2one,ENSCPRG00005004333,,ortholog_one2one,,,,"{'ENSG00000206559', 'ENSG00000283563'}","{'ZCWPW2', 'AC098650.1'}",ortholog_one2many,ENSMUSG00000032443,Zcwpw2,ortholog_one2one
ENSVKKG00000009391,JMJD7,ENSCPBG00000013407,JMJD7,ortholog_one2one,ENSCPRG00005018492,JMJD7,ortholog_one2one,ENSGALG00000026846,JMJD7,ortholog_one2one,ENSG00000243789,JMJD7,ortholog_one2one,ENSMUSG00000098789,Jmjd7,ortholog_one2one
ENSVKKG00000002314,SURF4,ENSCPBG00000021157,SURF4,ortholog_one2one,ENSCPRG00005007349,SURF4,ortholog_one2one,ENSGALG00000028265,SURF4,ortholog_one2one,ENSG00000148248,SURF4,ortholog_one2one,ENSMUSG00000014867,Surf4,ortholog_one2one
ENSVKKG00000011609,GGACT,ENSCPBG00000018047,GGACT,ortholog_one2one,ENSCPRG00005017184,GGACT,ortholog_one2one,ENSGALG00000022758,GGACT,ortholog_one2one,ENSG00000134864,GGACT,ortholog_one2one,ENSMUSG00000041625,Ggact,ortholog_one2one
ENSVKKG00000005002,RXFP4,ENSCPBG00000007801,RXFP4,ortholog_one2one,,,,,,,ENSG00000173080,RXFP4,ortholog_one2one,ENSMUSG00000049741,Rxfp4,ortholog_one2one
ENSVKKG00000012034,ERMP1,ENSCPBG00000025490,ERMP1,ortholog_one2one,ENSCPRG00005004304,ERMP1,ortholog_one2one,ENSGALG00000000438,ERMP1,ortholog_one2one,ENSG00000099219,ERMP1,ortholog_one2one,ENSMUSG00000046324,Ermp1,ortholog_one2one
ENSVKKG00000009051,,ENSCPBG00000017153,,ortholog_one2one,ENSCPRG00005000916,,ortholog_one2one,ENSGALG00000013765,,ortholog_one2one,"{'ENSG00000280148', 'ENSG00000135521'}","{'AL049844.3', 'LTV1'}",ortholog_one2many,ENSMUSG00000019814,Ltv1,ortholog_one2one
ENSVKKG00000017002,NECAB3,ENSCPBG00000019179,NECAB3,ortholog_one2one,ENSCPRG00005012733,NECAB3,ortholog_one2one,ENSGALG00000003065,NECAB3,ortholog_one2one,ENSG00000125967,NECAB3,ortholog_one2one,ENSMUSG00000027489,Necab3,ortholog_one2one
ENSVKKG00000000561,PPP4R4,ENSCPBG00000008950,PPP4R4,ortholog_one2one,ENSCPRG00005008872,PPP4R4,ortholog_one2one,ENSGALG00000010950,PPP4R4,ortholog_one2one,ENSG00000119698,PPP4R4,ortholog_one2one,ENSMUSG00000021209,Ppp4r4,ortholog_one2one
ENSVKKG00000001271,NONO,ENSCPBG00000016659,NONO,ortholog_one2one,ENSCPRG00005001433,NONO,ortholog_one2one,ENSGALG00000005507,NONO,ortholog_one2one,ENSG00000147140,NONO,ortholog_one2one,ENSMUSG00000031311,Nono,ortholog_one2one
ENSVKKG00000012207,RASGRP1,ENSCPBG00000000789,RASGRP1,ortholog_one2one,ENSCPRG00005018851,RASGRP1,ortholog_one2one,ENSGALG00000009740,RASGRP1,ortholog_one2one,ENSG00000172575,RASGRP1,ortholog_one2one,ENSMUSG00000027347,Rasgrp1,ortholog_one2one
ENSVKKG00000003770,PALD1,ENSCPBG00000025893,PALD1,ortholog_one2one,ENSCPRG00005009592,PALD1,ortholog_one2one,ENSGALG00000004465,PALD1,ortholog_one2one,ENSG00000107719,PALD1,ortholog_one2one,ENSMUSG00000020092,Pald1,ortholog_one2one
ENSVKKG00000002395,,ENSCPBG00000001333,DNAI4,ortholog_one2one,ENSCPRG00005011316,DNAI4,ortholog_one2one,"{'ENSGALG00000047760', 'ENSGALG00000045792'}",,ortholog_one2many,ENSG00000152763,DNAI4,ortholog_one2one,ENSMUSG00000035126,Wdr78,ortholog_one2one
ENSVKKG00000005659,ID3,ENSCPBG00000011218,ID3,ortholog_one2one,,,,ENSGALG00000035317,ID3,ortholog_one2one,ENSG00000117318,ID3,ortholog_one2one,ENSMUSG00000007872,Id3,ortholog_one2one
ENSVKKG00000003704,FZD1,ENSCPBG00000021555,FZD1,ortholog_one2one,ENSCPRG00005012567,FZD1,ortholog_one2one,ENSGALG00000009064,FZD1,ortholog_one2one,ENSG00000157240,FZD1,ortholog_one2one,ENSMUSG00000044674,Fzd1,ortholog_one2one
ENSVKKG00000012283,STPG4,ENSCPBG00000016719,STPG4,ortholog_one2one,ENSCPRG00005014639,STPG4,ortholog_one2one,,,,ENSG00000239605,STPG4,ortholog_one2one,ENSMUSG00000036557,Stpg4,ortholog_one2one
ENSVKKG00000008920,,ENSCPBG00000010477,SPEN,ortholog_one2many,ENSCPRG00005017145,SPEN,ortholog_one2many,ENSGALG00000036932,SPEN,ortholog_one2many,ENSG00000065526,SPEN,ortholog_one2many,ENSMUSG00000040761,Spen,ortholog_one2many
ENSVKKG00000014581,ATXN1L,ENSCPBG00000027000,ATXN1L,ortholog_one2one,ENSCPRG00005008708,ATXN1L,ortholog_one2one,ENSGALG00000028253,ATXN1L,ortholog_one2one,ENSG00000224470,ATXN1L,ortholog_one2one,ENSMUSG00000069895,Atxn1l,ortholog_one2one
ENSVKKG00000018688,FRMD4B,ENSCPBG00000000426,FRMD4B,ortholog_one2one,ENSCPRG00005015846,FRMD4B,ortholog_one2one,ENSGALG00000037791,FRMD4B,ortholog_one2one,ENSG00000114541,FRMD4B,ortholog_one2one,ENSMUSG00000030064,Frmd4b,ortholog_one2one
ENSVKKG00000015716,,ENSCPBG00000017074,,ortholog_one2one,ENSCPRG00005013027,,ortholog_one2one,ENSGALG00000037408,ADMP,ortholog_one2one,,,,,,
ENSVKKG00000007363,REST,ENSCPBG00000015010,REST,ortholog_one2one,ENSCPRG00005006500,REST,ortholog_one2one,ENSGALG00000054198,,ortholog_one2one,ENSG00000084093,REST,ortholog_one2one,ENSMUSG00000029249,Rest,ortholog_one2one
ENSVKKG00000012896,FOXI1,ENSCPBG00000024288,FOXI1,ortholog_one2one,ENSCPRG00005003331,FOXI1,ortholog_one2one,ENSGALG00000002105,FOXI1,ortholog_one2one,ENSG00000168269,FOXI1,ortholog_one2one,ENSMUSG00000047861,Foxi1,ortholog_one2one
ENSVKKG00000009686,SEMA3D,ENSCPBG00000024538,SEMA3D,ortholog_one2one,ENSCPRG00005015146,SEMA3D,ortholog_one2one,ENSGALG00000006563,SEMA3D,ortholog_one2one,ENSG00000153993,SEMA3D,ortholog_one2one,ENSMUSG00000040254,Sema3d,ortholog_one2one
ENSVKKG00000008649,IL18R1,ENSCPBG00000007306,IL18R1,ortholog_one2one,ENSCPRG00005014360,IL18R1,ortholog_one2one,ENSGALG00000040621,IL18R1,ortholog_one2one,ENSG00000115604,IL18R1,ortholog_one2one,ENSMUSG00000026070,Il18r1,ortholog_one2one
ENSVKKG00000003591,,ENSCPBG00000004351,,ortholog_one2one,ENSCPRG00005006851,,ortholog_one2one,,,,ENSG00000189299,FOXR2,ortholog_one2one,ENSMUSG00000071665,Foxr2,ortholog_one2one
ENSVKKG00000012201,FMN1,ENSCPBG00000000995,FMN1,ortholog_one2one,,,,ENSGALG00000009723,FMN1,ortholog_one2one,ENSG00000248905,FMN1,ortholog_one2one,ENSMUSG00000044042,Fmn1,ortholog_one2one
ENSVKKG00000016942,,ENSCPBG00000011034,,ortholog_one2many,ENSCPRG00005008419,,ortholog_one2many,ENSGALG00000004252,,ortholog_one2many,"{'ENSG00000135047', 'ENSG00000136943'}","{'CTSL', 'CTSV'}",ortholog_many2many,,,
ENSVKKG00000011470,,ENSCPBG00000000610,,ortholog_one2many,ENSCPRG00005016476,,ortholog_one2many,,,,,,,,,
ENSVKKG00000011811,TRAF6,ENSCPBG00000012545,TRAF6,ortholog_one2one,ENSCPRG00005011195,TRAF6,ortholog_one2one,ENSGALG00000007932,TRAF6,ortholog_one2one,ENSG00000175104,TRAF6,ortholog_one2one,ENSMUSG00000027164,Traf6,ortholog_one2one
ENSVKKG00000017027,,ENSCPBG00000025409,,ortholog_one2one,"{'ENSCPRG00005001169', 'ENSCPRG00005005917'}",,ortholog_one2many,ENSGALG00000008146,MORF4L2,ortholog_one2one,"{'ENSG00000123562', 'ENSG00000185787'}","{'MORF4L2', 'MORF4L1'}",ortholog_one2many,"{'ENSMUSG00000031422', 'ENSMUSG00000062270'}","{'Morf4l2', 'Morf4l1'}",ortholog_one2many
ENSVKKG00000010268,REN,ENSCPBG00000017395,REN,ortholog_one2one,ENSCPRG00005010942,REN,ortholog_one2one,ENSGALG00000000545,REN,ortholog_one2one,ENSG00000143839,REN,ortholog_one2one,ENSMUSG00000070645,Ren1,ortholog_one2one
ENSVKKG00000016297,FAHD1,ENSCPBG00000021129,FAHD1,ortholog_one2one,ENSCPRG00005014926,FAHD1,ortholog_one2one,ENSGALG00000024041,FAHD1,ortholog_one2one,ENSG00000180185,FAHD1,ortholog_one2one,ENSMUSG00000045316,Fahd1,ortholog_one2one
ENSVKKG00000008193,CWC22,ENSCPBG00000001765,CWC22,ortholog_one2one,ENSCPRG00005013489,CWC22,ortholog_one2one,ENSGALG00000009001,CWC22,ortholog_one2one,ENSG00000163510,CWC22,ortholog_one2one,"{'ENSMUSG00000095824', 'ENSMUSG00000027014', 'ENSMUSG00000096729', 'ENSMUSG00000096337', 'ENSMUSG00000094125', 'ENSMUSG00000079247', 'ENSMUSG00000096484', 'ENSMUSG00000094336'}","{'Gm13697', 'Gm13694', 'Gm13695', 'Gm13696', 'Gm13693', 'Cwc22', 'Gm13698', 'Gm13691'}",ortholog_one2many
ENSVKKG00000014542,LRRC59,ENSCPBG00000028181,LRRC59,ortholog_one2one,,,,ENSGALG00000007673,LRRC59,ortholog_one2one,ENSG00000108829,LRRC59,ortholog_one2one,ENSMUSG00000020869,Lrrc59,ortholog_one2one
ENSVKKG00000001386,,ENSCPBG00000023160,,ortholog_one2one,,,,,,,,,,,,
ENSVKKG00000002830,Vault,,,,,,,"{'ENSGALG00000034689', 'ENSGALG00000025613'}",Vault,ortholog_many2many,"{'ENSG00000278815', 'ENSG00000251900', 'ENSG00000252283', 'ENSG00000252485'}","{'VTRNA2-2P', 'Vault'}",ortholog_many2many,,,
ENSVKKG00000003376,AGK,ENSCPBG00000011764,AGK,ortholog_one2one,ENSCPRG00005017939,AGK,ortholog_one2one,ENSGALG00000012870,AGK,ortholog_one2one,ENSG00000006530,AGK,ortholog_one2one,ENSMUSG00000029916,Agk,ortholog_one2one
ENSVKKG00000011712,NR2C2AP,ENSCPBG00000012463,NR2C2AP,ortholog_one2one,ENSCPRG00005015681,NR2C2AP,ortholog_one2one,ENSGALG00000027375,NR2C2AP,ortholog_one2one,ENSG00000184162,NR2C2AP,ortholog_one2one,ENSMUSG00000071078,Nr2c2ap,ortholog_one2one
ENSVKKG00000018538,KLF7,ENSCPBG00000020188,KLF7,ortholog_one2one,ENSCPRG00005001954,KLF7,ortholog_one2one,ENSGALG00000008501,KLF7,ortholog_one2one,ENSG00000118263,KLF7,ortholog_one2one,ENSMUSG00000025959,Klf7,ortholog_one2one
ENSVKKG00000011587,,ENSCPBG00000018497,THEMIS,ortholog_one2one,ENSCPRG00005005126,,ortholog_one2one,ENSGALG00000014821,THEMIS,ortholog_one2one,,,,,,
ENSVKKG00000007761,PSMB2,ENSCPBG00000018619,PSMB2,ortholog_one2one,ENSCPRG00005018095,PSMB2,ortholog_one2one,ENSGALG00000026421,PSMB2,ortholog_one2one,ENSG00000126067,PSMB2,ortholog_one2one,ENSMUSG00000028837,Psmb2,ortholog_one2one
ENSVKKG00000005897,STARD13,ENSCPBG00000003585,STARD13,ortholog_one2one,ENSCPRG00005005707,STARD13,ortholog_one2one,ENSGALG00000017065,,ortholog_one2one,ENSG00000133121,STARD13,ortholog_one2one,"{'ENSMUSG00000107011', 'ENSMUSG00000016128'}","{'Stard13', 'Gm42906'}",ortholog_one2many
ENSVKKG00000013357,,,,,,,,,,,ENSG00000267041,ZNF850,ortholog_one2many,ENSMUSG00000068959,Zfp619,ortholog_one2many
ENSVKKG00000004272,,ENSCPBG00000005043,,ortholog_one2one,,,,,,,,,,ENSMUSG00000071764,Olfr1320,ortholog_one2many
ENSVKKG00000002824,Vault,,,,,,,"{'ENSGALG00000034689', 'ENSGALG00000025613'}",Vault,ortholog_many2many,"{'ENSG00000278815', 'ENSG00000251900', 'ENSG00000252283', 'ENSG00000252485'}","{'VTRNA2-2P', 'Vault'}",ortholog_many2many,,,
ENSVKKG00000009714,ASB18,ENSCPBG00000022867,ASB18,ortholog_one2one,ENSCPRG00005005897,ASB18,ortholog_one2one,ENSGALG00000046564,ASB18,ortholog_one2one,ENSG00000182177,ASB18,ortholog_one2one,ENSMUSG00000067081,Asb18,ortholog_one2one
ENSVKKG00000015944,KCNC2,ENSCPBG00000018114,KCNC2,ortholog_one2one,ENSCPRG00005006250,KCNC2,ortholog_one2one,ENSGALG00000010204,KCNC2,ortholog_one2one,ENSG00000166006,KCNC2,ortholog_one2one,ENSMUSG00000035681,Kcnc2,ortholog_one2one
ENSVKKG00000005895,,ENSCPBG00000008734,,ortholog_one2one,ENSCPRG00005014326,,ortholog_one2one,ENSGALG00000010741,,ortholog_one2one,,,,,,
ENSVKKG00000011634,ADK,ENSCPBG00000012703,ADK,ortholog_one2one,ENSCPRG00005007901,ADK,ortholog_one2one,ENSGALG00000005057,ADK,ortholog_one2one,ENSG00000156110,ADK,ortholog_one2one,ENSMUSG00000039197,Adk,ortholog_one2one
ENSVKKG00000012551,ABHD10,ENSCPBG00000020361,,ortholog_one2one,ENSCPRG00005009803,ABHD10,ortholog_one2one,ENSGALG00000015378,ABHD10,ortholog_one2one,ENSG00000144827,ABHD10,ortholog_one2one,ENSMUSG00000033157,Abhd10,ortholog_one2one
ENSVKKG00000011638,TPX2,ENSCPBG00000027523,TPX2,ortholog_one2one,ENSCPRG00005007711,TPX2,ortholog_one2one,ENSGALG00000006267,TPX2,ortholog_one2one,ENSG00000088325,TPX2,ortholog_one2one,ENSMUSG00000027469,Tpx2,ortholog_one2one
ENSVKKG00000005378,TESC,ENSCPBG00000012225,TESC,ortholog_one2one,ENSCPRG00005007383,TESC,ortholog_one2one,ENSGALG00000008206,TESC,ortholog_one2one,ENSG00000088992,TESC,ortholog_one2one,"{'ENSMUSG00000029359', 'ENSMUSG00000055826'}","{'Tesc', 'Tescl'}",ortholog_one2many
ENSVKKG00000017353,LRP12,ENSCPBG00000026023,LRP12,ortholog_one2one,ENSCPRG00005006508,LRP12,ortholog_one2one,ENSGALG00000033630,LRP12,ortholog_one2one,ENSG00000147650,LRP12,ortholog_one2one,ENSMUSG00000022305,Lrp12,ortholog_one2one
ENSVKKG00000005995,ASB9,ENSCPBG00000015709,ASB9,ortholog_one2one,ENSCPRG00005005930,ASB9,ortholog_one2one,ENSGALG00000016563,ASB9,ortholog_one2one,ENSG00000102048,ASB9,ortholog_one2one,ENSMUSG00000031384,Asb9,ortholog_one2one
ENSVKKG00000007722,TNS3,ENSCPBG00000016552,TNS3,ortholog_one2one,ENSCPRG00005012409,TNS3,ortholog_one2one,ENSGALG00000039139,TNS3,ortholog_one2one,ENSG00000136205,TNS3,ortholog_one2one,ENSMUSG00000020422,Tns3,ortholog_one2one
ENSVKKG00000012847,MAEA,ENSCPBG00000000853,MAEA,ortholog_one2one,ENSCPRG00005001284,MAEA,ortholog_one2one,ENSGALG00000013310,MAEA,ortholog_one2one,ENSG00000090316,MAEA,ortholog_one2one,ENSMUSG00000079562,Maea,ortholog_one2one
ENSVKKG00000002174,,ENSCPBG00000008652,,ortholog_one2many,ENSCPRG00005016401,,ortholog_one2many,,,,,,,ENSMUSG00000039608,Olfr303,ortholog_one2many
ENSVKKG00000008464,SELENOM,ENSCPBG00000007421,SELENOM,ortholog_one2one,,,,ENSGALG00000047792,SELENOM,ortholog_one2one,ENSG00000198832,SELENOM,ortholog_one2one,ENSMUSG00000075702,Selenom,ortholog_one2one
ENSVKKG00000016091,ALKBH1,ENSCPBG00000026326,ALKBH1,ortholog_one2one,ENSCPRG00005005493,ALKBH1,ortholog_one2one,ENSGALG00000010485,ALKBH1,ortholog_one2one,ENSG00000100601,ALKBH1,ortholog_one2one,ENSMUSG00000079036,Alkbh1,ortholog_one2one
ENSVKKG00000016368,,ENSCPBG00000021576,,ortholog_one2one,ENSCPRG00005013501,,ortholog_one2one,ENSGALG00000042651,KRIT1,ortholog_one2one,"{'ENSG00000001631', 'ENSG00000285953'}","{'KRIT1', 'AC000120.3'}",ortholog_one2many,ENSMUSG00000000600,Krit1,ortholog_one2one
ENSVKKG00000002870,AARS2,ENSCPBG00000025329,AARS2,ortholog_one2one,ENSCPRG00005010614,AARS2,ortholog_one2one,ENSGALG00000035337,AARS2,ortholog_one2one,ENSG00000124608,AARS2,ortholog_one2one,ENSMUSG00000023938,Aars2,ortholog_one2one
ENSVKKG00000009732,CMTR2,ENSCPBG00000009396,CMTR2,ortholog_one2one,ENSCPRG00005001682,CMTR2,ortholog_one2one,ENSGALG00000002356,CMTR2,ortholog_one2one,ENSG00000180917,CMTR2,ortholog_one2one,ENSMUSG00000046441,Cmtr2,ortholog_one2one
ENSVKKG00000012332,SOX2,,,,ENSCPRG00005010584,SOX2,ortholog_one2one,ENSGALG00000043460,SOX2,ortholog_one2one,ENSG00000181449,SOX2,ortholog_one2one,ENSMUSG00000074637,Sox2,ortholog_one2one
ENSVKKG00000016886,TRIP11,ENSCPBG00000008723,TRIP11,ortholog_one2one,ENSCPRG00005008170,TRIP11,ortholog_one2one,ENSGALG00000010763,TRIP11,ortholog_one2one,ENSG00000100815,TRIP11,ortholog_one2one,ENSMUSG00000021188,Trip11,ortholog_one2one
ENSVKKG00000012556,FGF7,ENSCPBG00000024746,FGF7,ortholog_one2one,ENSCPRG00005014649,FGF7,ortholog_one2one,ENSGALG00000028158,FGF7,ortholog_one2one,ENSG00000140285,FGF7,ortholog_one2one,ENSMUSG00000027208,Fgf7,ortholog_one2one
ENSVKKG00000007135,ZNF592,ENSCPBG00000005959,ZNF592,ortholog_one2one,ENSCPRG00005005233,ZNF592,ortholog_one2one,ENSGALG00000031589,ZNF592,ortholog_one2one,ENSG00000166716,ZNF592,ortholog_one2one,ENSMUSG00000005621,Zfp592,ortholog_one2one
ENSVKKG00000002588,HNRNPR,ENSCPBG00000015533,HNRNPR,ortholog_one2one,ENSCPRG00005017642,HNRNPR,ortholog_one2one,ENSGALG00000000814,HNRNPR,ortholog_one2one,ENSG00000125944,HNRNPR,ortholog_one2one,ENSMUSG00000066037,Hnrnpr,ortholog_one2one
ENSVKKG00000005231,,"{'ENSCPBG00000001639', 'ENSCPBG00000017292', 'ENSCPBG00000009490'}",,ortholog_many2many,,,,,,,"{'ENSG00000232629', 'ENSG00000179344'}","{'HLA-DQB2', 'HLA-DQB1'}",ortholog_many2many,ENSMUSG00000073421,H2-Ab1,ortholog_one2many
ENSVKKG00000004737,MINPP1,ENSCPBG00000026469,MINPP1,ortholog_one2one,ENSCPRG00005009972,MINPP1,ortholog_one2one,ENSGALG00000003695,MINPP1,ortholog_one2one,ENSG00000107789,MINPP1,ortholog_one2one,ENSMUSG00000024896,Minpp1,ortholog_one2one
ENSVKKG00000013272,AP3D1,ENSCPBG00000018531,AP3D1,ortholog_one2one,ENSCPRG00005009166,AP3D1,ortholog_one2one,"{'ENSGALG00000000996', 'ENSGALG00000049811'}",,ortholog_one2many,ENSG00000065000,AP3D1,ortholog_one2one,ENSMUSG00000020198,Ap3d1,ortholog_one2one
ENSVKKG00000013290,MIEN1,ENSCPBG00000004423,MIEN1,ortholog_one2one,ENSCPRG00005002770,,ortholog_one2one,ENSGALG00000026328,MIEN1,ortholog_one2one,ENSG00000141741,MIEN1,ortholog_one2one,ENSMUSG00000002580,Mien1,ortholog_one2one
ENSVKKG00000014583,FAM3D,ENSCPBG00000003743,FAM3D,ortholog_one2one,ENSCPRG00005016509,FAM3D,ortholog_one2one,ENSGALG00000007152,FAM3D,ortholog_one2one,ENSG00000198643,FAM3D,ortholog_one2one,ENSMUSG00000021749,Oit1,ortholog_one2one
ENSVKKG00000010490,SPATA6,ENSCPBG00000009991,SPATA6,ortholog_one2one,ENSCPRG00005018049,SPATA6,ortholog_one2one,ENSGALG00000010502,SPATA6,ortholog_one2one,ENSG00000132122,SPATA6,ortholog_one2one,ENSMUSG00000034401,Spata6,ortholog_one2one
ENSVKKG00000004897,DLK1,ENSCPBG00000020172,DLK1,ortholog_one2one,ENSCPRG00005010603,DLK1,ortholog_one2one,ENSGALG00000011244,DLK1,ortholog_one2one,ENSG00000185559,DLK1,ortholog_one2one,ENSMUSG00000040856,Dlk1,ortholog_one2one
ENSVKKG00000006773,LIPE,ENSCPBG00000008369,LIPE,ortholog_one2one,,,,ENSGALG00000052399,,ortholog_one2one,ENSG00000079435,LIPE,ortholog_one2one,ENSMUSG00000003123,Lipe,ortholog_one2one
