ref_komodo_stable_id,komodo_stable_id,chicken_grcg6a_stable_id,crocodile_stable_id,turtle_painted_stable_id
ENSVKKG00000004351,,ENSGALG00000028520,,
ENSVKKG00000016709,,ENSGALG00000010769,,
ENSVKKG00000017662,,ENSGALG00000014140,,
ENSVKKG00000009831,ENSVKKG00000009831,,,
ENSVKKG00000004536,,ENSGALG00000010636,,
ENSVKKG00000015990,,ENSGALG00000016036,,
ENSVKKG00000014928,,ENSGALG00000047163,,
ENSVKKG00000001947,,ENSGALG00000016708,,
ENSVKKG00000008522,,ENSGALG00000016583,,ENSCPBG00000010617
ENSVKKG00000011277,ENSVKKG00000011277,ENSGALG00000005256,,
ENSVKKG00000017864,,ENSGALG00000037998,,
ENSVKKG00000013658,,ENSGALG00000007527,,
ENSVKKG00000003133,ENSVKKG00000003133,,,
ENSVKKG00000003365,,ENSGALG00000016564,,
ENSVKKG00000010095,,ENSGALG00000021031,,ENSCPBG00000022793
ENSVKKG00000016792,,ENSGALG00000003221,,
ENSVKKG00000000482,,"{'ENSGALG00000033698', 'ENSGALG00000053882', 'ENSGALG00000039440'}",,
ENSVKKG00000018253,,ENSGALG00000010900,,
ENSVKKG00000003168,ENSVKKG00000003168,,,
ENSVKKG00000001900,,"{'ENSGALG00000015352', 'ENSGALG00000050226'}",,
ENSVKKG00000015818,ENSVKKG00000015818,ENSGALG00000010323,,
ENSVKKG00000017276,,ENSGALG00000015244,,
ENSVKKG00000018276,ENSVKKG00000018276,,,
ENSVKKG00000001991,,ENSGALG00000003660,,
ENSVKKG00000007454,,ENSGALG00000037962,,
ENSVKKG00000010345,ENSVKKG00000010345,,,
ENSVKKG00000013853,,ENSGALG00000033772,,
ENSVKKG00000007067,ENSVKKG00000007067,,,
ENSVKKG00000010515,ENSVKKG00000010515,ENSGALG00000012074,,
ENSVKKG00000004564,,ENSGALG00000027902,,
ENSVKKG00000015831,,,,ENSCPBG00000000068
ENSVKKG00000012231,ENSVKKG00000012231,,,
ENSVKKG00000002537,ENSVKKG00000002537,,,
ENSVKKG00000006201,,,,ENSCPBG00000024956
ENSVKKG00000007979,,ENSGALG00000025743,,
ENSVKKG00000018014,,ENSGALG00000030175,,
ENSVKKG00000010252,,"{'ENSGALG00000019147', 'ENSGALG00000016693', 'ENSGALG00000046156'}",,
ENSVKKG00000012648,,ENSGALG00000003550,,
ENSVKKG00000017251,,ENSGALG00000015252,,
ENSVKKG00000007460,ENSVKKG00000007460,,,
ENSVKKG00000008930,,ENSGALG00000052592,,
ENSVKKG00000004419,,"{'ENSGALG00000008416', 'ENSGALG00000049282'}",,
ENSVKKG00000007497,,ENSGALG00000015030,,
ENSVKKG00000015276,,"{'ENSGALG00000045351', 'ENSGALG00000008178'}",,
ENSVKKG00000013481,,ENSGALG00000026284,,
ENSVKKG00000014303,,ENSGALG00000008233,,
ENSVKKG00000012323,,ENSGALG00000032526,,
ENSVKKG00000010526,,,,ENSCPBG00000017133
ENSVKKG00000008753,,"{'ENSGALG00000039329', 'ENSGALG00000035362'}",,
ENSVKKG00000002814,ENSVKKG00000002814,,,
ENSVKKG00000015806,,ENSGALG00000027922,,
ENSVKKG00000009636,,ENSGALG00000011524,,
ENSVKKG00000001517,,ENSGALG00000026385,,
ENSVKKG00000010041,,,,ENSCPBG00000001042
ENSVKKG00000004982,,"{'ENSGALG00000047622', 'ENSGALG00000049516'}",,
ENSVKKG00000000737,,ENSGALG00000041140,,
ENSVKKG00000012133,,ENSGALG00000010957,,
ENSVKKG00000013955,,,,ENSCPBG00000009996
ENSVKKG00000012967,,,,ENSCPBG00000008004
ENSVKKG00000012954,ENSVKKG00000012954,ENSGALG00000030081,,
ENSVKKG00000010743,,ENSGALG00000016476,,
ENSVKKG00000016640,,ENSGALG00000002371,,
ENSVKKG00000014892,,ENSGALG00000008294,,ENSCPBG00000015066
ENSVKKG00000004660,,ENSGALG00000031824,,
ENSVKKG00000010043,,ENSGALG00000008389,,
ENSVKKG00000010247,,ENSGALG00000016687,,ENSCPBG00000007416
ENSVKKG00000004010,,ENSGALG00000035699,,
ENSVKKG00000015903,,ENSGALG00000029968,,
ENSVKKG00000018677,,ENSGALG00000054150,,
ENSVKKG00000014227,,ENSGALG00000021676,,
ENSVKKG00000000969,,ENSGALG00000012759,,
ENSVKKG00000013042,,ENSGALG00000011202,,
ENSVKKG00000004627,,ENSGALG00000035804,,
ENSVKKG00000012973,,ENSGALG00000033207,,
ENSVKKG00000013116,ENSVKKG00000013116,ENSGALG00000005077,,ENSCPBG00000005930
ENSVKKG00000018506,,ENSGALG00000008285,,
ENSVKKG00000018148,ENSVKKG00000018148,ENSGALG00000040833,,
ENSVKKG00000003464,ENSVKKG00000003464,ENSGALG00000016431,,
ENSVKKG00000006605,,ENSGALG00000012237,,
ENSVKKG00000015853,,ENSGALG00000009372,,
ENSVKKG00000011679,,ENSGALG00000029892,,
ENSVKKG00000014636,,ENSGALG00000022702,,
ENSVKKG00000004078,,ENSGALG00000006795,,
ENSVKKG00000016846,ENSVKKG00000016846,ENSGALG00000004111,,
ENSVKKG00000015568,,,,ENSCPBG00000026093
ENSVKKG00000009436,ENSVKKG00000009436,"{'ENSGALG00000053374', 'ENSGALG00000047329', 'ENSGALG00000049628', 'ENSGALG00000052928', 'ENSGALG00000051399', 'ENSGALG00000054387', 'ENSGALG00000052449', 'ENSGALG00000050479', 'ENSGALG00000054370', 'ENSGALG00000048890', 'ENSGALG00000050043', 'ENSGALG00000052227', 'ENSGALG00000051926', 'ENSGALG00000050180', 'ENSGALG00000046889', 'ENSGALG00000050527', 'ENSGALG00000052441', 'ENSGALG00000048185', 'ENSGALG00000052489', 'ENSGALG00000049173', 'ENSGALG00000051675', 'ENSGALG00000053213', 'ENSGALG00000049642', 'ENSGALG00000052304', 'ENSGALG00000052233', 'ENSGALG00000051879', 'ENSGALG00000051576', 'ENSGALG00000050117', 'ENSGALG00000055113', 'ENSGALG00000054122', 'ENSGALG00000051248', 'ENSGALG00000051197', 'ENSGALG00000051865', 'ENSGALG00000048329', 'ENSGALG00000054175', 'ENSGALG00000050031', 'ENSGALG00000050241', 'ENSGALG00000052411', 'ENSGALG00000053306', 'ENSGALG00000050991', 'ENSGALG00000053127', 'ENSGALG00000052974', 'ENSGALG00000051944', 'ENSGALG00000054029', 'ENSGALG00000052397', 'ENSGALG00000049217', 'ENSGALG00000049563', 'ENSGALG00000047469', 'ENSGALG00000051046', 'ENSGALG00000051866', 'ENSGALG00000053218', 'ENSGALG00000049374', 'ENSGALG00000050265', 'ENSGALG00000054413', 'ENSGALG00000052861', 'ENSGALG00000052917', 'ENSGALG00000050351', 'ENSGALG00000049771', 'ENSGALG00000055028', 'ENSGALG00000053757', 'ENSGALG00000050342', 'ENSGALG00000050009'}",,"{'ENSCPBG00000006111', 'ENSCPBG00000004020', 'ENSCPBG00000001586', 'ENSCPBG00000002854', 'ENSCPBG00000004871', 'ENSCPBG00000002282', 'ENSCPBG00000002076', 'ENSCPBG00000000134', 'ENSCPBG00000004521', 'ENSCPBG00000020611', 'ENSCPBG00000019046', 'ENSCPBG00000010167', 'ENSCPBG00000000623', 'ENSCPBG00000024876'}"
ENSVKKG00000004824,,ENSGALG00000024024,,
ENSVKKG00000006756,,,,"{'ENSCPBG00000001975', 'ENSCPBG00000002131', 'ENSCPBG00000016217', 'ENSCPBG00000019461', 'ENSCPBG00000019336', 'ENSCPBG00000002012', 'ENSCPBG00000019475', 'ENSCPBG00000002106', 'ENSCPBG00000004854', 'ENSCPBG00000001989', 'ENSCPBG00000019455', 'ENSCPBG00000019467', 'ENSCPBG00000016219', 'ENSCPBG00000016218', 'ENSCPBG00000002074', 'ENSCPBG00000001932', 'ENSCPBG00000019426', 'ENSCPBG00000002681', 'ENSCPBG00000019324', 'ENSCPBG00000002044', 'ENSCPBG00000001951'}"
ENSVKKG00000010795,,ENSGALG00000006156,,
ENSVKKG00000001730,,ENSGALG00000010116,,
ENSVKKG00000000680,,ENSGALG00000026253,,
ENSVKKG00000002701,,ENSGALG00000031440,,
ENSVKKG00000015507,,ENSGALG00000014692,,
ENSVKKG00000006905,,ENSGALG00000028790,,
ENSVKKG00000001176,,ENSGALG00000031918,,
ENSVKKG00000017609,,ENSGALG00000007260,,ENSCPBG00000015907
ENSVKKG00000011491,,ENSGALG00000029795,,
ENSVKKG00000008886,ENSVKKG00000008886,,,
ENSVKKG00000007670,,ENSGALG00000013400,,
ENSVKKG00000006123,ENSVKKG00000006123,,,
ENSVKKG00000006816,,ENSGALG00000015122,,ENSCPBG00000021084
ENSVKKG00000009871,,ENSGALG00000026380,,
ENSVKKG00000000568,,ENSGALG00000011681,,
ENSVKKG00000006312,ENSVKKG00000006312,,,
ENSVKKG00000008470,ENSVKKG00000008470,,,
ENSVKKG00000010207,,ENSGALG00000045153,,
ENSVKKG00000017586,,"{'ENSGALG00000049622', 'ENSGALG00000052012', 'ENSGALG00000051993'}",,
ENSVKKG00000016043,,ENSGALG00000002108,,
ENSVKKG00000018390,,ENSGALG00000013649,,
ENSVKKG00000015375,,,,ENSCPBG00000014920
ENSVKKG00000018568,,ENSGALG00000050288,,
ENSVKKG00000002656,,"{'ENSGALG00000001325', 'ENSGALG00000001320'}",,
ENSVKKG00000003632,,ENSGALG00000014455,,
ENSVKKG00000003692,,ENSGALG00000031263,,
ENSVKKG00000009006,,ENSGALG00000029354,,
ENSVKKG00000018693,,"{'ENSGALG00000054251', 'ENSGALG00000048625'}",,
ENSVKKG00000016490,ENSVKKG00000016490,"{'ENSGALG00000026098', 'ENSGALG00000011668'}","{'ENSCPRG00005007280', 'ENSCPRG00005007284', 'ENSCPRG00005007275'}",
ENSVKKG00000010681,,ENSGALG00000007248,,
ENSVKKG00000010287,,ENSGALG00000005622,,
ENSVKKG00000006526,,ENSGALG00000012522,,
ENSVKKG00000005386,ENSVKKG00000005386,"{'ENSGALG00000029569', 'ENSGALG00000047837', 'ENSGALG00000051027', 'ENSGALG00000054264', 'ENSGALG00000051536', 'ENSGALG00000050182', 'ENSGALG00000052737', 'ENSGALG00000045021', 'ENSGALG00000044935', 'ENSGALG00000049288'}",,
ENSVKKG00000012316,,ENSGALG00000008703,,
ENSVKKG00000009768,,,,ENSCPBG00000019718
ENSVKKG00000007308,,ENSGALG00000012550,,
ENSVKKG00000018419,,,,ENSCPBG00000008662
ENSVKKG00000011771,,ENSGALG00000026276,,
ENSVKKG00000016558,,ENSGALG00000010331,,
ENSVKKG00000006256,,ENSGALG00000009594,,
ENSVKKG00000001221,,ENSGALG00000028236,,
ENSVKKG00000010869,,ENSGALG00000021869,,
ENSVKKG00000007127,,ENSGALG00000000560,,
ENSVKKG00000008549,,ENSGALG00000047977,,
ENSVKKG00000004428,,ENSGALG00000008429,,
ENSVKKG00000015467,ENSVKKG00000015467,,,
ENSVKKG00000005374,ENSVKKG00000005374,ENSGALG00000045581,,ENSCPBG00000005548
ENSVKKG00000011578,ENSVKKG00000011578,,,
ENSVKKG00000007515,,,,ENSCPBG00000019696
ENSVKKG00000003556,,ENSGALG00000007701,,
ENSVKKG00000002780,,,,"{'ENSCPBG00000004810', 'ENSCPBG00000012509', 'ENSCPBG00000012512'}"
ENSVKKG00000011471,ENSVKKG00000011471,,,
ENSVKKG00000001431,,,,ENSCPBG00000022203
ENSVKKG00000014133,,,,ENSCPBG00000013800
ENSVKKG00000006010,,,,ENSCPBG00000015723
ENSVKKG00000018337,,ENSGALG00000009628,,
ENSVKKG00000005270,,ENSGALG00000033781,,
ENSVKKG00000003615,,ENSGALG00000014525,,
ENSVKKG00000001569,,ENSGALG00000006062,,
ENSVKKG00000014777,ENSVKKG00000014777,,,
ENSVKKG00000001619,,,,ENSCPBG00000007534
ENSVKKG00000008748,,ENSGALG00000032440,,
ENSVKKG00000015998,,,ENSCPRG00005015274,
ENSVKKG00000000618,,ENSGALG00000036749,,
ENSVKKG00000007938,ENSVKKG00000007938,,,
ENSVKKG00000010229,,ENSGALG00000005481,,
ENSVKKG00000000948,,,,ENSCPBG00000013864
ENSVKKG00000012585,,"{'ENSGALG00000041008', 'ENSGALG00000049794'}",,
ENSVKKG00000011703,,ENSGALG00000038848,,
ENSVKKG00000008618,,ENSGALG00000012620,,
ENSVKKG00000005399,,ENSGALG00000002484,,
ENSVKKG00000010121,,,,ENSCPBG00000004186
ENSVKKG00000018176,,ENSGALG00000023195,,
ENSVKKG00000008441,ENSVKKG00000008441,ENSGALG00000010697,,
ENSVKKG00000009875,ENSVKKG00000009875,,,
ENSVKKG00000008959,,ENSGALG00000004017,,
ENSVKKG00000000274,ENSVKKG00000000274,ENSGALG00000005597,,
ENSVKKG00000007705,ENSVKKG00000007705,,,
ENSVKKG00000017616,,ENSGALG00000013830,,
ENSVKKG00000009229,,ENSGALG00000010084,,
ENSVKKG00000002739,,ENSGALG00000045684,,
ENSVKKG00000012833,,ENSGALG00000015200,,
ENSVKKG00000008511,,ENSGALG00000004956,,
ENSVKKG00000013225,,ENSGALG00000054667,,
ENSVKKG00000014401,,ENSGALG00000006160,,
ENSVKKG00000001070,,ENSGALG00000046826,,
ENSVKKG00000007902,,ENSGALG00000006531,,
ENSVKKG00000007144,,ENSGALG00000003228,,
ENSVKKG00000009322,,ENSGALG00000006642,,
ENSVKKG00000006778,,ENSGALG00000004557,,
ENSVKKG00000003321,,ENSGALG00000002469,,
ENSVKKG00000006822,,ENSGALG00000026039,,
ENSVKKG00000016800,,ENSGALG00000011970,,
ENSVKKG00000000203,,ENSGALG00000011618,,ENSCPBG00000020185
ENSVKKG00000002052,ENSVKKG00000002052,"{'ENSGALG00000054104', 'ENSGALG00000053207', 'ENSGALG00000044725', 'ENSGALG00000054368', 'ENSGALG00000046996', 'ENSGALG00000052209', 'ENSGALG00000047630', 'ENSGALG00000050924', 'ENSGALG00000053752', 'ENSGALG00000054396', 'ENSGALG00000005759', 'ENSGALG00000048874'}",ENSCPRG00005015100,ENSCPBG00000005909
ENSVKKG00000008448,,ENSGALG00000038817,,
ENSVKKG00000013843,,ENSGALG00000033178,,
ENSVKKG00000011426,,"{'ENSGALG00000054870', 'ENSGALG00000033862', 'ENSGALG00000047904'}",,
ENSVKKG00000000105,,,,ENSCPBG00000021120
ENSVKKG00000012132,,ENSGALG00000010953,,
ENSVKKG00000013412,ENSVKKG00000013412,,,
ENSVKKG00000010216,,ENSGALG00000034456,,
ENSVKKG00000005782,,,,ENSCPBG00000025781
ENSVKKG00000003384,,ENSGALG00000002549,ENSCPRG00005000959,
ENSVKKG00000006710,,ENSGALG00000040528,,
ENSVKKG00000007922,,ENSGALG00000003400,,
ENSVKKG00000002560,,ENSGALG00000014659,,
ENSVKKG00000015994,,ENSGALG00000016027,,
ENSVKKG00000011820,,ENSGALG00000006074,,
ENSVKKG00000009191,,ENSGALG00000013642,,
ENSVKKG00000005007,,ENSGALG00000045085,ENSCPRG00005017770,
ENSVKKG00000018713,,ENSGALG00000016278,,
ENSVKKG00000008267,,ENSGALG00000041255,,
ENSVKKG00000002255,ENSVKKG00000002255,ENSGALG00000037521,,
ENSVKKG00000002402,,ENSGALG00000047166,,
ENSVKKG00000004846,ENSVKKG00000004846,,,
ENSVKKG00000008736,,ENSGALG00000050931,,
ENSVKKG00000003473,,ENSGALG00000005638,,
ENSVKKG00000002548,ENSVKKG00000002548,ENSGALG00000014662,,
ENSVKKG00000008118,,ENSGALG00000000693,,
ENSVKKG00000007689,,ENSGALG00000013084,,
ENSVKKG00000003937,,,,ENSCPBG00000027678
ENSVKKG00000009064,,ENSGALG00000013780,,
ENSVKKG00000008060,,"{'ENSGALG00000049774', 'ENSGALG00000045611'}",,
ENSVKKG00000006031,,,,ENSCPBG00000016483
ENSVKKG00000003836,,ENSGALG00000039554,,
ENSVKKG00000014596,,ENSGALG00000005846,,
ENSVKKG00000000333,ENSVKKG00000000333,ENSGALG00000008304,,
ENSVKKG00000013329,ENSVKKG00000013329,ENSGALG00000030907,,
ENSVKKG00000018159,,ENSGALG00000009525,,
ENSVKKG00000014456,,ENSGALG00000007831,,
ENSVKKG00000008106,,ENSGALG00000010230,,
ENSVKKG00000014557,,ENSGALG00000016164,,ENSCPBG00000012934
ENSVKKG00000012088,,,ENSCPRG00005011300,
ENSVKKG00000001178,,,,ENSCPBG00000007738
ENSVKKG00000009081,,ENSGALG00000007438,,
ENSVKKG00000016071,,ENSGALG00000050965,,
ENSVKKG00000001420,,ENSGALG00000010044,,
ENSVKKG00000012947,ENSVKKG00000012947,ENSGALG00000026163,ENSCPRG00005001171,
ENSVKKG00000007274,,ENSGALG00000052653,,
ENSVKKG00000007360,,ENSGALG00000011395,,
ENSVKKG00000010220,,ENSGALG00000005450,,
ENSVKKG00000007554,,ENSGALG00000009856,,
ENSVKKG00000009810,ENSVKKG00000009810,,,
ENSVKKG00000001258,,ENSGALG00000043797,,
ENSVKKG00000004974,,,,ENSCPBG00000018775
ENSVKKG00000000777,,ENSGALG00000034346,,
ENSVKKG00000017948,,ENSGALG00000050332,,ENSCPBG00000020584
ENSVKKG00000017967,,ENSGALG00000053778,,
ENSVKKG00000009930,,ENSGALG00000034806,,
ENSVKKG00000010835,,ENSGALG00000009168,,
ENSVKKG00000007081,,ENSGALG00000006188,,
ENSVKKG00000000411,,"{'ENSGALG00000012317', 'ENSGALG00000050975'}",,
ENSVKKG00000007621,,,,ENSCPBG00000000936
ENSVKKG00000003601,ENSVKKG00000003601,,,
ENSVKKG00000015894,,ENSGALG00000016259,,
ENSVKKG00000010388,,ENSGALG00000015013,,
ENSVKKG00000008663,ENSVKKG00000008663,"{'ENSGALG00000002012', 'ENSGALG00000029540'}",,ENSCPBG00000007516
ENSVKKG00000008998,,ENSGALG00000002478,,
ENSVKKG00000010965,,ENSGALG00000031606,,
ENSVKKG00000009247,,ENSGALG00000005128,,
ENSVKKG00000003583,,ENSGALG00000033062,,
ENSVKKG00000008828,ENSVKKG00000008828,,,
ENSVKKG00000013150,ENSVKKG00000013150,ENSGALG00000029621,,
ENSVKKG00000005406,,ENSGALG00000002428,,
ENSVKKG00000002009,,ENSGALG00000009264,,
ENSVKKG00000002995,,ENSGALG00000014603,,
ENSVKKG00000003524,,ENSGALG00000016105,,
ENSVKKG00000013101,,ENSGALG00000011153,,
ENSVKKG00000002567,ENSVKKG00000002567,,,
ENSVKKG00000018406,,ENSGALG00000051398,,
ENSVKKG00000016112,,ENSGALG00000017308,,
ENSVKKG00000012415,,ENSGALG00000011967,,
ENSVKKG00000004962,,ENSGALG00000026279,,
ENSVKKG00000004299,ENSVKKG00000004299,,,
ENSVKKG00000017402,,ENSGALG00000011013,,
ENSVKKG00000003091,,ENSGALG00000009985,,
ENSVKKG00000001003,ENSVKKG00000001003,ENSGALG00000032413,,
ENSVKKG00000001604,ENSVKKG00000001604,ENSGALG00000003144,,
ENSVKKG00000005968,,ENSGALG00000023472,,
ENSVKKG00000001107,ENSVKKG00000001107,,,
ENSVKKG00000013846,,ENSGALG00000007065,,
ENSVKKG00000008147,,ENSGALG00000026298,,
ENSVKKG00000000826,,ENSGALG00000011910,,
ENSVKKG00000001426,,ENSGALG00000016610,,
ENSVKKG00000017683,,ENSGALG00000014213,,
ENSVKKG00000013406,,ENSGALG00000030932,,
ENSVKKG00000004756,ENSVKKG00000004756,ENSGALG00000003652,,
ENSVKKG00000006094,,ENSGALG00000044612,,
ENSVKKG00000010766,,ENSGALG00000005173,,
ENSVKKG00000010507,,,,ENSCPBG00000001015
ENSVKKG00000003772,,ENSGALG00000049427,,
ENSVKKG00000004547,,ENSGALG00000011228,,
ENSVKKG00000007642,,ENSGALG00000033834,,
ENSVKKG00000008836,,ENSGALG00000000791,,
ENSVKKG00000003923,,ENSGALG00000005739,,
ENSVKKG00000015166,,,,ENSCPBG00000025901
ENSVKKG00000000755,,ENSGALG00000035845,,ENSCPBG00000007044
ENSVKKG00000007932,,ENSGALG00000013431,,
ENSVKKG00000012371,,,,ENSCPBG00000026917
ENSVKKG00000016124,,,,ENSCPBG00000008902
ENSVKKG00000007557,,ENSGALG00000009842,,
ENSVKKG00000016248,,ENSGALG00000003935,,
ENSVKKG00000018733,,"{'ENSGALG00000049067', 'ENSGALG00000015944', 'ENSGALG00000052970'}",,
ENSVKKG00000001562,,ENSGALG00000050047,,
ENSVKKG00000013467,ENSVKKG00000013467,ENSGALG00000000378,,
ENSVKKG00000015047,,ENSGALG00000039822,,
ENSVKKG00000013262,,"{'ENSGALG00000037170', 'ENSGALG00000030397'}",,"{'ENSCPBG00000016373', 'ENSCPBG00000023655', 'ENSCPBG00000001883'}"
ENSVKKG00000012993,,ENSGALG00000016937,,
ENSVKKG00000009541,,ENSGALG00000003265,,
ENSVKKG00000014738,,,,ENSCPBG00000026072
ENSVKKG00000004911,,ENSGALG00000014841,,
ENSVKKG00000000454,,,,ENSCPBG00000010980
ENSVKKG00000011801,,ENSGALG00000038913,,
ENSVKKG00000012421,,ENSGALG00000037740,,
ENSVKKG00000017895,,ENSGALG00000016551,,
ENSVKKG00000014648,,ENSGALG00000007118,,
ENSVKKG00000014476,,ENSGALG00000019768,,
ENSVKKG00000012223,,ENSGALG00000020438,,
ENSVKKG00000003706,,ENSGALG00000034960,,
ENSVKKG00000000142,,ENSGALG00000030781,,
ENSVKKG00000005423,,ENSGALG00000012731,,
ENSVKKG00000012471,,ENSGALG00000003921,,
ENSVKKG00000000621,,ENSGALG00000035031,,
ENSVKKG00000008893,,ENSGALG00000007141,,
ENSVKKG00000018526,,ENSGALG00000008175,,
ENSVKKG00000008633,,ENSGALG00000007112,,
ENSVKKG00000004578,,ENSGALG00000006647,,
ENSVKKG00000002016,,ENSGALG00000034982,,
ENSVKKG00000016656,,"{'ENSGALG00000053046', 'ENSGALG00000053408', 'ENSGALG00000040995', 'ENSGALG00000050717'}",,
ENSVKKG00000017974,,ENSGALG00000008701,,
ENSVKKG00000001041,,ENSGALG00000010177,,
ENSVKKG00000002939,ENSVKKG00000002939,,,
ENSVKKG00000009280,,"{'ENSGALG00000049372', 'ENSGALG00000027397'}",,
ENSVKKG00000012754,ENSVKKG00000012754,,,
ENSVKKG00000000381,,ENSGALG00000004234,,
ENSVKKG00000005001,,ENSGALG00000006352,ENSCPRG00005017776,ENSCPBG00000026502
ENSVKKG00000010221,,ENSGALG00000008163,,
ENSVKKG00000017520,,ENSGALG00000029596,,
ENSVKKG00000001726,,ENSGALG00000012379,,
ENSVKKG00000016180,,ENSGALG00000047403,,
ENSVKKG00000005900,,ENSGALG00000010748,,
ENSVKKG00000017162,,"{'ENSGALG00000054835', 'ENSGALG00000036044', 'ENSGALG00000055048'}",,
ENSVKKG00000017165,,ENSGALG00000007167,,
ENSVKKG00000009045,,ENSGALG00000017025,,
ENSVKKG00000009095,,,,ENSCPBG00000004313
ENSVKKG00000001483,,ENSGALG00000013205,,
ENSVKKG00000006111,,ENSGALG00000008341,,
ENSVKKG00000002804,,ENSGALG00000004777,,
ENSVKKG00000002158,,ENSGALG00000027334,,
ENSVKKG00000007762,,ENSGALG00000039497,,
ENSVKKG00000000340,,ENSGALG00000003433,,
ENSVKKG00000000506,,,,ENSCPBG00000008889
ENSVKKG00000016407,ENSVKKG00000016407,ENSGALG00000039269,,
ENSVKKG00000012156,,ENSGALG00000012584,,
ENSVKKG00000018222,,ENSGALG00000027641,,
ENSVKKG00000003147,,ENSGALG00000045511,,
ENSVKKG00000013751,,ENSGALG00000036327,,
ENSVKKG00000002862,,ENSGALG00000005207,,
ENSVKKG00000012473,,ENSGALG00000033816,,
ENSVKKG00000012763,,ENSGALG00000049204,,
ENSVKKG00000003325,,,,ENSCPBG00000010582
ENSVKKG00000007846,,ENSGALG00000000657,,
ENSVKKG00000006412,,ENSGALG00000036897,,
ENSVKKG00000010817,,,,ENSCPBG00000028235
ENSVKKG00000007806,,ENSGALG00000017291,,
ENSVKKG00000000100,,ENSGALG00000034124,,
ENSVKKG00000006720,ENSVKKG00000006720,,,
ENSVKKG00000001737,,ENSGALG00000028354,,
ENSVKKG00000009798,,ENSGALG00000041294,,
ENSVKKG00000003256,,ENSGALG00000047461,,
ENSVKKG00000010289,,ENSGALG00000000978,,
ENSVKKG00000005369,,ENSGALG00000050440,,
ENSVKKG00000012435,,ENSGALG00000001816,,
ENSVKKG00000010462,,ENSGALG00000011109,,
ENSVKKG00000007679,,ENSGALG00000027483,,
ENSVKKG00000018710,,ENSGALG00000016282,,
ENSVKKG00000014039,,ENSGALG00000003663,,
ENSVKKG00000008606,,,,ENSCPBG00000019828
ENSVKKG00000012554,,ENSGALG00000010192,,
ENSVKKG00000005318,,ENSGALG00000001942,,
ENSVKKG00000006374,,ENSGALG00000016622,,
ENSVKKG00000008645,,ENSGALG00000048011,,
ENSVKKG00000018558,,ENSGALG00000008009,,
ENSVKKG00000002752,,ENSGALG00000033513,,
ENSVKKG00000013806,ENSVKKG00000013806,,,
ENSVKKG00000006632,,ENSGALG00000013624,,
ENSVKKG00000018540,,ENSGALG00000008548,,
ENSVKKG00000010426,ENSVKKG00000010426,,,
ENSVKKG00000000869,,,,ENSCPBG00000022371
ENSVKKG00000014400,,ENSGALG00000039124,,
ENSVKKG00000012519,,ENSGALG00000015402,,
ENSVKKG00000018380,,ENSGALG00000011529,,
ENSVKKG00000000671,,ENSGALG00000051412,,
ENSVKKG00000017635,,ENSGALG00000013745,,
ENSVKKG00000012504,ENSVKKG00000012504,ENSGALG00000027864,ENSCPRG00005003675,
ENSVKKG00000005220,ENSVKKG00000005220,ENSGALG00000014784,,ENSCPBG00000026870
ENSVKKG00000010072,,,,ENSCPBG00000000530
ENSVKKG00000001913,,,,ENSCPBG00000013291
ENSVKKG00000000804,,ENSGALG00000011870,,
ENSVKKG00000015521,,ENSGALG00000003820,,
ENSVKKG00000000276,,ENSGALG00000011696,,
ENSVKKG00000014540,,ENSGALG00000053647,,
ENSVKKG00000001156,,ENSGALG00000015331,,
ENSVKKG00000008660,,ENSGALG00000012608,,
ENSVKKG00000001553,,ENSGALG00000003078,,
ENSVKKG00000001118,ENSVKKG00000001118,,,
ENSVKKG00000015637,ENSVKKG00000015637,,,
ENSVKKG00000010812,,ENSGALG00000010932,,
ENSVKKG00000010939,ENSVKKG00000010939,ENSGALG00000040926,,
ENSVKKG00000003088,,ENSGALG00000042478,,
ENSVKKG00000009328,ENSVKKG00000009328,ENSGALG00000025886,,ENSCPBG00000022415
ENSVKKG00000016859,,ENSGALG00000026518,,
ENSVKKG00000000192,,ENSGALG00000003365,,
ENSVKKG00000010161,,ENSGALG00000015623,,
ENSVKKG00000009297,,"{'ENSGALG00000032796', 'ENSGALG00000051751', 'ENSGALG00000054992'}",,
ENSVKKG00000004707,,ENSGALG00000005725,,
ENSVKKG00000003265,,,,ENSCPBG00000016095
ENSVKKG00000002693,,ENSGALG00000040875,,
ENSVKKG00000007102,,ENSGALG00000006829,,
ENSVKKG00000011844,,ENSGALG00000048876,,
ENSVKKG00000013803,,ENSGALG00000045168,,
ENSVKKG00000003341,,ENSGALG00000017363,,
ENSVKKG00000006570,,ENSGALG00000036925,,
ENSVKKG00000003891,,ENSGALG00000008771,,
ENSVKKG00000007626,,ENSGALG00000004796,,
ENSVKKG00000000020,,ENSGALG00000015314,,
ENSVKKG00000007501,,ENSGALG00000013165,,
ENSVKKG00000017244,,ENSGALG00000015258,,ENSCPBG00000003879
ENSVKKG00000005858,,"{'ENSGALG00000034701', 'ENSGALG00000041909'}",,
ENSVKKG00000006293,,ENSGALG00000007354,,
ENSVKKG00000009965,ENSVKKG00000009965,ENSGALG00000044155,,
ENSVKKG00000008277,,,,ENSCPBG00000025575
ENSVKKG00000012930,,ENSGALG00000010983,,
ENSVKKG00000009514,ENSVKKG00000009514,,,
ENSVKKG00000003421,ENSVKKG00000003421,ENSGALG00000011153,,
