source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
REAC,Nonsense-Mediated Decay (NMD),REAC:R-HSA-927802,FALSE,1.26E-11,10.89954558,116,786,36,10790,"ENSG00000221914,ENSG00000114503,ENSG00000147604,ENSG00000149273,ENSG00000166441,ENSG00000177954,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182899,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000280969"
REAC,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),REAC:R-HSA-975957,FALSE,1.26E-11,10.89954558,116,786,36,10790,"ENSG00000221914,ENSG00000114503,ENSG00000147604,ENSG00000149273,ENSG00000166441,ENSG00000177954,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182899,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000280969"
REAC,Pre-NOTCH Transcription and Translation,REAC:R-HSA-1912408,FALSE,1.36E-11,10.86771942,93,786,32,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Oxidative Stress Induced Senescence,REAC:R-HSA-2559580,FALSE,1.65E-11,10.78251591,123,786,37,10790,"ENSG00000141503,ENSG00000154310,ENSG00000163041,ENSG00000171855,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000108984,ENSG00000136810,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,NoRC negatively regulates rRNA expression,REAC:R-HSA-427413,FALSE,2.25E-11,10.64809026,106,786,34,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000088305,ENSG00000111358,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Influenza Viral RNA Transcription and Replication,REAC:R-HSA-168273,FALSE,4.62E-11,10.33527103,133,786,38,10790,"ENSG00000124789,ENSG00000126883,ENSG00000196313,ENSG00000272391,ENSG00000147604,ENSG00000149273,ENSG00000166441,ENSG00000177954,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182899,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000280969"
REAC,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,REAC:R-HSA-8936459,FALSE,5.24E-11,10.28102013,97,786,32,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Negative epigenetic regulation of rRNA expression,REAC:R-HSA-5250941,FALSE,5.66E-11,10.24724998,109,786,34,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000088305,ENSG00000111358,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,HATs acetylate histones,REAC:R-HSA-3214847,FALSE,6.93E-11,10.15948915,141,786,39,10790,"ENSG00000075624,ENSG00000120071,ENSG00000183598,ENSG00000184260,ENSG00000184270,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000270882,ENSG00000274618,ENSG00000274997,ENSG00000275126,ENSG00000275221,ENSG00000276180,ENSG00000276368,ENSG00000276903,ENSG00000276966,ENSG00000277157,ENSG00000278677,ENSG00000278705,ENSG00000147162,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Amyloid fiber formation,REAC:R-HSA-977225,FALSE,7.63E-11,10.11726403,110,786,34,10790,"ENSG00000144035,ENSG00000090382,ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000172179,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Gene Silencing by RNA,REAC:R-HSA-211000,FALSE,7.80E-11,10.10804003,135,786,38,10790,"ENSG00000124789,ENSG00000126883,ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000186666,ENSG00000196313,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000272391,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000139546,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,FALSE,8.90E-11,10.05044082,792,786,115,10790,"ENSG00000243708,ENSG00000075886,ENSG00000123416,ENSG00000152086,ENSG00000167552,ENSG00000167553,ENSG00000198033,ENSG00000160691,ENSG00000080546,ENSG00000130766,ENSG00000163631,ENSG00000141503,ENSG00000154310,ENSG00000109332,ENSG00000112715,ENSG00000124789,ENSG00000126883,ENSG00000131508,ENSG00000137267,ENSG00000137285,ENSG00000163041,ENSG00000168148,ENSG00000171855,ENSG00000183598,ENSG00000184260,ENSG00000196313,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000272391,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000081189,ENSG00000101162,ENSG00000108984,ENSG00000109971,ENSG00000116809,ENSG00000135766,ENSG00000135940,ENSG00000136810,ENSG00000140403,ENSG00000147604,ENSG00000149273,ENSG00000156508,ENSG00000166441,ENSG00000166484,ENSG00000177954,ENSG00000188486,ENSG00000188536,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000206172,ENSG00000222028,ENSG00000243910,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000087250,ENSG00000089009,ENSG00000102891,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000125144,ENSG00000125148,ENSG00000127184,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000158406,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000169688,ENSG00000169715,ENSG00000182899,ENSG00000187193,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197728,ENSG00000197837,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000198417,ENSG00000205362,ENSG00000231500,ENSG00000265681,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000280969,ENSG00000286522,ENSG00000287080"
REAC,Positive epigenetic regulation of rRNA expression,REAC:R-HSA-5250913,FALSE,1.03E-10,9.987521334,105,786,33,10790,"ENSG00000075624,ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,L13a-mediated translational silencing of Ceruloplasmin expression,REAC:R-HSA-156827,FALSE,1.37E-10,9.862495349,112,786,34,10790,"ENSG00000147604,ENSG00000149273,ENSG00000166441,ENSG00000177954,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182899,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000280969"
REAC,GTP hydrolysis and joining of the 60S ribosomal subunit,REAC:R-HSA-72706,FALSE,1.83E-10,9.737637814,113,786,34,10790,"ENSG00000147604,ENSG00000149273,ENSG00000166441,ENSG00000177954,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182899,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000280969"
REAC,Infectious disease,REAC:R-HSA-5663205,FALSE,2.60E-10,9.585624382,1059,786,140,10790,"ENSG00000211660,ENSG00000211666,ENSG00000211668,ENSG00000278196,ENSG00000075886,ENSG00000123416,ENSG00000142511,ENSG00000152086,ENSG00000167552,ENSG00000167553,ENSG00000171860,ENSG00000198033,ENSG00000178015,ENSG00000211937,ENSG00000274576,ENSG00000198668,ENSG00000211658,ENSG00000211659,ENSG00000211663,ENSG00000211673,ENSG00000075624,ENSG00000125730,ENSG00000137817,ENSG00000138617,ENSG00000151883,ENSG00000154165,ENSG00000170128,ENSG00000173193,ENSG00000184009,ENSG00000211956,ENSG00000211959,ENSG00000224373,ENSG00000088832,ENSG00000124789,ENSG00000126883,ENSG00000127920,ENSG00000127928,ENSG00000134308,ENSG00000137267,ENSG00000137285,ENSG00000164924,ENSG00000165471,ENSG00000166913,ENSG00000167083,ENSG00000167261,ENSG00000171855,ENSG00000183598,ENSG00000184260,ENSG00000184270,ENSG00000196313,ENSG00000196747,ENSG00000196787,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000242616,ENSG00000270882,ENSG00000272391,ENSG00000274618,ENSG00000274997,ENSG00000275126,ENSG00000275221,ENSG00000276180,ENSG00000276368,ENSG00000276903,ENSG00000276966,ENSG00000277157,ENSG00000278677,ENSG00000278705,ENSG00000010671,ENSG00000101162,ENSG00000103490,ENSG00000105397,ENSG00000110395,ENSG00000111358,ENSG00000114503,ENSG00000120088,ENSG00000125414,ENSG00000135569,ENSG00000136810,ENSG00000146378,ENSG00000147604,ENSG00000149273,ENSG00000160791,ENSG00000166441,ENSG00000175334,ENSG00000177954,ENSG00000196262,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000211899,ENSG00000222028,ENSG00000243910,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000143977,ENSG00000146399,ENSG00000148303,ENSG00000156482,ENSG00000158406,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182004,ENSG00000182899,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197728,ENSG00000197837,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000280969,ENSG00000286522,ENSG00000287080"
REAC,RNA Polymerase I Promoter Clearance,REAC:R-HSA-73854,FALSE,4.48E-10,9.348477628,110,786,33,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000111358,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Meiosis,REAC:R-HSA-1500620,FALSE,5.57E-10,9.254235349,117,786,34,10790,"ENSG00000163041,ENSG00000168148,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000188486,ENSG00000139351,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Selenoamino acid metabolism,REAC:R-HSA-2408522,FALSE,5.57E-10,9.254235349,117,786,34,10790,"ENSG00000147604,ENSG00000149273,ENSG00000166441,ENSG00000177954,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182899,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000280969"
REAC,RNA Polymerase I Transcription,REAC:R-HSA-73864,FALSE,5.95E-10,9.225843156,111,786,33,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000111358,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Senescence-Associated Secretory Phenotype (SASP),REAC:R-HSA-2559582,FALSE,7.86E-10,9.10484615,112,786,33,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000166484,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,RHO GTPase Effectors,REAC:R-HSA-195258,FALSE,8.79E-10,9.055982905,319,786,61,10790,"ENSG00000075886,ENSG00000123416,ENSG00000152086,ENSG00000167552,ENSG00000167553,ENSG00000198033,ENSG00000198668,ENSG00000070087,ENSG00000075624,ENSG00000108518,ENSG00000184009,ENSG00000115163,ENSG00000134308,ENSG00000137267,ENSG00000137285,ENSG00000142515,ENSG00000163041,ENSG00000164924,ENSG00000166913,ENSG00000167641,ENSG00000167751,ENSG00000183598,ENSG00000184260,ENSG00000186298,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000010671,ENSG00000101162,ENSG00000156970,ENSG00000174996,ENSG00000175279,ENSG00000177954,ENSG00000188486,ENSG00000196405,ENSG00000243910,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Eukaryotic Translation Initiation,REAC:R-HSA-72613,FALSE,1.24E-09,8.907606235,120,786,34,10790,"ENSG00000147604,ENSG00000149273,ENSG00000166441,ENSG00000177954,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182899,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000280969"
REAC,Cap-dependent Translation Initiation,REAC:R-HSA-72737,FALSE,1.24E-09,8.907606235,120,786,34,10790,"ENSG00000147604,ENSG00000149273,ENSG00000166441,ENSG00000177954,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182899,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000280969"
REAC,Pre-NOTCH Expression and Processing,REAC:R-HSA-1912422,FALSE,1.92E-09,8.717328574,109,786,32,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000188486,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Influenza Infection,REAC:R-HSA-168255,FALSE,4.34E-09,8.362448257,152,786,38,10790,"ENSG00000124789,ENSG00000126883,ENSG00000196313,ENSG00000272391,ENSG00000147604,ENSG00000149273,ENSG00000166441,ENSG00000177954,ENSG00000197756,ENSG00000198755,ENSG00000198918,ENSG00000008988,ENSG00000063177,ENSG00000071082,ENSG00000089009,ENSG00000105372,ENSG00000116251,ENSG00000122026,ENSG00000122406,ENSG00000129824,ENSG00000130255,ENSG00000134419,ENSG00000137154,ENSG00000138326,ENSG00000140988,ENSG00000148303,ENSG00000156482,ENSG00000162244,ENSG00000163682,ENSG00000168028,ENSG00000182899,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198242,ENSG00000231500,ENSG00000265681,ENSG00000280969"
REAC,Activation of anterior HOX genes in hindbrain development during early embryogenesis,REAC:R-HSA-5617472,FALSE,6.43E-09,8.191844321,120,786,33,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000188486,ENSG00000197576,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Activation of HOX genes during differentiation,REAC:R-HSA-5619507,FALSE,6.43E-09,8.191844321,120,786,33,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000188486,ENSG00000197576,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,Cell surface interactions at the vascular wall,REAC:R-HSA-202733,FALSE,6.58E-09,8.181561712,190,786,43,10790,"ENSG00000211660,ENSG00000211666,ENSG00000211668,ENSG00000278196,ENSG00000160691,ENSG00000211937,ENSG00000274576,ENSG00000211658,ENSG00000211659,ENSG00000211663,ENSG00000211673,ENSG00000079385,ENSG00000086548,ENSG00000089012,ENSG00000105388,ENSG00000124467,ENSG00000124469,ENSG00000170848,ENSG00000170956,ENSG00000183668,ENSG00000198053,ENSG00000204941,ENSG00000211956,ENSG00000211959,ENSG00000221826,ENSG00000221878,ENSG00000224373,ENSG00000231924,ENSG00000242221,ENSG00000243130,ENSG00000243137,ENSG00000007908,ENSG00000121879,ENSG00000140678,ENSG00000105695,ENSG00000162897,ENSG00000196262,ENSG00000211899,ENSG00000066294,ENSG00000116824,ENSG00000117091,ENSG00000122223,ENSG00000261371"
REAC,Reproduction,REAC:R-HSA-1474165,FALSE,1.25E-08,7.904133364,143,786,36,10790,"ENSG00000163041,ENSG00000168148,ENSG00000183598,ENSG00000184260,ENSG00000188372,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000174898,ENSG00000188486,ENSG00000139351,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
REAC,RUNX1 regulates transcription of genes involved in differentiation of HSCs,REAC:R-HSA-8939236,FALSE,1.44E-08,7.840329358,130,786,34,10790,"ENSG00000163041,ENSG00000183598,ENSG00000184260,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000246705,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276368,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000118513,ENSG00000188486,ENSG00000222028,ENSG00000158406,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
