ref_komodo_stable_id,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_pic_4_logFC,chicken_grcg6a_pic_4_QValue,chicken_grcg6a_pic_8_logFC,chicken_grcg6a_pic_8_QValue,crocodile_stable_id,crocodile_name,crocodile_pic_4_logFC,crocodile_pic_4_QValue,turtle_painted_stable_id,turtle_painted_name,turtle_painted_pic_4_logFC,turtle_painted_pic_4_QValue,turtle_painted_pic_8_logFC,turtle_painted_pic_8_QValue,komodo_stable_id,komodo_name,komodo_pic_4_logFC,komodo_pic_4_QValue
ENSVKKG00000017597,ENSGALG00000013785,GNAL,0.933655175,0.026832354,1.531633625,6.07E-05,,,,,,,,,,,ENSVKKG00000017597,GNAL,3.281231511,0.515243213
ENSVKKG00000017258,ENSGALG00000005095,SLC25A25,0.784221525,0.027344736,,,,,,,,,,,,,ENSVKKG00000017258,SLC25A25,0.725879282,0.480607827
ENSVKKG00000007579,ENSGALG00000014936,ESCO1,0.860093085,0.027628689,0.856044548,0.011140665,,,,,,,,,,,,,,
ENSVKKG00000017244,ENSGALG00000015258,DCBLD2,1.149362695,0.027647743,1.117270206,0.017964139,,,,,,,,,,,,,,
ENSVKKG00000000152,ENSGALG00000011620,AKT1,0.829680843,0.027821409,,,,,,,,,,,,,,,,
ENSVKKG00000011761,ENSGALG00000010166,VLDLR,0.752961897,0.027821409,,,,,,,,,,,,,,,,
ENSVKKG00000006187,ENSGALG00000012361,NIN,1.091908445,0.028047938,,,,,,,,,,,,,,,,
ENSVKKG00000017407,ENSGALG00000037506,SIPA1L2,1.124294914,0.028203182,,,,,,,,,,,,,,,,
ENSVKKG00000002339,ENSGALG00000014711,PLPP1,1.046452063,0.028664177,1.023437095,0.020857951,,,,,,,,,,,,,,
ENSVKKG00000007554,ENSGALG00000009856,GNS,1.015997946,0.028710699,0.821925529,0.049081021,,,,,,,,,,,,,,
ENSVKKG00000006054,ENSGALG00000001078,,5.853143242,0.028756147,6.578448675,0.000733569,,,,,,,,,,,,,,
ENSVKKG00000006040,ENSGALG00000036621,ZCCHC4,0.828937679,0.028843935,0.66412547,0.059746798,,,,,,,,,,,,,,
ENSVKKG00000002302,ENSGALG00000001244,,3.034710486,0.028996192,3.913431179,0.000936027,,,,,,,,,,,,,,
ENSVKKG00000002285,ENSGALG00000033597,,4.452420386,0.02902673,4.563322834,0.006982008,,,,,,,,,,,,,,
ENSVKKG00000007630,ENSGALG00000041708,WNT4,3.187491448,0.029396716,,,,,,,,,,,,,,,,
ENSVKKG00000014638,ENSGALG00000007041,HDX,1.360000619,0.029549524,1.731950764,0.000849191,,,,,,,,,,,,,,
ENSVKKG00000013769,ENSGALG00000016231,DDX3X,0.981776076,0.029974333,1.108773562,0.000933745,,,,,,,,,,,,,,
ENSVKKG00000003360,ENSGALG00000012865,BRAF,0.74946426,0.03001044,0.902120496,0.002181607,,,,,,,,,,,,,,
ENSVKKG00000007633,ENSGALG00000009448,IFRD1,0.833911491,0.030573178,0.781067026,0.019655655,,,,,,,,,,,,,,
ENSVKKG00000006864,ENSGALG00000011248,PLCL2,1.08134477,0.03062957,1.339037893,0.001788226,,,,,,,,,,,ENSVKKG00000006864,PLCL2,1.154456311,0.0023827
ENSVKKG00000013762,ENSGALG00000002960,HMGCS2,1.865483269,0.031032662,2.201713802,0.003601483,,,,,,,,,,,,,,
ENSVKKG00000000202,ENSGALG00000041222,CYP7A1,5.524435068,0.03141312,,,,,,,,,,,,,,,,
ENSVKKG00000002578,ENSGALG00000031205,GNGT2,5.524435068,0.03141312,,,,,,,,,,,,,,,,
ENSVKKG00000002746,ENSGALG00000047617,DDA1,0.721920125,0.031534381,0.721492647,0.011349529,,,,,,,,,,,,,,
ENSVKKG00000009932,ENSGALG00000029583,PLBD1,0.876782869,0.031593071,,,,,,,,,,,,,,,,
ENSVKKG00000003498,ENSGALG00000038374,SNX20,0.881207298,0.031716598,1.355568117,0.000145372,,,,,,,,,,,ENSVKKG00000003498,,1.041744484,0.515243213
ENSVKKG00000003056,ENSGALG00000009948,HHIP,5.7458742,0.032138591,6.930441391,0.000309181,,,,,,,,,,,,,,
ENSVKKG00000002452,ENSGALG00000036683,PNPO,0.974667202,0.032188916,,,,,,,,,,,,,,,,
ENSVKKG00000000958,ENSGALG00000004571,PPP1CC,0.761804013,0.032234621,1.313564556,1.15E-05,,,,,,,,,,,,,,
ENSVKKG00000016759,ENSGALG00000033887,IL17RA,0.726135702,0.032234621,0.786274011,0.004495106,,,,,,,,,,,,,,
ENSVKKG00000018009,ENSGALG00000039454,SP4,0.828780441,0.032287134,0.904279524,0.003383314,,,,,,,,,,,,,,
ENSVKKG00000000023,ENSGALG00000004064,GPER1,1.273602602,0.032968087,2.053200994,1.25E-06,,,,,,,,,,,,,,
ENSVKKG00000010477,ENSGALG00000039811,NIPA1,1.048687297,0.03327909,0.730007632,0.110617227,,,,,,,,,,,,,,
ENSVKKG00000014635,ENSGALG00000007028,,1.09162442,0.033397959,1.698066728,9.38E-06,,,,,ENSCPBG00000014473,,0.966166978,1,2.116105548,0.340027823,,,,
ENSVKKG00000009803,ENSGALG00000011203,HPSE,0.821105604,0.034129718,,,,,,,,,,,,,,,,
ENSVKKG00000005045,ENSGALG00000016323,PDK3,0.773435932,0.034170616,0.783882581,0.009401164,,,,,,,,,,,,,,
ENSVKKG00000006085,ENSGALG00000027374,KLF9,1.059547462,0.034537961,,,,,,,,,,,,,,,,
ENSVKKG00000014517,ENSGALG00000005769,WEE1,0.875906137,0.034942707,0.691221009,0.061526143,,,,,,,,,,,,,,
ENSVKKG00000010933,ENSGALG00000010692,LRP8,2.415527209,0.035131173,1.517548759,0.064991091,,,,,,,,,,,,,,
ENSVKKG00000001947,ENSGALG00000016708,ENPP4,0.867544013,0.035193563,0.96467698,0.013326236,,,,,,,,,,,,,,
ENSVKKG00000006421,ENSGALG00000002583,PIK3CD,0.775246959,0.03520681,,,,,,,,,,,,,ENSVKKG00000006421,PIK3CD,1.137091734,0.003146324
ENSVKKG00000017327,ENSGALG00000034003,ARID4B,0.787688397,0.035338719,,,,,,,,,,,,,,,,
ENSVKKG00000014198,ENSGALG00000034395,NUDT7,0.91715644,0.035505279,0.93406708,0.014223848,,,,,,,,,,,,,,
ENSVKKG00000004749,ENSGALG00000040418,DGAT2,0.892640455,0.035646409,1.068559842,0.001504276,,,,,ENSCPBG00000027699,DGAT2,3.79794582,1,4.529412246,0.59585976,,,,
ENSVKKG00000012844,ENSGALG00000037699,,1.013620332,0.03576129,,,,,,,,,,,,,,,,
ENSVKKG00000013771,ENSGALG00000016228,NYX,1.664269437,0.035784903,2.334994608,0.000429742,,,,,,,,,,,,,,
ENSVKKG00000013691,ENSGALG00000002651,ST3GAL2,1.192353766,0.035789856,1.344199337,0.006489685,,,,,,,,,,,ENSVKKG00000013691,ST3GAL2,1.092218346,0.09643432
ENSVKKG00000013831,ENSGALG00000013738,OPTN,0.776087632,0.035789856,0.803768619,0.005563004,,,,,,,,,,,,,,
ENSVKKG00000017663,ENSGALG00000014159,PACSIN2,1.045303461,0.03632095,,,,,,,,,,,,,,,,
ENSVKKG00000006817,ENSGALG00000015119,SS18,0.854975229,0.036345922,0.722677412,0.058891044,,,,,,,,,,,,,,
ENSVKKG00000005551,ENSGALG00000039734,CERS5,0.715815576,0.036456723,0.710949229,0.01289368,,,,,,,,,,,,,,
ENSVKKG00000016834,ENSGALG00000001153,AUTS2,2.269989042,0.036730468,2.268149148,0.082714057,,,,,,,,,,,,,,
ENSVKKG00000009431,ENSGALG00000009911,BICRAL,0.979670659,0.036730468,1.363806317,0.000929635,,,,,,,,,,,,,,
ENSVKKG00000017909,ENSGALG00000005064,PRPSAP2,0.753808965,0.036864526,1.203140715,4.02E-05,,,,,,,,,,,,,,
ENSVKKG00000007995,ENSGALG00000026491,TMEM17,2.082545397,0.037116533,1.902383881,0.108875873,,,,,,,,,,,,,,
ENSVKKG00000004985,ENSGALG00000014883,MCM9,1.399189969,0.03745099,,,,,,,,,,,,,,,,
ENSVKKG00000010339,ENSGALG00000032980,DLGAP3,2.903022998,0.038037261,,,,,,,,,,,,,,,,
ENSVKKG00000016237,ENSGALG00000002892,,1.229827736,0.038037261,1.537814723,0.001619225,,,,,,,,,,,,,,
ENSVKKG00000002406,ENSGALG00000050240,TBX21,1.010905553,0.038112319,1.622133538,6.26E-07,,,,,,,,,,,,,,
ENSVKKG00000016800,ENSGALG00000011970,CHADL,0.923833133,0.038112319,,,,,,,,,,,,,,,,
ENSVKKG00000014227,ENSGALG00000021676,,0.747567608,0.038112319,,,,,,,,,,,,,,,,
ENSVKKG00000014268,ENSGALG00000007531,ZFYVE27,0.777832699,0.038627962,0.585162034,0.100001548,,,,,,,,,,,,,,
ENSVKKG00000012132,ENSGALG00000010953,KANK4,1.321378489,0.038761553,,,,,,,,,,,,,,,,
ENSVKKG00000017017,ENSGALG00000002653,NCBP3,0.704559031,0.038831138,0.563208483,0.067609288,,,,,,,,,,,,,,
ENSVKKG00000008618,ENSGALG00000012620,PTCH1,1.079452314,0.039114999,,,,,,,,,,,,,,,,
ENSVKKG00000006866,ENSGALG00000029817,USP22,0.696495676,0.039114999,,,,,,,,,,,,,,,,
ENSVKKG00000003841,ENSGALG00000034104,DNAJB12,0.709075471,0.039120507,,,,,,,,,,,,,,,,
ENSVKKG00000018186,ENSGALG00000012971,CCDC170,2.934703971,0.039419081,4.464881322,6.65E-05,,,,,,,,,,,,,,
ENSVKKG00000010220,ENSGALG00000005450,CCDC66,0.869308523,0.039419081,1.081690097,0.003876005,,,,,,,,,,,,,,
ENSVKKG00000012147,ENSGALG00000024077,,0.718365478,0.039433685,0.893391091,0.001754822,,,,,,,,,,,,,,
ENSVKKG00000002663,ENSGALG00000000667,EDN2,1.92224957,0.03946371,2.628018956,0.005102188,,,,,,,,,,,ENSVKKG00000002663,EDN2,5.552169667,0.307950908
ENSVKKG00000014253,ENSGALG00000014182,ADORA2B,2.114675942,0.040287821,2.312914171,0.003980445,,,,,,,,,,,ENSVKKG00000014253,ADORA2B,1.488988826,0.089965963
ENSVKKG00000003733,ENSGALG00000001049,,0.754657937,0.040295974,0.803972348,0.008967204,,,,,,,,,,,,,,
ENSVKKG00000012218,ENSGALG00000049487,KCNK15,1.093066458,0.040372512,1.150246388,0.011270379,,,,,,,,,,,,,,
ENSVKKG00000006739,ENSGALG00000017091,FLT1,2.065382879,0.040801782,1.64885802,0.022016556,,,,,,,,,,,,,,
ENSVKKG00000010069,ENSGALG00000008088,ACSL4,0.709150379,0.040892275,,,,,,,,,,,,,,,,
ENSVKKG00000000173,ENSGALG00000008168,ANKRD16,1.243402043,0.041244121,1.085837589,0.062572089,,,,,,,,,,,,,,
ENSVKKG00000002862,ENSGALG00000005207,SYNPO2L,5.41585176,0.041251754,,,,,,,,,,,,,,,,
ENSVKKG00000007746,ENSGALG00000014268,CHRNA9,5.382759719,0.041262811,6.365133802,0.001530789,,,,,,,,,,,,,,
ENSVKKG00000005719,ENSGALG00000016457,TRIB2,0.864417703,0.041348969,0.746145027,0.104580477,,,,,,,,,,,,,,
ENSVKKG00000013442,ENSGALG00000027415,GRIN2C,2.160642863,0.041586344,2.461025129,0.015153247,,,,,,,,,,,,,,
ENSVKKG00000000817,ENSGALG00000006477,DNAJB6,0.70023321,0.041718866,0.933626025,0.000671251,,,,,,,,,,,,,,
ENSVKKG00000015401,ENSGALG00000016125,LCA5L,1.69628961,0.041782566,1.978518112,0.021606844,,,,,,,,,,,,,,
ENSVKKG00000008526,ENSGALG00000009169,TRMT6,0.878006721,0.041820672,1.177288429,0.000986955,,,,,,,,,,,,,,
ENSVKKG00000000031,ENSGALG00000014915,THOC1,0.701644901,0.042272822,0.533558806,0.091065052,,,,,,,,,,,,,,
ENSVKKG00000000651,ENSGALG00000014801,NDC80,1.033795809,0.042456558,1.015386746,0.047670775,,,,,,,,,,,,,,
ENSVKKG00000003947,ENSGALG00000012997,DNAH5,2.698451622,0.042594934,,,,,,,,,,,,,,,,
ENSVKKG00000001568,ENSGALG00000014952,CERT1,0.844150442,0.044099237,,,,,,,,,,,,,,,,
ENSVKKG00000016369,ENSGALG00000031917,ANKIB1,0.792012224,0.044206288,0.734350512,0.03118752,,,,,,,,,,,,,,
ENSVKKG00000006412,ENSGALG00000036897,SLC16A8,2.399222121,0.044600857,3.038793891,0.001837591,,,,,,,,,,,,,,
ENSVKKG00000004140,ENSGALG00000008506,MRPS25,0.736504494,0.044618289,,,,,,,,,,,,,,,,
ENSVKKG00000006052,ENSGALG00000053351,,2.842879062,0.044655382,2.746237835,0.046338377,,,,,,,,,,,,,,
ENSVKKG00000000191,ENSGALG00000008908,NEUROD1,2.391097535,0.044915556,2.362807444,0.042907491,,,,,,,,,,,,,,
ENSVKKG00000006177,ENSGALG00000053954,,1.055824107,0.045213438,1.219949901,0.010298474,,,,,,,,,,,,,,
ENSVKKG00000005880,ENSGALG00000034107,TRIM63,2.351634488,0.045630551,,,,,,,,,,,,,,,,
ENSVKKG00000002886,ENSGALG00000005547,PIK3AP1,0.754754544,0.046149238,,,,,,,,,,,,,,,,
ENSVKKG00000010698,ENSGALG00000016497,UBXN2A,0.804400591,0.046179624,0.747531032,0.051205331,,,,,,,,,,,,,,
ENSVKKG00000017901,ENSGALG00000005512,KIAA1671,0.827586268,0.046320821,,,,,,,,,,,,,,,,
ENSVKKG00000010095,ENSGALG00000021031,CXCR7,1.517989731,0.046727198,1.609067964,0.005102188,,,,,ENSCPBG00000022793,ACKR3,3.206939323,1,3.485417318,0.660419224,,,,
ENSVKKG00000010056,ENSGALG00000023089,SSBP2,1.053677921,0.048091166,1.257232471,0.006161421,,,,,,,,,,,,,,
ENSVKKG00000013190,ENSGALG00000007431,MAGI1,1.001886926,0.048091166,0.976029779,0.04866947,,,,,,,,,,,,,,
ENSVKKG00000012878,ENSGALG00000029709,INPP4A,0.747933564,0.048091166,0.962136808,0.002735171,,,,,ENSCPBG00000005011,INPP4A,1.232088629,1,,,,,,
ENSVKKG00000004011,ENSGALG00000007439,PRELID3B,0.733526685,0.048091166,0.692644504,0.039826461,,,,,,,,,,,,,,
ENSVKKG00000000741,ENSGALG00000012256,UTRN,0.709840599,0.048814118,,,,,,,ENSCPBG00000016913,UTRN,,,1.252102365,0.836829526,,,,
ENSVKKG00000001546,ENSGALG00000029135,YEATS4,0.811967312,0.048936953,0.723307195,0.063247597,,,,,,,,,,,,,,
ENSVKKG00000002733,ENSGALG00000016854,LIG4,0.928247641,0.049044605,1.109692356,0.004554307,,,,,,,,,,,ENSVKKG00000002733,LIG4,0.606908059,0.66270329
ENSVKKG00000002024,ENSGALG00000014485,LDB2,1.72911256,0.049090606,1.512776618,0.068825948,,,,,,,,,,,,,,
ENSVKKG00000017826,ENSGALG00000006689,ABHD2,0.763304604,0.04915473,,,,,,,,,,,,,,,,
ENSVKKG00000008441,ENSGALG00000010697,SEMA4D,0.964230712,0.049328227,1.0414893,0.017660726,,,,,,,,,,,ENSVKKG00000008441,SEMA4D,1.158794373,0.00580101
ENSVKKG00000002030,ENSGALG00000003015,SERPINF1,3.854156467,0.050482969,,,,,,,,,,,,,,,,
ENSVKKG00000004884,ENSGALG00000026948,ADD2,1.832236234,0.050789683,2.077563766,0.016558296,,,,,,,,,,,,,,
ENSVKKG00000013967,ENSGALG00000011655,IQCB1,0.95137418,0.050895829,1.104762457,0.006958142,,,,,,,,,,,,,,
ENSVKKG00000002701,ENSGALG00000031440,PTPRU,0.917228043,0.05171454,,,,,,,,,,,,,,,,
ENSVKKG00000011440,ENSGALG00000040758,INSR,0.71132137,0.052044326,,,,,,,,,,,,,,,,
ENSVKKG00000004372,ENSGALG00000042521,MPP3,1.146034337,0.05223752,2.005312451,1.22E-05,,,,,,,,,,,,,,
ENSVKKG00000008221,ENSGALG00000021314,PLA2G10,3.814581824,0.05247781,3.940361638,0.004606478,,,,,,,,,,,,,,
ENSVKKG00000007066,ENSGALG00000006284,SH3GLB1,0.687630714,0.052545804,0.558274613,0.060834826,,,,,,,,,,,,,,
ENSVKKG00000012387,ENSGALG00000027947,GHSR,3.810005794,0.053381459,,,,,,,,,,,,,,,,
ENSVKKG00000008727,ENSGALG00000046375,SULT6B1,2.743379349,0.053381459,2.161796397,0.130521308,,,,,,,,,,,,,,
ENSVKKG00000008633,ENSGALG00000007112,LINS1,1.445760194,0.053557029,1.618435096,0.020854629,,,,,,,,,,,,,,
ENSVKKG00000015443,ENSGALG00000027462,P3H4,1.080760541,0.053557029,,,,,,,,,,,,,,,,
ENSVKKG00000016266,ENSGALG00000005608,SLC9A3R2,2.297593578,0.054603304,2.674594361,0.021202983,,,,,,,,,,,,,,
ENSVKKG00000007671,ENSGALG00000013397,EXOC3,0.666119014,0.05461811,,,,,,,,,,,,,,,,
ENSVKKG00000007203,ENSGALG00000005470,PLPPR5,2.165435433,0.054685557,2.720230383,0.006888835,,,,,,,,,,,,,,
ENSVKKG00000014472,ENSGALG00000023279,EPN3,1.709600286,0.054720086,2.129993872,0.018709855,,,,,,,,,,,,,,
ENSVKKG00000005003,ENSGALG00000006378,LIPA,0.889942021,0.055150552,,,,,,,,,,,,,,,,
ENSVKKG00000007217,ENSGALG00000002022,B4GALT1,0.68105547,0.055221677,0.580147819,0.051821625,,,,,,,,,,,,,,
ENSVKKG00000003279,ENSGALG00000052646,EXD3,0.821184284,0.055381625,1.160229295,0.000641671,,,,,,,,,,,,,,
ENSVKKG00000016466,ENSGALG00000020402,EFCAB11,3.61883285,0.055580173,,,,,,,,,,,,,,,,
ENSVKKG00000001003,ENSGALG00000032413,NADK,1.12942883,0.055581082,0.927702957,0.102783502,,,,,,,,,,,ENSVKKG00000001003,NADK,0.943258677,0.07283362
ENSVKKG00000010432,ENSGALG00000005701,IP6K2,0.760455914,0.056356126,0.752662479,0.029905531,,,,,,,,,,,ENSVKKG00000010432,IP6K2,1.272594113,0.001315787
ENSVKKG00000005890,ENSGALG00000045052,MAB21L1,5.241151802,0.056557545,4.880396814,0.103692068,,,,,,,,,,,,,,
ENSVKKG00000003738,ENSGALG00000017317,DNAJB13,1.5530711,0.056587657,1.696565714,0.056643133,,,,,,,,,,,,,,
ENSVKKG00000000979,ENSGALG00000022891,,0.757235808,0.056658348,1.085276268,0.000878392,,,,,,,,,,,,,,
ENSVKKG00000001819,ENSGALG00000003426,RHBDL3,5.224162679,0.056933464,,,,,,,,,,,,,,,,
ENSVKKG00000012648,ENSGALG00000003550,ARHGAP40,5.224162679,0.056933464,5.463818074,0.032477221,,,,,,,,,,,,,,
ENSVKKG00000013751,ENSGALG00000036327,NGEF,5.224162679,0.056933464,5.122803127,0.082518248,,,,,,,,,,,,,,
ENSVKKG00000018176,ENSGALG00000023195,DLX6,5.224162679,0.056933464,6.256928496,0.003427972,,,,,,,,,,,,,,
ENSVKKG00000011693,ENSGALG00000002878,CREBRF,0.94904094,0.057554793,0.741197898,0.057068036,,,,,ENSCPBG00000007577,CREBRF,,,1.156544569,0.745394231,,,,
ENSVKKG00000010833,ENSGALG00000009192,SLITRK2,1.219585766,0.057643706,,,,,,,,,,,,,,,,
ENSVKKG00000011801,ENSGALG00000038913,LDLRAD3,2.169069544,0.057698536,2.113781222,0.034738336,,,,,,,,,,,,,,
ENSVKKG00000003492,ENSGALG00000008014,CEBPB,1.110661124,0.057829685,1.35025163,0.005766603,,,,,,,,,,,ENSVKKG00000003492,CEBPB,0.81201684,0.166223276
ENSVKKG00000001646,ENSGALG00000006040,UCKL1,0.714025288,0.05798871,0.69266609,0.033534745,,,,,,,,,,,ENSVKKG00000001646,UCKL1,1.498811732,4.97E-05
ENSVKKG00000001022,ENSGALG00000041783,TMEM19,0.671503113,0.05798871,,,,,,,,,,,,,,,,
ENSVKKG00000000057,ENSGALG00000005509,DPYD,1.238484936,0.058144937,1.554575165,0.017233074,,,,,,,,,,,,,,
ENSVKKG00000017521,ENSGALG00000043827,ZHX2,0.757860481,0.058238915,1.430670335,2.72E-06,,,,,,,,,,,,,,
ENSVKKG00000017005,ENSGALG00000003106,TOX2,0.925063517,0.0584493,0.861051733,0.055887094,,,,,,,,,,,,,,
ENSVKKG00000016063,ENSGALG00000002008,RNF157,1.422968065,0.058611079,,,,,,,,,,,,,,,,
ENSVKKG00000017520,ENSGALG00000029596,HAS2,2.11319671,0.058625088,,,,,,,,,,,,,,,,
ENSVKKG00000003195,ENSGALG00000014689,FAM131B,1.06112235,0.058977631,,,,,,,,,,,,,,,,
ENSVKKG00000014557,ENSGALG00000016164,ABCG1,1.085713837,0.059241452,1.468472702,0.013872952,,,,,ENSCPBG00000012934,ABCG1,,,1.620503438,0.788818143,,,,
ENSVKKG00000015645,ENSGALG00000009228,PARP1,0.659846541,0.059896172,,,,,,,,,,,,,,,,
ENSVKKG00000008215,ENSGALG00000004128,CYSLTR1,1.251429165,0.060125917,1.208736895,0.094113849,,,,,,,,,,,,,,
ENSVKKG00000008106,ENSGALG00000010230,TESK2,0.768562474,0.06027973,,,,,,,,,,,,,,,,
ENSVKKG00000012762,ENSGALG00000005703,SLC30A4,0.779292025,0.06067741,0.596153384,0.063317651,,,,,,,,,,,,,,
ENSVKKG00000011187,ENSGALG00000040316,GPC1,1.357725607,0.060864613,2.162934675,0.000232802,,,,,,,,,,,,,,
ENSVKKG00000016118,ENSGALG00000001918,DNAJB5,0.988071021,0.061113131,,,,,,,,,,,,,,,,
ENSVKKG00000007321,ENSGALG00000012559,LARGE1,1.354970632,0.06112624,,,,,,,,,,,,,,,,
ENSVKKG00000002582,ENSGALG00000044071,ABI3,0.883504416,0.061402935,1.732314846,1.52E-07,,,,,,,,,,,,,,
ENSVKKG00000008412,ENSGALG00000017289,C12orf4,0.801969786,0.061402935,1.309393822,3.02E-05,,,,,,,,,,,,,,
ENSVKKG00000018423,ENSGALG00000003553,ABCA12,2.849261697,0.061700749,2.863991687,0.104845228,,,,,,,,,,,,,,
ENSVKKG00000006972,ENSGALG00000028935,BCL10,0.688255229,0.062069623,0.60697056,0.049769042,,,,,,,,,,,,,,
ENSVKKG00000014642,ENSGALG00000007097,RPS6KA6,1.005275047,0.062606029,0.848212719,0.108290185,,,,,,,,,,,,,,
ENSVKKG00000003256,ENSGALG00000047461,,0.794636851,0.063039005,1.202247965,2.39E-05,,,,,,,,,,,,,,
ENSVKKG00000013658,ENSGALG00000007527,ADARB1,0.941546234,0.063077019,1.237719811,0.002089412,,,,,,,,,,,,,,
ENSVKKG00000001041,ENSGALG00000010177,ZFC3H1,0.675655345,0.063136364,0.634502125,0.042784071,,,,,,,,,,,,,,
ENSVKKG00000017326,ENSGALG00000042853,GGPS1,0.643099898,0.063136364,0.67753163,0.024937491,,,,,,,,,,,,,,
ENSVKKG00000009721,ENSGALG00000017220,,0.759544395,0.063221316,0.983925745,0.001409716,,,,,ENSCPBG00000019632,,,,1.056755077,0.839276406,,,,
ENSVKKG00000009535,ENSGALG00000003297,HDAC1,0.655924915,0.063365462,0.490211662,0.114886316,,,,,,,,,,,,,,
ENSVKKG00000005995,ENSGALG00000016563,ASB9,1.303355478,0.063370768,,,,,,,,,,,,,,,,
ENSVKKG00000012932,ENSGALG00000003972,FAXDC2,1.129407248,0.063701755,1.424628645,0.00424797,,,,,,,,,,,,,,
ENSVKKG00000001404,ENSGALG00000001857,C1QTNF12,1.361201901,0.063898075,1.712555299,0.00854592,,,,,,,,,,,,,,
ENSVKKG00000004315,ENSGALG00000050811,SP7,1.816657507,0.064043804,1.767634196,0.091929135,,,,,,,,,,,,,,
ENSVKKG00000016245,ENSGALG00000003861,HERC4,0.699029741,0.064100708,0.757560402,0.02897454,,,,,,,,,,,,,,
ENSVKKG00000016859,ENSGALG00000026518,RUNDC3A,2.442772609,0.064555858,,,,,,,,,,,,,,,,
ENSVKKG00000014648,ENSGALG00000007118,,1.681087457,0.064664301,,,,,,,,,,,,,,,,
ENSVKKG00000010450,ENSGALG00000031284,PTPRM,0.934128175,0.065347375,1.133054327,0.005389036,,,,,,,,,,,,,,
ENSVKKG00000011205,ENSGALG00000005521,PER2,0.951331244,0.0653691,1.410531569,8.86E-05,,,,,,,,,,,,,,
ENSVKKG00000015948,ENSGALG00000010610,SNX25,0.787737398,0.065483883,1.106145864,0.000672609,,,,,,,,,,,,,,
ENSVKKG00000001665,ENSGALG00000014903,ITGA2,0.767198316,0.065605786,0.552294528,0.132527096,,,,,,,,,,,,,,
ENSVKKG00000015073,ENSGALG00000000242,EBF2,5.203831034,0.06626557,6.18094819,0.002689818,,,,,,,,,,,,,,
ENSVKKG00000017234,ENSGALG00000015322,IMPG2,1.175620562,0.066334057,,,,,,,,,,,,,,,,
ENSVKKG00000015776,ENSGALG00000000164,MYBPHL,1.843017932,0.06695237,2.144701164,0.01569525,,,,,,,,,,,,,,
ENSVKKG00000013676,ENSGALG00000041762,STIM1,0.701800377,0.06835482,0.622585861,0.044386431,,,,,,,,,,,,,,
ENSVKKG00000006235,ENSGALG00000001565,C5,1.366624658,0.068563983,1.757584838,0.008920484,,,,,,,,,,,ENSVKKG00000006235,C5,1.802162168,0.236131022
ENSVKKG00000012347,ENSGALG00000004613,P2RX5,0.649415762,0.069336469,1.145726379,3.56E-05,,,,,,,,,,,ENSVKKG00000012347,,1.29410214,0.015777443
ENSVKKG00000001117,ENSGALG00000039685,GMEB2,0.834758623,0.06939034,1.000109885,0.007305648,,,,,,,,,,,,,,
ENSVKKG00000009554,ENSGALG00000043209,ADGRB2,0.992123979,0.070903785,,,,,,,,,,,,,,,,
ENSVKKG00000004578,ENSGALG00000006647,DUSP8,1.530299988,0.071413815,1.91539075,0.000207181,,,,,,,,,,,,,,
ENSVKKG00000012666,ENSGALG00000040557,TFEC,0.857715367,0.071597645,,,,,,,,,,,,,ENSVKKG00000012666,TFEC,2.502225061,0.002811282
ENSVKKG00000009965,ENSGALG00000044155,TMEM140,0.849261455,0.072965286,,,,,,,,,,,,,ENSVKKG00000009965,TMEM140,1.950307907,1.09E-05
ENSVKKG00000004358,ENSGALG00000030889,FOXA2,3.953466835,0.073034431,,,,,,,,,,,,,,,,
ENSVKKG00000016180,ENSGALG00000047403,PIH1D2,1.098727269,0.07325017,1.38552483,0.00732194,,,,,,,,,,,,,,
ENSVKKG00000003576,ENSGALG00000030719,CLMN,2.79238514,0.073505827,,,,,,,,,,,,,,,,
ENSVKKG00000008742,ENSGALG00000016816,CDC16,0.803630955,0.073709967,0.738872022,0.069434031,,,,,,,,,,,,,,
ENSVKKG00000008193,ENSGALG00000009001,CWC22,0.638835371,0.07431395,0.594598023,0.050606871,,,,,,,,,,,,,,
ENSVKKG00000014570,ENSGALG00000013143,PDE3A,3.034869249,0.074667595,2.885671664,0.078905999,,,,,,,,,,,,,,
ENSVKKG00000000759,ENSGALG00000054256,HAUS3,0.960445515,0.076536456,1.002619138,0.042828381,,,,,,,,,,,ENSVKKG00000000759,HAUS3,1.375374864,0.191915721
ENSVKKG00000008621,ENSGALG00000010207,LARP1B,0.751174389,0.076648227,0.71489642,0.107898552,,,,,,,,,,,,,,
ENSVKKG00000003327,ENSGALG00000016570,,2.04984209,0.077119811,,,,,,,,,,,,,,,,
ENSVKKG00000007668,ENSGALG00000053703,,0.791251893,0.077634979,,,,,,,,,,,,,,,,
ENSVKKG00000005716,ENSGALG00000012444,ACVR2A,0.663120372,0.077670985,0.895087405,0.002966313,,,,,,,,,,,,,,
ENSVKKG00000008737,ENSGALG00000005612,CCM2,0.65543501,0.079074023,0.801574898,0.009002282,,,,,,,,,,,,,,
ENSVKKG00000004468,ENSGALG00000031862,BCL11B,0.693688401,0.079254734,1.141783226,0.000128932,,,,,,,,,,,,,,
ENSVKKG00000011064,ENSGALG00000031387,YWHAZ,0.644923711,0.079523687,,,,,,,,,,,,,,,,
