komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,crocodile_stable_id,crocodile_name,chicken_grcg6a_stable_id,chicken_grcg6a_name
ENSVKKG00000011484,GALE,ENSCPBG00000000537,GALE,ENSCPRG00005016501,GALE,ENSGALG00000004047,GALE
ENSVKKG00000010487,SLC5A9,ENSCPBG00000009981,SLC5A9,ENSCPRG00005018045,SLC5A9,ENSGALG00000010494,SLC5A9
ENSVKKG00000007272,NIF3L1,ENSCPBG00000011743,NIF3L1,ENSCPRG00005008503,NIF3L1,ENSGALG00000008226,NIF3L1
ENSVKKG00000012205,,ENSCPBG00000000864,,ENSCPRG00005018847,,ENSGALG00000009731,ARHGAP11B
ENSVKKG00000002257,MTREX,ENSCPBG00000026551,MTREX,ENSCPRG00005016884,MTREX,ENSGALG00000014709,SKIV2L2
ENSVKKG00000000567,NMD3,ENSCPBG00000018318,NMD3,ENSCPRG00005008295,NMD3,ENSGALG00000009533,NMD3
ENSVKKG00000011898,CXorf56,ENSCPBG00000020709,CXorf56,ENSCPRG00005005942,CXorf56,ENSGALG00000008652,CXorf56
ENSVKKG00000017140,,ENSCPBG00000010719,ARVCF,ENSCPRG00005000397,,ENSGALG00000043373,ARVCF
ENSVKKG00000008842,RASEF,ENSCPBG00000019037,RASEF,ENSCPRG00005006676,RASEF,ENSGALG00000012576,RASEF
ENSVKKG00000008975,,ENSCPBG00000025834,,ENSCPRG00005006284,AXDND1,ENSGALG00000004173,
ENSVKKG00000007927,,ENSCPBG00000010201,,ENSCPRG00005012790,,ENSGALG00000004176,ATOX1
ENSVKKG00000011597,FGF14,ENSCPBG00000015436,FGF14,ENSCPRG00005016842,FGF14,ENSGALG00000016866,FGF14
ENSVKKG00000015356,NDUFA5,ENSCPBG00000020662,NDUFA5,ENSCPRG00005010869,NDUFA5,ENSGALG00000008821,NDUFA5
ENSVKKG00000004636,CHST12,ENSCPBG00000020684,CHST12,ENSCPRG00005016410,CHST12,ENSGALG00000004276,CHST12
ENSVKKG00000013178,P4HA2,ENSCPBG00000025117,P4HA2,ENSCPRG00005009472,P4HA2,ENSGALG00000006677,P4HA2
ENSVKKG00000010836,,ENSCPBG00000020828,,ENSCPRG00005006885,,ENSGALG00000009154,IDS
ENSVKKG00000017964,DMC1,ENSCPBG00000023014,DMC1,ENSCPRG00005019014,DMC1,ENSGALG00000012236,DMC1
ENSVKKG00000013704,TMEM121,ENSCPBG00000011032,TMEM121,ENSCPRG00005001148,TMEM121,ENSGALG00000054831,TMEM121
ENSVKKG00000010520,LARP7,ENSCPBG00000004919,LARP7,ENSCPRG00005005168,LARP7,ENSGALG00000012048,LARP7
ENSVKKG00000015101,,ENSCPBG00000005783,,ENSCPRG00005001771,,ENSGALG00000049358,
ENSVKKG00000006970,PTBP1,ENSCPBG00000009817,PTBP1,ENSCPRG00005015043,PTBP1,ENSGALG00000001962,PTBP1
ENSVKKG00000012352,SCFD1,ENSCPBG00000025264,SCFD1,ENSCPRG00005000469,SCFD1,ENSGALG00000009916,SCFD1
ENSVKKG00000002250,PCF11,ENSCPBG00000006842,PCF11,ENSCPRG00005016193,PCF11,ENSGALG00000017249,PCF11
ENSVKKG00000006474,PHF13,ENSCPBG00000016102,PHF13,ENSCPRG00005011269,PHF13,ENSGALG00000028148,PHF13
ENSVKKG00000012760,,ENSCPBG00000011439,C15orf48,ENSCPRG00005014908,C15orf48,ENSGALG00000052643,C15orf48
ENSVKKG00000012170,CHRM5,ENSCPBG00000024717,CHRM5,ENSCPRG00005018777,CHRM5,ENSGALG00000009640,CHRM5
ENSVKKG00000012416,ARRDC1,ENSCPBG00000023966,ARRDC1,ENSCPRG00005012060,ARRDC1,ENSGALG00000008475,ARRDC1
ENSVKKG00000015008,RNF141,ENSCPBG00000023646,RNF141,ENSCPRG00005005516,RNF141,ENSGALG00000029586,RNF141
ENSVKKG00000004552,CIB3,ENSCPBG00000015022,CIB3,ENSCPRG00005017792,CIB3,ENSGALG00000003978,CIB3
ENSVKKG00000009879,IFT74,ENSCPBG00000007897,IFT74,ENSCPRG00005015270,IFT74,ENSGALG00000001801,IFT74
ENSVKKG00000016503,RNF103,ENSCPBG00000001256,RNF103,ENSCPRG00005000502,RNF103,ENSGALG00000015809,RNF103
ENSVKKG00000014841,HDAC3,ENSCPBG00000008391,HDAC3,ENSCPRG00005002653,HDAC3,ENSGALG00000002634,HDAC3
ENSVKKG00000016032,,ENSCPBG00000028043,,ENSCPRG00005006609,,ENSGALG00000028301,
ENSVKKG00000003852,,ENSCPBG00000014881,,ENSCPRG00005007953,,ENSGALG00000021743,
ENSVKKG00000001663,,ENSCPBG00000023366,,ENSCPRG00005002282,PKN1,ENSGALG00000004689,PKN1
ENSVKKG00000012221,YWHAB,ENSCPBG00000017746,YWHAB,ENSCPRG00005011857,YWHAB,ENSGALG00000004143,YWHAB
ENSVKKG00000012229,,ENSCPBG00000005546,,ENSCPRG00005015391,,ENSGALG00000030691,PPM1B
ENSVKKG00000018575,ADIPOR2,ENSCPBG00000027429,ADIPOR2,ENSCPRG00005016366,ADIPOR2,ENSGALG00000035533,ADIPOR2
ENSVKKG00000010223,TASOR,ENSCPBG00000010178,TASOR,ENSCPRG00005018963,TASOR,ENSGALG00000035045,TASOR
ENSVKKG00000015526,P2RX7,ENSCPBG00000026033,P2RX7,ENSCPRG00005012187,P2RX7,ENSGALG00000003863,P2RX7
ENSVKKG00000007709,RIOK2,ENSCPBG00000015732,RIOK2,ENSCPRG00005005350,RIOK2,ENSGALG00000015288,RIOK2
ENSVKKG00000016602,LYPD6B,ENSCPBG00000025808,LYPD6B,ENSCPRG00005008266,LYPD6B,ENSGALG00000028759,LYPD6B
ENSVKKG00000000794,ELOVL5,ENSCPBG00000022037,ELOVL5,ENSCPRG00005010679,ELOVL5,ENSGALG00000016314,ELOVL5
ENSVKKG00000001516,ARFRP1,ENSCPBG00000014731,ARFRP1,ENSCPRG00005006295,ARFRP1,ENSGALG00000006101,ARFRP1
ENSVKKG00000004799,TNIP1,ENSCPBG00000010117,TNIP1,ENSCPRG00005012646,TNIP1,ENSGALG00000004496,TNIP1
ENSVKKG00000015506,PHAX,ENSCPBG00000010829,PHAX,ENSCPRG00005011866,PHAX,ENSGALG00000014691,PHAX
ENSVKKG00000016926,UHRF1,ENSCPBG00000011013,UHRF1,ENSCPRG00005008543,UHRF1,ENSGALG00000034271,UHRF1
ENSVKKG00000006869,,ENSCPBG00000020890,TNFRSF13B,ENSCPRG00005016024,TNFRSF13B,ENSGALG00000024122,TNFRSF13B
ENSVKKG00000001966,ITSN2,ENSCPBG00000020186,ITSN2,ENSCPRG00005004513,ITSN2,ENSGALG00000016504,ITSN2
ENSVKKG00000011986,RASAL2,ENSCPBG00000014509,RASAL2,ENSCPRG00005006154,RASAL2,ENSGALG00000004323,RASAL2
ENSVKKG00000012039,C8A,ENSCPBG00000014237,C8A,ENSCPRG00005005765,C8A,ENSGALG00000010850,C8A
ENSVKKG00000002202,CLDN1,ENSCPBG00000012792,CLDN1,ENSCPRG00005012613,CLDN1,ENSGALG00000026862,CLDN1
ENSVKKG00000012031,B3GNT10,ENSCPBG00000012089,B3GNT10,ENSCPRG00005009625,B3GNT10,ENSGALG00000021553,B3GNTL
ENSVKKG00000001081,ECEL1,ENSCPBG00000016234,ECEL1,ENSCPRG00005011943,ECEL1,ENSGALG00000030420,ECEL1
ENSVKKG00000005177,,ENSCPBG00000000181,,ENSCPRG00005017414,,ENSGALG00000034756,
ENSVKKG00000003690,,ENSCPBG00000003362,,ENSCPRG00005017381,,ENSGALG00000010074,
ENSVKKG00000015483,NTM,ENSCPBG00000026849,NTM,ENSCPRG00005001600,NTM,ENSGALG00000001437,NTM
ENSVKKG00000017801,GALNT10,ENSCPBG00000002247,GALNT10,ENSCPRG00005012910,GALNT10,ENSGALG00000004033,GALNT10
ENSVKKG00000004765,PTEN,ENSCPBG00000026473,PTEN,ENSCPRG00005009989,PTEN,ENSGALG00000003634,PTEN
ENSVKKG00000009431,BICRAL,ENSCPBG00000015545,BICRAL,ENSCPRG00005015601,BICRAL,ENSGALG00000009911,BICRAL
ENSVKKG00000018457,ATP6V1D,ENSCPBG00000006371,ATP6V1D,ENSCPRG00005017517,ATP6V1D,ENSGALG00000009570,ATP6V1D
ENSVKKG00000003578,SYNE3,ENSCPBG00000009905,SYNE3,ENSCPRG00005009324,SYNE3,ENSGALG00000011076,SYNE3
ENSVKKG00000005636,CXCR4,ENSCPBG00000010145,CXCR4,ENSCPRG00005004904,CXCR4,ENSGALG00000012357,CXCR4
ENSVKKG00000012112,CD247,ENSCPBG00000006042,CD247,ENSCPRG00005011140,CD247,ENSGALG00000015441,CD247
ENSVKKG00000008546,GZF1,ENSCPBG00000023415,GZF1,ENSCPRG00005011042,GZF1,ENSGALG00000053640,GZF1
ENSVKKG00000017468,IGDCC3,ENSCPBG00000014663,IGDCC3,ENSCPRG00005000353,IGDCC3,ENSGALG00000007371,IGDCC3
ENSVKKG00000007386,,ENSCPBG00000011183,,ENSCPRG00005018421,,ENSGALG00000009036,GANC
ENSVKKG00000010591,MED23,ENSCPBG00000017875,MED23,ENSCPRG00005005495,MED23,ENSGALG00000040607,MED23
ENSVKKG00000010097,COPS8,ENSCPBG00000016828,COPS8,ENSCPRG00005005990,COPS8,ENSGALG00000033385,COPS8
ENSVKKG00000013667,ADARB2,ENSCPBG00000017055,ADARB2,ENSCPRG00005006613,ADARB2,ENSGALG00000006797,ADARB2
ENSVKKG00000011041,GPRIN3,ENSCPBG00000004935,GPRIN3,ENSCPRG00005013008,GPRIN3,ENSGALG00000025851,GPRIN3
ENSVKKG00000017680,SHISAL1,ENSCPBG00000025296,SHISAL1,ENSCPRG00005002897,SHISAL1,ENSGALG00000036598,SHISAL1
ENSVKKG00000001848,,ENSCPBG00000027829,,ENSCPRG00005005539,,ENSGALG00000025021,
ENSVKKG00000006978,CCN1,ENSCPBG00000000725,CCN1,ENSCPRG00005016962,CCN1,ENSGALG00000008661,CYR61
ENSVKKG00000009201,SAAL1,ENSCPBG00000016301,SAAL1,ENSCPRG00005000231,SAAL1,ENSGALG00000026111,SAAL1
ENSVKKG00000014490,TRAPPC9,ENSCPBG00000019213,TRAPPC9,ENSCPRG00005012204,TRAPPC9,ENSGALG00000042766,TRAPPC9
ENSVKKG00000005340,DDO,ENSCPBG00000006462,DDO,ENSCPRG00005001877,DDO,ENSGALG00000015057,DDO
ENSVKKG00000005299,RARS1,ENSCPBG00000008379,RARS1,ENSCPRG00005005279,RARS1,ENSGALG00000001850,RARS
ENSVKKG00000014329,SKP1,ENSCPBG00000007664,SKP1,ENSCPRG00005010404,SKP1,ENSGALG00000006474,SKP1
ENSVKKG00000008800,SMIM8,ENSCPBG00000019877,SMIM8,ENSCPRG00005016757,SMIM8,ENSGALG00000015812,SMIM8
ENSVKKG00000009544,RIDA,ENSCPBG00000006365,RIDA,ENSCPRG00005002964,RIDA,ENSGALG00000044554,RIDA
ENSVKKG00000001185,CFAP65,ENSCPBG00000013177,CFAP65,ENSCPRG00005018894,,ENSGALG00000034212,CFAP65
ENSVKKG00000009614,EIF4ENIF1,ENSCPBG00000011268,EIF4ENIF1,ENSCPRG00005004684,EIF4ENIF1,ENSGALG00000006898,EIF4ENIF1
ENSVKKG00000015989,AQP3,ENSCPBG00000005857,AQP3,ENSCPRG00005015074,AQP3,ENSGALG00000002452,AQP3
ENSVKKG00000018001,OBI1,ENSCPBG00000026735,OBI1,ENSCPRG00005018496,OBI1,ENSGALG00000016911,OBI1
ENSVKKG00000005956,RSRP1,ENSCPBG00000025072,RSRP1,ENSCPRG00005016713,,ENSGALG00000038748,RSRP1
ENSVKKG00000001344,AGTRAP,ENSCPBG00000021983,AGTRAP,ENSCPRG00005014711,AGTRAP,ENSGALG00000004623,AGTRAP
ENSVKKG00000008830,IDNK,ENSCPBG00000025495,IDNK,ENSCPRG00005006853,IDNK,ENSGALG00000012583,IDNK
ENSVKKG00000006961,,ENSCPBG00000004899,,ENSCPRG00005013875,,ENSGALG00000033014,
ENSVKKG00000010925,CARF,ENSCPBG00000011242,CARF,ENSCPRG00005001462,CARF,ENSGALG00000008474,CARF
ENSVKKG00000009183,BCL9L,ENSCPBG00000004343,BCL9L,ENSCPRG00005006873,BCL9L,ENSGALG00000007685,BCL9L
ENSVKKG00000009957,ERP27,ENSCPBG00000005868,ERP27,ENSCPRG00005001254,ERP27,ENSGALG00000011739,ERP27
ENSVKKG00000008804,ERGIC2,ENSCPBG00000010534,ERGIC2,ENSCPRG00005013576,ERGIC2,ENSGALG00000007183,ERGIC2
ENSVKKG00000013809,YARS2,ENSCPBG00000020392,YARS2,ENSCPRG00005017845,YARS2,ENSGALG00000012919,YARS2
ENSVKKG00000008617,ABHD18,ENSCPBG00000017482,ABHD18,ENSCPRG00005004464,ABHD18,ENSGALG00000010201,ABHD18
ENSVKKG00000013044,SGCD,ENSCPBG00000002013,SGCD,ENSCPRG00005013196,SGCD,ENSGALG00000003886,SGCD
ENSVKKG00000017992,TRMT61B,ENSCPBG00000000332,TRMT61B,ENSCPRG00005009705,TRMT61B,ENSGALG00000008979,TRMT61B
ENSVKKG00000017578,ZDHHC14,ENSCPBG00000016281,ZDHHC14,ENSCPRG00005017985,ZDHHC14,ENSGALG00000013695,ZDHHC14
ENSVKKG00000006809,E2F3,ENSCPBG00000006963,E2F3,ENSCPRG00005003581,E2F3,ENSGALG00000012680,E2F3
ENSVKKG00000000909,FOXRED1,ENSCPBG00000011127,FOXRED1,ENSCPRG00005001106,FOXRED1,ENSGALG00000046347,FOXRED1
ENSVKKG00000001641,SCO1,ENSCPBG00000027760,SCO1,ENSCPRG00005012277,SCO1,ENSGALG00000030475,SCO1
ENSVKKG00000016626,GPD2,ENSCPBG00000026604,GPD2,ENSCPRG00005008911,GPD2,ENSGALG00000012543,GPD2
ENSVKKG00000018567,LRRN1,ENSCPBG00000017631,LRRN1,ENSCPRG00005015420,LRRN1,ENSGALG00000035099,LRRN1
ENSVKKG00000007032,RHAG,ENSCPBG00000021355,RHAG,ENSCPRG00005001518,RHAG,ENSGALG00000016684,RHAG
ENSVKKG00000004124,IRX4,ENSCPBG00000016023,IRX4,ENSCPRG00005014121,IRX4,ENSGALG00000022896,IRX4
ENSVKKG00000015792,MLH3,ENSCPBG00000026238,MLH3,ENSCPRG00005004921,MLH3,ENSGALG00000010304,MLH3
ENSVKKG00000012936,GSDME,ENSCPBG00000022474,GSDME,ENSCPRG00005016004,GSDME,ENSGALG00000010997,DFNA5
ENSVKKG00000000331,GALNT16,ENSCPBG00000021602,GALNT16,ENSCPRG00005018149,GALNT16,ENSGALG00000009452,GALNT16
ENSVKKG00000001189,,ENSCPBG00000012489,,ENSCPRG00005017363,,ENSGALG00000037464,
ENSVKKG00000016275,RPL3L,ENSCPBG00000021144,RPL3L,ENSCPRG00005014882,RPL3L,ENSGALG00000005458,RPL3L
ENSVKKG00000016599,LUM,ENSCPBG00000000287,LUM,ENSCPRG00005002637,LUM,ENSGALG00000011271,LUM
ENSVKKG00000009805,HELQ,ENSCPBG00000007787,HELQ,ENSCPRG00005015037,HELQ,ENSGALG00000011208,HELQ
ENSVKKG00000000967,APLP2,ENSCPBG00000026889,APLP2,ENSCPRG00005001343,APLP2,ENSGALG00000001250,APLP2
ENSVKKG00000007910,EEF2,ENSCPBG00000011117,EEF2,ENSCPRG00005008734,EEF2,ENSGALG00000033884,EEF2
ENSVKKG00000015543,IARS2,ENSCPBG00000000463,IARS2,ENSCPRG00005001817,IARS2,ENSGALG00000009566,IARS2
ENSVKKG00000010471,RWDD2B,ENSCPBG00000006685,RWDD2B,ENSCPRG00005013565,RWDD2B,ENSGALG00000015807,RWDD2B
ENSVKKG00000011626,VSTM4,ENSCPBG00000012795,VSTM4,ENSCPRG00005017853,VSTM4,ENSGALG00000006174,VSTM4
ENSVKKG00000009634,,ENSCPBG00000017079,,ENSCPRG00005008691,,ENSGALG00000007936,PGK2
ENSVKKG00000001433,NAA30,ENSCPBG00000024800,NAA30,ENSCPRG00005017906,NAA30,ENSGALG00000012098,NAA30
ENSVKKG00000002049,,ENSCPBG00000026109,,ENSCPRG00005008609,,ENSGALG00000025014,
ENSVKKG00000006155,WRAP73,ENSCPBG00000019434,WRAP73,ENSCPRG00005012374,WRAP73,ENSGALG00000001017,WRAP73
ENSVKKG00000017841,BAMBI,ENSCPBG00000015863,BAMBI,ENSCPRG00005008013,BAMBI,ENSGALG00000040993,BAMBI
ENSVKKG00000005148,,ENSCPBG00000028268,,ENSCPRG00005000170,ASPM,ENSGALG00000032398,ASPM
ENSVKKG00000017972,PLA2G6,ENSCPBG00000023025,PLA2G6,ENSCPRG00005019005,PLA2G6,ENSGALG00000012281,PLA2G6
ENSVKKG00000009289,EWSR1,ENSCPBG00000018002,EWSR1,ENSCPRG00005006994,EWSR1,ENSGALG00000008149,EWSR1
ENSVKKG00000005108,MAPKAP1,ENSCPBG00000028189,MAPKAP1,ENSCPRG00005010883,MAPKAP1,ENSGALG00000000977,MAPKAP1
ENSVKKG00000014548,UBASH3A,ENSCPBG00000008139,UBASH3A,ENSCPRG00005016241,UBASH3A,ENSGALG00000016173,UBASH3A
ENSVKKG00000013773,GPR34,ENSCPBG00000019929,GPR34,ENSCPRG00005000263,GPR34,ENSGALG00000016227,GPR34
ENSVKKG00000016669,FBLN5,ENSCPBG00000008713,FBLN5,ENSCPRG00005008157,FBLN5,ENSGALG00000010747,FBLN5
ENSVKKG00000012209,SERINC3,ENSCPBG00000026779,SERINC3,ENSCPRG00005011773,SERINC3,ENSGALG00000004220,SERINC3
ENSVKKG00000013441,FAM163B,ENSCPBG00000021134,FAM163B,ENSCPRG00005007535,FAM163B,ENSGALG00000026179,FAM163B
ENSVKKG00000010762,GLT8D2,ENSCPBG00000010773,GLT8D2,ENSCPRG00005018294,GLT8D2,ENSGALG00000034078,GLT8D2
ENSVKKG00000015207,PGGT1B,ENSCPBG00000001628,PGGT1B,ENSCPRG00005015545,PGGT1B,ENSGALG00000008197,PGGT1B
ENSVKKG00000004604,SWT1,ENSCPBG00000015691,SWT1,ENSCPRG00005013131,SWT1,ENSGALG00000034230,SWT1
ENSVKKG00000007403,HSD11B1L,ENSCPBG00000010915,HSD11B1L,ENSCPRG00005011641,HSD11B1L,ENSGALG00000012860,HSD11B1L
ENSVKKG00000005950,MACO1,ENSCPBG00000025064,MACO1,ENSCPRG00005016725,MACO1,ENSGALG00000001067,TMEM57
ENSVKKG00000000343,PPP1R36,ENSCPBG00000020341,PPP1R36,ENSCPRG00005016089,PPP1R36,ENSGALG00000040026,
ENSVKKG00000012021,PLEKHH2,ENSCPBG00000005355,PLEKHH2,ENSCPRG00005015487,PLEKHH2,ENSGALG00000009947,PLEKHH2
ENSVKKG00000011212,EGFR,ENSCPBG00000024828,EGFR,ENSCPRG00005011649,EGFR,ENSGALG00000038089,EGFR
ENSVKKG00000002630,PHPT1,ENSCPBG00000019207,PHPT1,ENSCPRG00005011097,PHPT1,ENSGALG00000039061,PHPT1
ENSVKKG00000008714,FEZ2,ENSCPBG00000023723,FEZ2,ENSCPRG00005013423,FEZ2,ENSGALG00000010594,FEZ2
ENSVKKG00000013582,BCAT1,ENSCPBG00000009138,BCAT1,ENSCPRG00005011965,BCAT1,ENSGALG00000013177,BCAT1
ENSVKKG00000014466,TMCC3,ENSCPBG00000001730,TMCC3,ENSCPRG00005002092,TMCC3,ENSGALG00000011320,TMCC3
ENSVKKG00000003781,RAB3GAP1,ENSCPBG00000010240,RAB3GAP1,ENSCPRG00005003872,RAB3GAP1,ENSGALG00000012214,RAB3GAP1
ENSVKKG00000002767,RIPOR1,ENSCPBG00000013079,RIPOR1,ENSCPRG00005000408,RIPOR1,ENSGALG00000030055,RIPOR1
ENSVKKG00000000646,HYLS1,ENSCPBG00000011169,HYLS1,ENSCPRG00005000923,HYLS1,ENSGALG00000036796,HYLS1
ENSVKKG00000013785,DENND5B,ENSCPBG00000027221,DENND5B,ENSCPRG00005017659,DENND5B,ENSGALG00000012944,DENND5B
ENSVKKG00000010103,DCX,ENSCPBG00000000272,DCX,ENSCPRG00005008722,DCX,ENSGALG00000007993,DCX
ENSVKKG00000002218,TRMT13,ENSCPBG00000026671,TRMT13,ENSCPRG00005014489,TRMT13,ENSGALG00000005290,TRMT13
ENSVKKG00000018422,ATIC,ENSCPBG00000026422,ATIC,ENSCPRG00005003393,ATIC,ENSGALG00000003570,ATIC
ENSVKKG00000002868,STYX,ENSCPBG00000021546,STYX,ENSCPRG00005011880,STYX,ENSGALG00000052448,STYX
ENSVKKG00000017904,B9D1,ENSCPBG00000021040,B9D1,ENSCPRG00005015456,B9D1,ENSGALG00000005096,B9D1
ENSVKKG00000017365,,ENSCPBG00000005835,MINDY2,ENSCPRG00005009458,MINDY2,ENSGALG00000004204,MINDY2
ENSVKKG00000005084,PRDM12,ENSCPBG00000022628,PRDM12,ENSCPRG00005004127,PRDM12,ENSGALG00000003895,PRDM12
ENSVKKG00000005044,,ENSCPBG00000006809,,ENSCPRG00005003859,,ENSGALG00000016327,
ENSVKKG00000008902,PIK3R1,ENSCPBG00000026883,PIK3R1,ENSCPRG00005017279,PIK3R1,ENSGALG00000014786,PIK3R1
ENSVKKG00000008166,WDR92,ENSCPBG00000014454,WDR92,ENSCPRG00005012802,WDR92,ENSGALG00000008760,WDR92
ENSVKKG00000001536,,ENSCPBG00000008737,,ENSCPRG00005000793,,ENSGALG00000016236,
ENSVKKG00000018007,CDCA7L,ENSCPBG00000022440,CDCA7L,ENSCPRG00005015926,CDCA7L,ENSGALG00000035978,CDCA7L
ENSVKKG00000004162,CCN4,ENSCPBG00000019695,CCN4,ENSCPRG00005011570,CCN4,ENSGALG00000030115,WISP1
ENSVKKG00000018155,PHF14,ENSCPBG00000024347,PHF14,ENSCPRG00005014612,PHF14,ENSGALG00000038041,PHF14
ENSVKKG00000003649,B4GALT2,ENSCPBG00000003534,B4GALT2,ENSCPRG00005017401,B4GALT2,ENSGALG00000010094,B4GALT2
ENSVKKG00000010523,HERC2,ENSCPBG00000008288,HERC2,ENSCPRG00005010056,HERC2,ENSGALG00000016739,HERC2
ENSVKKG00000013132,ARL6IP5,ENSCPBG00000000384,ARL6IP5,ENSCPRG00005015865,ARL6IP5,ENSGALG00000038904,ARL6IP5
ENSVKKG00000015505,ALDH7A1,ENSCPBG00000010823,ALDH7A1,ENSCPRG00005011875,ALDH7A1,ENSGALG00000008229,ALDH7A1
ENSVKKG00000014453,BTRC,ENSCPBG00000003583,BTRC,ENSCPRG00005013112,BTRC,ENSGALG00000007820,BTRC
ENSVKKG00000017815,ARRDC4,ENSCPBG00000019526,ARRDC4,ENSCPRG00005017633,ARRDC4,ENSGALG00000007012,ARRDC4
ENSVKKG00000006078,,ENSCPBG00000003034,,ENSCPRG00005000182,,ENSGALG00000035945,
ENSVKKG00000012382,NCEH1,ENSCPBG00000015897,NCEH1,ENSCPRG00005009516,NCEH1,ENSGALG00000009170,NCEH1
ENSVKKG00000004956,TBC1D32,ENSCPBG00000018735,TBC1D32,ENSCPRG00005004778,TBC1D32,ENSGALG00000014876,TBC1D32
ENSVKKG00000000781,PPP2R5E,ENSCPBG00000020473,PPP2R5E,ENSCPRG00005016878,PPP2R5E,ENSGALG00000011840,PPP2R5E
ENSVKKG00000006897,TACR1,ENSCPBG00000013069,TACR1,ENSCPRG00005016480,TACR1,ENSGALG00000036638,TACR1
ENSVKKG00000013426,RAB37,ENSCPBG00000028162,RAB37,ENSCPRG00005002615,RAB37,ENSGALG00000027789,RAB37
ENSVKKG00000007427,CLDN18,ENSCPBG00000000452,CLDN18,ENSCPRG00005009372,CLDN18,ENSGALG00000006593,CLDN18
ENSVKKG00000015034,DKK3,ENSCPBG00000016472,DKK3,ENSCPRG00005006225,DKK3,ENSGALG00000005551,DKK3
ENSVKKG00000010772,CLTC,ENSCPBG00000006112,CLTC,ENSCPRG00005011656,CLTC,ENSGALG00000005139,CLTC
ENSVKKG00000016771,,ENSCPBG00000021371,,ENSCPRG00005017676,,ENSGALG00000031860,
ENSVKKG00000017337,MTNR1A,ENSCPBG00000009164,MTNR1A,ENSCPRG00005011475,MTNR1A,ENSGALG00000013576,MTNR1A
ENSVKKG00000006982,PLPPR3,ENSCPBG00000000669,PLPPR3,ENSCPRG00005015046,PLPPR3,ENSGALG00000038529,PLPPR3
ENSVKKG00000005415,TMEM159,ENSCPBG00000019201,TMEM159,ENSCPRG00005006266,TMEM159,ENSGALG00000052056,
ENSVKKG00000015978,RAD23B,ENSCPBG00000024013,RAD23B,ENSCPRG00005014835,RAD23B,ENSGALG00000015540,RAD23B
ENSVKKG00000012062,PLCD3,ENSCPBG00000008873,PLCD3,ENSCPRG00005015493,PLCD3,ENSGALG00000045212,PLCD3
ENSVKKG00000004723,TRPM5,ENSCPBG00000010479,TRPM5,ENSCPRG00005017030,TRPM5,ENSGALG00000006521,TRPM5
ENSVKKG00000012257,SRBD1,ENSCPBG00000005677,SRBD1,ENSCPRG00005015290,SRBD1,ENSGALG00000009990,SRBD1
ENSVKKG00000003858,ECD,ENSCPBG00000007910,ECD,ENSCPRG00005009718,ECD,ENSGALG00000002686,ECD
ENSVKKG00000009134,DERL3,ENSCPBG00000000999,DERL3,ENSCPRG00005001593,DERL3,ENSGALG00000005994,DERL3
ENSVKKG00000009661,CTSA,ENSCPBG00000027248,CTSA,ENSCPRG00005008311,CTSA,ENSGALG00000006876,CTSA
ENSVKKG00000012941,SLC9A6,ENSCPBG00000026025,SLC9A6,ENSCPRG00005008100,SLC9A6,ENSGALG00000006180,SLC9A6
ENSVKKG00000000782,RBM33,ENSCPBG00000018221,RBM33,ENSCPRG00005005304,RBM33,ENSGALG00000006372,RBM33
ENSVKKG00000009336,USP48,ENSCPBG00000008781,USP48,ENSCPRG00005015436,USP48,ENSGALG00000030857,USP48
ENSVKKG00000015858,IFT43,ENSCPBG00000026270,IFT43,ENSCPRG00005005170,IFT43,ENSGALG00000020415,IFT43
ENSVKKG00000012548,TMPRSS7,ENSCPBG00000005443,TMPRSS7,ENSCPRG00005009778,,ENSGALG00000015389,TMPRSS7
ENSVKKG00000009317,WNK2,ENSCPBG00000022433,WNK2,ENSCPRG00005019115,WNK2,ENSGALG00000038850,WNK2
ENSVKKG00000017489,ARHGAP12,ENSCPBG00000015937,ARHGAP12,ENSCPRG00005007600,ARHGAP12,ENSGALG00000007254,ARHGAP12
ENSVKKG00000003413,CBLN1,ENSCPBG00000016000,CBLN1,ENSCPRG00005003876,CBLN1,ENSGALG00000042664,CBLN1
ENSVKKG00000012414,RPL7L1,ENSCPBG00000024742,RPL7L1,ENSCPRG00005004817,RPL7L1,ENSGALG00000011974,RPL7L1
ENSVKKG00000001369,FOSL2,ENSCPBG00000025400,FOSL2,ENSCPRG00005009795,FOSL2,ENSGALG00000010036,FOSL2
ENSVKKG00000006705,SLC6A11,ENSCPBG00000000487,SLC6A11,ENSCPRG00005019185,SLC6A11,ENSGALG00000004879,SLC6A11
ENSVKKG00000009824,FSBP,ENSCPBG00000003228,FSBP,ENSCPRG00005002328,FSBP,ENSGALG00000037933,FSBP
ENSVKKG00000012853,CBARP,ENSCPBG00000022920,CBARP,ENSCPRG00005015557,CBARP,ENSGALG00000048923,CBARP
ENSVKKG00000012364,AP4S1,ENSCPBG00000025936,AP4S1,ENSCPRG00005001250,AP4S1,ENSGALG00000009936,AP4S1
ENSVKKG00000008719,BPNT2,ENSCPBG00000004850,BPNT2,ENSCPRG00005016382,BPNT2,ENSGALG00000041573,BPNT2
ENSVKKG00000005120,MVB12B,ENSCPBG00000028192,MVB12B,ENSCPRG00005010892,MVB12B,ENSGALG00000000950,MVB12B
