eggnog_name,chicken_102_gene_id,chicken_110_gene_id,turtle_3_gene_id,komodo_gene_id,crocodile_gene_id
NAT10,ENSGALG00000014573,ENSGALG00010024880,ENSCPBG00000012518,ENSVKKG00000011685,ENSCPRG00005010567
NAT6,ENSGALG00000049722,ENSGALG00010027644,,ENSVKKG00000014232,ENSCPRG00005014433
NAT8B,"{'ENSGALG00000033857', 'ENSGALG00000050294'}","{'ENSGALG00010017502', 'ENSGALG00010017422'}","{'ENSCPBG00000009225', 'ENSCPBG00000001281', 'ENSCPBG00000002309', 'ENSCPBG00000006231', 'ENSCPBG00000002075', 'ENSCPBG00000006601', 'ENSCPBG00000017265', 'ENSCPBG00000001422', 'ENSCPBG00000002407', 'ENSCPBG00000003732', 'ENSCPBG00000011646'}","{'ENSVKKG00000018311', 'ENSVKKG00000018314'}",
NAT8L,ENSGALG00000054772,ENSGALG00010017631,ENSCPBG00000025087,ENSVKKG00000004811,ENSCPRG00005001582
NAT9,ENSGALG00000007723,ENSGALG00010029642,ENSCPBG00000028158,ENSVKKG00000013431,ENSCPRG00005002676
NATD1,ENSGALG00000004745,ENSGALG00010021573,ENSCPBG00000020883,ENSVKKG00000006855,ENSCPRG00005016042
NAV1,ENSGALG00000037370,ENSGALG00010026262,ENSCPBG00000001206,ENSVKKG00000015800,ENSCPRG00005006381
NAV2,ENSGALG00000003999,ENSGALG00010020125,ENSCPBG00000014050,ENSVKKG00000013161,ENSCPRG00005009511
NAV3,ENSGALG00000010311,ENSGALG00010013648,ENSCPBG00000017880,ENSVKKG00000015889,ENSCPRG00005004050
NBAS,ENSGALG00000042614,ENSGALG00010002952,ENSCPBG00000013977,ENSVKKG00000005679,ENSCPRG00005005782
NBEA,ENSGALG00000017062,ENSGALG00010006516,ENSCPBG00000003439,ENSVKKG00000002763,ENSCPRG00005005458
NBEAL1,ENSGALG00000008786,ENSGALG00010022149,ENSCPBG00000008970,ENSVKKG00000010967,ENSCPRG00005001495
NBEAL2,ENSGALG00000039120,ENSGALG00010025645,ENSCPBG00000015788,ENSVKKG00000011528,ENSCPRG00005002905
NBL1,ENSGALG00000040297,ENSGALG00010020636,ENSCPBG00000023574,ENSVKKG00000013066,ENSCPRG00005018506
NBN,ENSGALG00000037686,ENSGALG00010012671,ENSCPBG00000009356,ENSVKKG00000009928,ENSCPRG00005001535
NBR1,ENSGALG00000002765,ENSGALG00010024738,ENSCPBG00000016260,ENSVKKG00000016159,ENSCPRG00005008332
NCALD,ENSGALG00000032518,ENSGALG00010011885,ENSCPBG00000005695,ENSVKKG00000011088,ENSCPRG00005003858
NCAM1,ENSGALG00000007839,ENSGALG00010024950,ENSCPBG00000008941,ENSVKKG00000010963,ENSCPRG00005004761
NCAM2,ENSGALG00000015737,ENSGALG00010007068,ENSCPBG00000026794,ENSVKKG00000010503,ENSCPRG00005013291
NCAN,ENSGALG00000036484,ENSGALG00010028386,ENSCPBG00000012461,"{'ENSVKKG00000004415', 'ENSVKKG00000011608'}",
NCAPD2,ENSGALG00000039448,ENSGALG00010021989,,ENSVKKG00000003651,ENSCPRG00005007847
NCAPD3,ENSGALG00000001491,ENSGALG00010025272,"{'ENSCPBG00000017811', 'ENSCPBG00000017806'}",ENSVKKG00000015475,ENSCPRG00005001795
NCAPG,ENSGALG00000014425,ENSGALG00010010974,ENSCPBG00000018012,ENSVKKG00000002066,ENSCPRG00005004674
NCAPG2,ENSGALG00000006525,ENSGALG00010024953,ENSCPBG00000016215,"{'ENSVKKG00000000827', 'ENSVKKG00000000834'}",ENSCPRG00005005956
NCAPH,ENSGALG00000032270,ENSGALG00010019477,ENSCPBG00000023162,ENSVKKG00000001631,ENSCPRG00005013545
NCAPH2,ENSGALG00000054793,ENSGALG00010006457,ENSCPBG00000018133,"{'ENSVKKG00000017689', 'ENSVKKG00000017690'}",ENSCPRG00005003616
NCBP1,ENSGALG00000002087,ENSGALG00010009593,ENSCPBG00000024344,ENSVKKG00000003283,ENSCPRG00005012500
NCBP2,"{'ENSGALG00000005753', 'ENSGALG00000006843'}","{'ENSGALG00010018508', 'ENSGALG00010017122'}","{'ENSCPBG00000016711', 'ENSCPBG00000004735'}","{'ENSVKKG00000010551', 'ENSVKKG00000010571'}",ENSCPRG00005003591
NCBP2-AS2,ENSGALG00000052702,ENSGALG00010018633,ENSCPBG00000004729,,
NCDN,ENSGALG00000002408,ENSGALG00010013719,ENSCPBG00000018626,ENSVKKG00000007763,ENSCPRG00005018100
NCEH1,ENSGALG00000009170,ENSGALG00010018534,ENSCPBG00000015897,ENSVKKG00000012382,ENSCPRG00005009516
NCF1,ENSGALG00000001189,ENSGALG00010029377,ENSCPBG00000027660,ENSVKKG00000016831,ENSCPRG00005007445
NCF2,ENSGALG00000004700,ENSGALG00010011503,ENSCPBG00000015721,ENSVKKG00000004687,ENSCPRG00005013931
NCF4,ENSGALG00000038141,ENSGALG00010014840,ENSCPBG00000023126,ENSVKKG00000006523,ENSCPRG00005018935
NCK2,ENSGALG00000016799,ENSGALG00010012944,ENSCPBG00000007165,ENSVKKG00000008690,ENSCPRG00005014539
NCKAP1,ENSGALG00000002750,ENSGALG00010011212,ENSCPBG00000001346,ENSVKKG00000010695,ENSCPRG00005012620
NCKAP1L,ENSGALG00000035386,ENSGALG00010025685,ENSCPBG00000010061,"{'ENSVKKG00000013336', 'ENSVKKG00000000978'}",
NCKAP5,"{'ENSGALG00000054176', 'ENSGALG00000012177'}",ENSGALG00010019443,ENSCPBG00000010195,ENSVKKG00000003303,ENSCPRG00005003668
NCKAP5L,ENSGALG00000052251,,ENSCPBG00000019967,ENSVKKG00000003789,ENSCPRG00005001644
NCKIPSD,ENSGALG00000005713,ENSGALG00010027130,ENSCPBG00000014259,ENSVKKG00000010438,ENSCPRG00005018275
NCL,ENSGALG00000032930,ENSGALG00010015618,ENSCPBG00000016444,ENSVKKG00000003568,ENSCPRG00005012078
NCLN,ENSGALG00000013369,ENSGALG00010027129,ENSCPBG00000010884,ENSVKKG00000006933,ENSCPRG00005011700
NCMAP,ENSGALG00000030900,ENSGALG00010015937,ENSCPBG00000025086,,ENSCPRG00005016669
NCOA1,ENSGALG00000016617,ENSGALG00010010826,ENSCPBG00000022268,ENSVKKG00000001441,ENSCPRG00005002688
NCOA2,ENSGALG00000036017,ENSGALG00010003775,ENSCPBG00000006815,ENSVKKG00000002915,ENSCPRG00005018302
NCOA3,ENSGALG00000004570,ENSGALG00010023925,ENSCPBG00000026751,ENSVKKG00000003533,ENSCPRG00005010948
NCOA4,ENSGALG00000002066,ENSGALG00010010749,ENSCPBG00000007614,ENSVKKG00000008619,ENSCPRG00005010393
NCOA5,ENSGALG00000007009,ENSGALG00010013081,"{'ENSCPBG00000026808', 'ENSCPBG00000015969'}","{'ENSVKKG00000003416', 'ENSVKKG00000009577'}",ENSCPRG00005008375
NCOA6,ENSGALG00000001182,ENSGALG00010021627,ENSCPBG00000018210,ENSVKKG00000016986,ENSCPRG00005012865
NCOA7,ENSGALG00000014834,ENSGALG00010004087,ENSCPBG00000018541,ENSVKKG00000004825,ENSCPRG00005005036
NCOR1,"{'ENSGALG00000004477', 'ENSGALG00000052725'}",ENSGALG00010029731,ENSCPBG00000017263,ENSVKKG00000014134,ENSCPRG00005013264
NCOR2,ENSGALG00000003120,ENSGALG00010024649,ENSCPBG00000025101,ENSVKKG00000013102,ENSCPRG00005018243
NCS1,ENSGALG00000012710,ENSGALG00010028551,ENSCPBG00000022683,ENSVKKG00000001767,ENSCPRG00005004059
NCSTN,ENSGALG00000009147,ENSGALG00010027703,ENSCPBG00000025459,ENSVKKG00000004840,ENSCPRG00005013703
ND1,ENSGALG00000042750,ENSGALG00010000007,"{'ENSCPBG00000011699', 'ENSCPBG00000000007'}",ENSVKKG00000003085,ENSCPRG00005000007
ND3,ENSGALG00000030436,ENSGALG00010000026,ENSCPBG00000000026,,ENSCPRG00005000026
ND4,ENSGALG00000036229,ENSGALG00010000029,ENSCPBG00000000029,,ENSCPRG00005000029
ND4L,ENSGALG00000042478,ENSGALG00010000028,"{'ENSCPBG00000023711', 'ENSCPBG00000000028'}",ENSVKKG00000003088,ENSCPRG00005000028
ND5,ENSGALG00000029500,ENSGALG00010000033,ENSCPBG00000000033,,ENSCPRG00005000032
ND6,ENSGALG00000037838,ENSGALG00010000037,ENSCPBG00000000034,,ENSCPRG00005000033
NDC1,ENSGALG00000031606,ENSGALG00010025270,,ENSVKKG00000010965,ENSCPRG00005005059
NDC80,ENSGALG00000014801,ENSGALG00010001457,"{'ENSCPBG00000000968', 'ENSCPBG00000003328'}",ENSVKKG00000000651,ENSCPRG00005012579
NDE1,ENSGALG00000032590,ENSGALG00010020635,ENSCPBG00000020296,ENSVKKG00000017163,ENSCPRG00005009586
NDEL1,ENSGALG00000001163,ENSGALG00010029340,ENSCPBG00000027846,ENSVKKG00000002342,ENSCPRG00005008348
NDFIP1,ENSGALG00000043744,ENSGALG00010013353,ENSCPBG00000016575,ENSVKKG00000011814,ENSCPRG00005008386
NDFIP2,ENSGALG00000051466,ENSGALG00010000717,ENSCPBG00000026725,ENSVKKG00000018004,ENSCPRG00005018385
NDNF,ENSGALG00000011962,ENSGALG00010005399,ENSCPBG00000024732,ENSVKKG00000012419,ENSCPRG00005004799
NDNL2,ENSGALG00000040480,ENSGALG00010000406,ENSCPBG00000008668,ENSVKKG00000005181,
NDOR1,ENSGALG00000008920,ENSGALG00010028503,ENSCPBG00000000805,ENSVKKG00000003301,ENSCPRG00005011972
NDP,ENSGALG00000016222,ENSGALG00010011475,ENSCPBG00000019938,ENSVKKG00000013777,ENSCPRG00005017509
NDRG1,ENSGALG00000054783,ENSGALG00010009749,ENSCPBG00000019688,ENSVKKG00000004641,ENSCPRG00005011585
NDRG3,ENSGALG00000001492,ENSGALG00010021795,ENSCPBG00000019437,ENSVKKG00000015599,ENSCPRG00005014170
NDRG4,ENSGALG00000043662,ENSGALG00010023119,ENSCPBG00000026914,ENSVKKG00000010158,
NDST1,ENSGALG00000004581,ENSGALG00010013387,ENSCPBG00000010086,ENSVKKG00000004773,ENSCPRG00005012594
NDST2,ENSGALG00000005107,ENSGALG00010021178,ENSCPBG00000020635,ENSVKKG00000002834,ENSCPRG00005004613
NDST3,ENSGALG00000012010,ENSGALG00010005567,ENSCPBG00000024773,ENSVKKG00000012399,ENSCPRG00005004913
NDST4,ENSGALG00000012015,ENSGALG00010003898,ENSCPBG00000024777,ENSVKKG00000012398,ENSCPRG00005004945
NDUFA1,ENSGALG00000008613,ENSGALG00010012934,ENSCPBG00000020683,ENSVKKG00000011910,ENSCPRG00005005899
NDUFA10,ENSGALG00000004302,ENSGALG00010013783,ENSCPBG00000016882,ENSVKKG00000007218,ENSCPRG00005005367
NDUFA11,ENSGALG00000021692,ENSGALG00010027713,ENSCPBG00000004004,ENSVKKG00000013504,ENSCPRG00005013226
NDUFA12,ENSGALG00000011325,ENSGALG00010009654,ENSCPBG00000001751,"{'ENSVKKG00000011791', 'ENSVKKG00000014463'}",ENSCPRG00005002076
NDUFA13,ENSGALG00000039212,ENSGALG00010028512,,ENSVKKG00000011044,ENSCPRG00005015651
NDUFA2,ENSGALG00000040626,ENSGALG00010011685,ENSCPBG00000007654,ENSVKKG00000006979,ENSCPRG00005000921
NDUFA4,ENSGALG00000025999,ENSGALG00010002752,ENSCPBG00000024355,ENSVKKG00000008726,ENSCPRG00005014588
NDUFA5,ENSGALG00000008821,ENSGALG00010001701,ENSCPBG00000020662,"{'ENSVKKG00000015356', 'ENSVKKG00000009684'}",ENSCPRG00005010869
NDUFA6,ENSGALG00000035223,ENSGALG00010009795,ENSCPBG00000006468,,ENSCPRG00005019089
NDUFA7,ENSGALG00000000629,,"{'ENSCPBG00000017068', 'ENSCPBG00000003730'}",,ENSCPRG00005013033
NDUFA8,ENSGALG00000040987,ENSGALG00010027903,ENSCPBG00000009908,ENSVKKG00000018214,ENSCPRG00005010529
NDUFA9,ENSGALG00000017282,ENSGALG00010024338,ENSCPBG00000024156,ENSVKKG00000008402,ENSCPRG00005013363
NDUFAB1,ENSGALG00000006073,ENSGALG00010017057,ENSCPBG00000001919,ENSVKKG00000012368,ENSCPRG00005011148
NDUFAF1,ENSGALG00000008587,ENSGALG00010022513,ENSCPBG00000013532,ENSVKKG00000009465,ENSCPRG00005018587
NDUFAF2,ENSGALG00000027564,ENSGALG00010012688,ENSCPBG00000025541,ENSVKKG00000004036,ENSCPRG00005017096
NDUFAF3,ENSGALG00000054244,ENSGALG00010020653,ENSCPBG00000004053,ENSVKKG00000015092,ENSCPRG00005016718
NDUFAF4,ENSGALG00000019921,ENSGALG00010004123,ENSCPBG00000003460,ENSVKKG00000003335,ENSCPRG00005017345
NDUFAF5,ENSGALG00000020729,ENSGALG00010018061,ENSCPBG00000023288,ENSVKKG00000006277,ENSCPRG00005012315
NDUFAF6,ENSGALG00000040366,ENSGALG00010012583,ENSCPBG00000006270,ENSVKKG00000009563,ENSCPRG00005002560
NDUFAF7,ENSGALG00000010609,ENSGALG00010007098,ENSCPBG00000023683,ENSVKKG00000008738,ENSCPRG00005013474
NDUFB1,ENSGALG00000028537,,ENSCPBG00000008761,ENSVKKG00000000134,ENSCPRG00005008223
NDUFB10,ENSGALG00000005465,ENSGALG00010018852,ENSCPBG00000021145,ENSVKKG00000016274,ENSCPRG00005014877
NDUFB2,ENSGALG00000032595,ENSGALG00010013416,"{'ENSCPBG00000011814', 'ENSCPBG00000014071', 'ENSCPBG00000020125'}",ENSVKKG00000003356,ENSCPRG00005017962
NDUFB3,ENSGALG00000008239,ENSGALG00010024869,ENSCPBG00000011726,ENSVKKG00000007235,ENSCPRG00005008367
NDUFB4,ENSGALG00000027688,ENSGALG00010024994,ENSCPBG00000002050,ENSVKKG00000008190,ENSCPRG00005003439
NDUFB5,ENSGALG00000009076,ENSGALG00010018137,ENSCPBG00000026935,ENSVKKG00000012354,ENSCPRG00005010066
NDUFB6,ENSGALG00000002033,ENSGALG00010018767,ENSCPBG00000008138,ENSVKKG00000009909,ENSCPRG00005015444
NDUFB7,ENSGALG00000038714,,"{'ENSCPBG00000003094', 'ENSCPBG00000011786'}",ENSVKKG00000002496,
NDUFB8,ENSGALG00000005704,ENSGALG00010021073,ENSCPBG00000020556,,ENSCPRG00005000747
NDUFB9,ENSGALG00000042242,ENSGALG00010008731,ENSCPBG00000020618,,ENSCPRG00005009015
NDUFC2,ENSGALG00000029172,ENSGALG00010001957,ENSCPBG00000027798,ENSVKKG00000005788,ENSCPRG00005016533
NDUFS1,ENSGALG00000008606,ENSGALG00010025984,ENSCPBG00000019234,ENSVKKG00000013678,ENSCPRG00005001849
NDUFS2,ENSGALG00000041418,ENSGALG00010027570,ENSCPBG00000009243,ENSVKKG00000007295,
NDUFS3,ENSGALG00000008084,ENSGALG00010023836,ENSCPBG00000016959,ENSVKKG00000018450,ENSCPRG00005017439
NDUFS4,ENSGALG00000028026,ENSGALG00010012578,ENSCPBG00000007496,ENSVKKG00000001921,ENSCPRG00005016759
NDUFS5,ENSGALG00000003625,ENSGALG00010017738,ENSCPBG00000010979,ENSVKKG00000008089,ENSCPRG00005015571
NDUFS6,ENSGALG00000013191,ENSGALG00010007555,ENSCPBG00000004939,ENSVKKG00000004121,ENSCPRG00005014126
NDUFS7,ENSGALG00000009703,ENSGALG00010028036,ENSCPBG00000022943,ENSVKKG00000012835,ENSCPRG00005015599
NDUFS8,ENSGALG00000040173,ENSGALG00010021238,ENSCPBG00000016895,ENSVKKG00000017161,ENSCPRG00005010288
NDUFV2,ENSGALG00000036625,ENSGALG00010001849,ENSCPBG00000028377,ENSVKKG00000017585,ENSCPRG00005009576
NDUFV3,ENSGALG00000022813,ENSGALG00010011293,ENSCPBG00000012948,ENSVKKG00000013935,ENSCPRG00005016392
NEB,"{'ENSGALG00000053046', 'ENSGALG00000053408', 'ENSGALG00000040995', 'ENSGALG00000050717'}",ENSGALG00010010115,ENSCPBG00000026030,"{'ENSVKKG00000016748', 'ENSVKKG00000016656'}",ENSCPRG00005008458
NEBL,"{'ENSGALG00000031565', 'ENSGALG00000037769'}","{'ENSGALG00010026149', 'ENSGALG00010005836'}",ENSCPBG00000015130,"{'ENSVKKG00000000526', 'ENSVKKG00000000514'}","{'ENSCPRG00005009427', 'ENSCPRG00005009479'}"
NECAB1,ENSGALG00000029509,ENSGALG00010011019,ENSCPBG00000002796,"{'ENSVKKG00000009854', 'ENSVKKG00000009855'}",ENSCPRG00005001706
NECAB2,ENSGALG00000003323,ENSGALG00010024761,ENSCPBG00000012039,ENSVKKG00000002913,ENSCPRG00005002717
NECAB3,ENSGALG00000003065,ENSGALG00010025413,ENSCPBG00000019179,ENSVKKG00000017002,ENSCPRG00005012733
NECAP1,ENSGALG00000037656,ENSGALG00010024821,ENSCPBG00000009975,ENSVKKG00000010385,ENSCPRG00005012663
NECAP2,ENSGALG00000003745,ENSGALG00010020338,ENSCPBG00000010602,ENSVKKG00000008755,ENSCPRG00005017261
NEDD1,ENSGALG00000031699,ENSGALG00010011979,ENSCPBG00000002300,ENSVKKG00000013488,ENSCPRG00005019125
NEDD4,ENSGALG00000004347,ENSGALG00010022466,ENSCPBG00000004215,ENSVKKG00000017418,ENSCPRG00005011696
NEDD4L,"{'ENSGALG00000034584', 'ENSGALG00000031355'}","{'ENSGALG00010013134', 'ENSGALG00010010322'}",ENSCPBG00000024112,ENSVKKG00000011434,ENSCPRG00005013249
NEDD8,ENSGALG00000036955,ENSGALG00010004034,ENSCPBG00000025750,ENSVKKG00000015664,
NEDD9,ENSGALG00000012747,ENSGALG00010010697,ENSCPBG00000008477,ENSVKKG00000018401,ENSCPRG00005002026
NEFH,ENSGALG00000008085,ENSGALG00010000191,ENSCPBG00000001911,ENSVKKG00000009263,ENSCPRG00005006886
NEFL,ENSGALG00000000314,ENSGALG00010018944,ENSCPBG00000002688,ENSVKKG00000013480,ENSCPRG00005014205
NEFM,ENSGALG00000000317,ENSGALG00010018973,ENSCPBG00000002682,,ENSCPRG00005014206
NEGR1,ENSGALG00000011350,ENSGALG00010023942,ENSCPBG00000022521,ENSVKKG00000000961,ENSCPRG00005012872
NEIL1,ENSGALG00000001586,ENSGALG00010021345,"{'ENSCPBG00000003260', 'ENSCPBG00000011672'}",ENSVKKG00000001537,ENSCPRG00005006738
NEIL2,ENSGALG00000016664,ENSGALG00010011325,ENSCPBG00000020199,ENSVKKG00000005823,ENSCPRG00005002357
NEIL3,ENSGALG00000010719,ENSGALG00010004472,ENSCPBG00000003366,,ENSCPRG00005011433
NEK1,ENSGALG00000009683,ENSGALG00010008412,ENSCPBG00000027255,ENSVKKG00000008307,ENSCPRG00005011096
NEK10,ENSGALG00000011322,ENSGALG00010002559,ENSCPBG00000022609,ENSVKKG00000001287,ENSCPRG00005004170
NEK11,"{'ENSGALG00000048007', 'ENSGALG00000037242'}",ENSGALG00010018522,"{'ENSCPBG00000022846', 'ENSCPBG00000022847', 'ENSCPBG00000004862'}",ENSVKKG00000018034,ENSCPRG00005005624
NEK2,ENSGALG00000009854,ENSGALG00010020623,ENSCPBG00000015492,ENSVKKG00000018274,ENSCPRG00005000292
NEK3,ENSGALG00000017024,ENSGALG00010002467,ENSCPBG00000000449,ENSVKKG00000009102,ENSCPRG00005003345
NEK4,ENSGALG00000041428,ENSGALG00010028069,ENSCPBG00000018347,ENSVKKG00000015318,ENSCPRG00005014307
NEK5,ENSGALG00000017023,ENSGALG00010002454,ENSCPBG00000000387,"{'ENSVKKG00000014193', 'ENSVKKG00000009174', 'ENSVKKG00000009172'}",ENSCPRG00005003341
NEK6,ENSGALG00000001118,ENSGALG00010029146,ENSCPBG00000028115,ENSVKKG00000018192,ENSCPRG00005010741
NEK7,ENSGALG00000002216,ENSGALG00010012413,ENSCPBG00000028276,ENSVKKG00000004975,ENSCPRG00005017858
NEK8,ENSGALG00000003979,ENSGALG00010029220,ENSCPBG00000020240,ENSVKKG00000000049,ENSCPRG00005015720
NEK9,ENSGALG00000010314,ENSGALG00010006177,ENSCPBG00000026242,ENSVKKG00000015813,ENSCPRG00005005015
NELFA,ENSGALG00000015699,ENSGALG00010016741,ENSCPBG00000025095,ENSVKKG00000004821,ENSCPRG00005001509
NELFB,ENSGALG00000008532,ENSGALG00010027568,ENSCPBG00000023974,ENSVKKG00000012412,ENSCPRG00005012042
NELFCD,ENSGALG00000007477,ENSGALG00010016361,ENSCPBG00000027003,ENSVKKG00000004042,ENSCPRG00005005167
NELFE,ENSGALG00000045676,ENSGALG00010025929,ENSCPBG00000000225,ENSVKKG00000008764,
NELL1,ENSGALG00000003777,ENSGALG00010020290,"{'ENSCPBG00000014020', 'ENSCPBG00000028004'}",ENSVKKG00000002073,ENSCPRG00005008216
NELL2,ENSGALG00000009601,ENSGALG00010013749,ENSCPBG00000015367,ENSVKKG00000014247,ENSCPRG00005008673
NEMF,ENSGALG00000012263,ENSGALG00010019172,ENSCPBG00000015043,ENSVKKG00000006590,ENSCPRG00005018739
NENF,ENSGALG00000009821,ENSGALG00010019515,"{'ENSCPBG00000015468', 'ENSCPBG00000002142'}",ENSVKKG00000000007,ENSCPRG00005000447
NEO1,ENSGALG00000001774,ENSGALG00010021618,"{'ENSCPBG00000006407', 'ENSCPBG00000011035'}",ENSVKKG00000005158,ENSCPRG00005006367
NEPN,ENSGALG00000014900,ENSGALG00010014560,ENSCPBG00000018824,ENSVKKG00000005099,ENSCPRG00005004319
NET1,ENSGALG00000008437,ENSGALG00010006853,ENSCPBG00000019175,ENSVKKG00000000308,ENSCPRG00005002070
NETO1,ENSGALG00000041184,ENSGALG00010001254,ENSCPBG00000028434,ENSVKKG00000017639,ENSCPRG00005005685
NETO2,ENSGALG00000004071,ENSGALG00010024340,ENSCPBG00000016061,ENSVKKG00000003347,ENSCPRG00005004001
NEU2,ENSGALG00000037467,ENSGALG00010022942,ENSCPBG00000024374,,ENSCPRG00005008602
NEU3,ENSGALG00000028960,ENSGALG00010001886,"{'ENSCPBG00000000052', 'ENSCPBG00000018584', 'ENSCPBG00000004490', 'ENSCPBG00000000053'}","{'ENSVKKG00000001879', 'ENSVKKG00000001875', 'ENSVKKG00000007393'}",ENSCPRG00005017614
NEU4,ENSGALG00000006361,ENSGALG00010024860,ENSCPBG00000021359,ENSVKKG00000010884,ENSCPRG00005009553
NEURL1,ENSGALG00000008281,ENSGALG00010021166,ENSCPBG00000024483,ENSVKKG00000000261,ENSCPRG00005012544
NEURL1B,ENSGALG00000002846,ENSGALG00010012391,ENSCPBG00000007630,ENSVKKG00000013324,ENSCPRG00005007875
NEURL2,ENSGALG00000006854,ENSGALG00010015986,ENSCPBG00000027250,ENSVKKG00000009860,ENSCPRG00005008309
NEUROD1,ENSGALG00000008908,ENSGALG00010026026,ENSCPBG00000001635,ENSVKKG00000000191,ENSCPRG00005013456
NEUROD2,ENSGALG00000039633,ENSGALG00010026122,ENSCPBG00000004262,ENSVKKG00000013005,ENSCPRG00005002700
NEUROD4,ENSGALG00000034306,ENSGALG00010023386,ENSCPBG00000010100,ENSVKKG00000005229,ENSCPRG00005004471
NEUROD6,ENSGALG00000030287,ENSGALG00010019676,ENSCPBG00000013640,ENSVKKG00000007826,ENSCPRG00005009885
NEUROG1,ENSGALG00000029692,ENSGALG00010013092,ENSCPBG00000008612,ENSVKKG00000014365,ENSCPRG00005010825
NEXN,ENSGALG00000008945,ENSGALG00010022290,ENSCPBG00000016995,ENSVKKG00000005407,ENSCPRG00005017222
NF1,ENSGALG00000005660,ENSGALG00010029534,ENSCPBG00000010238,ENSVKKG00000017348,ENSCPRG00005009228
NF2,"{'ENSGALG00000048940', 'ENSGALG00000008073'}","{'ENSGALG00010029645', 'ENSGALG00010000153'}","{'ENSCPBG00000014890', 'ENSCPBG00000007765'}","{'ENSVKKG00000003846', 'ENSVKKG00000009217'}","{'ENSCPRG00005007816', 'ENSCPRG00005006585'}"
NFAM1,ENSGALG00000011872,ENSGALG00010010223,ENSCPBG00000021809,ENSVKKG00000016913,ENSCPRG00005001832
NFASC,ENSGALG00000031776,ENSGALG00010027311,ENSCPBG00000001242,ENSVKKG00000010309,ENSCPRG00005010546
NFAT5,ENSGALG00000039300,ENSGALG00010008274,ENSCPBG00000027038,ENSVKKG00000007998,ENSCPRG00005008488
NFATC1,ENSGALG00000042534,ENSGALG00010007252,ENSCPBG00000003948,ENSVKKG00000006544,ENSCPRG00005004588
NFATC2,ENSGALG00000007963,ENSGALG00010014143,"{'ENSCPBG00000005482', 'ENSCPBG00000014991'}",ENSVKKG00000016428,ENSCPRG00005004673
NFATC3,ENSGALG00000003396,ENSGALG00010021335,ENSCPBG00000012096,ENSVKKG00000000912,ENSCPRG00005002786
NFE2,ENSGALG00000051041,ENSGALG00010022493,ENSCPBG00000022324,ENSVKKG00000004396,
NFE2L1,ENSGALG00000011937,ENSGALG00010021583,ENSCPBG00000027369,ENSVKKG00000002481,ENSCPRG00005007178
NFE2L2,ENSGALG00000009240,ENSGALG00010024107,ENSCPBG00000003397,ENSVKKG00000002034,ENSCPRG00005013780
NFIA,ENSGALG00000010924,ENSGALG00010024816,ENSCPBG00000013953,"{'ENSVKKG00000012056', 'ENSVKKG00000012059'}",ENSCPRG00005006091
NFIB,ENSGALG00000005441,ENSGALG00010016418,ENSCPBG00000025357,ENSVKKG00000014616,ENSCPRG00005001399
NFIC,ENSGALG00000041643,ENSGALG00010028165,ENSCPBG00000017128,ENSVKKG00000008127,ENSCPRG00005012131
NFIL3,ENSGALG00000015209,"{'ENSGALG00010009444', 'ENSGALG00010028553'}","{'ENSCPBG00000020350', 'ENSCPBG00000011185'}",ENSVKKG00000008411,"{'ENSCPRG00005010394', 'ENSCPRG00005009417'}"
NFIX,ENSGALG00000041630,ENSGALG00010003273,ENSCPBG00000023946,ENSVKKG00000014015,
NFKB1,ENSGALG00000012304,ENSGALG00010005476,ENSCPBG00000016429,ENSVKKG00000009869,ENSCPRG00005012009
NFKB2,ENSGALG00000005653,ENSGALG00010021000,ENSCPBG00000020445,ENSVKKG00000002999,ENSCPRG00005000880
NFKBIA,ENSGALG00000027864,ENSGALG00010005913,ENSCPBG00000009924,ENSVKKG00000012504,ENSCPRG00005003675
NFKBIB,ENSGALG00000029691,ENSGALG00010009180,ENSCPBG00000018929,ENSVKKG00000014371,
NFKBID,ENSGALG00000028496,"{'ENSGALG00010024187', 'ENSGALG00010001372'}",ENSCPBG00000017093,ENSVKKG00000008065,
NFKBIE,ENSGALG00000044525,ENSGALG00010019572,ENSCPBG00000025322,ENSVKKG00000004216,ENSCPRG00005010740
NFKBIZ,ENSGALG00000015346,ENSGALG00010006156,ENSCPBG00000004507,ENSVKKG00000017224,ENSCPRG00005010808
NFRKB,ENSGALG00000001306,ENSGALG00010023289,ENSCPBG00000026873,ENSVKKG00000000943,ENSCPRG00005001390
NFS1,ENSGALG00000001568,ENSGALG00010022230,ENSCPBG00000011597,ENSVKKG00000015608,
NFU1,ENSGALG00000030200,ENSGALG00010017546,ENSCPBG00000003389,ENSVKKG00000001717,ENSCPRG00005016291
NFX1,ENSGALG00000043724,ENSGALG00010007479,ENSCPBG00000017928,ENSVKKG00000004077,ENSCPRG00005012491
NFXL1,ENSGALG00000014138,ENSGALG00010013901,ENSCPBG00000024927,ENSVKKG00000004968,ENSCPRG00005009686
NFYA,ENSGALG00000003247,ENSGALG00010027648,ENSCPBG00000017467,ENSVKKG00000007140,ENSCPRG00005011494
NFYB,ENSGALG00000041193,ENSGALG00010011856,ENSCPBG00000012733,ENSVKKG00000010759,ENSCPRG00005018299
NFYC,ENSGALG00000003189,ENSGALG00010017183,ENSCPBG00000018957,ENSVKKG00000010197,ENSCPRG00005001412
