ref_komodo_stable_id,komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000009844,ENSVKKG00000009844,,ENSCPBG00000016383,EMCN,ortholog_one2one,,,,ENSGALG00000046550,,ortholog_one2one,ENSG00000164035,EMCN,ortholog_one2one,ENSMUSG00000054690,Emcn,ortholog_one2one
ENSVKKG00000009847,ENSVKKG00000009847,BANK1,ENSCPBG00000016404,BANK1,ortholog_one2one,ENSCPRG00005012049,,ortholog_one2one,ENSGALG00000012292,BANK1,ortholog_one2one,ENSG00000153064,BANK1,ortholog_one2one,ENSMUSG00000037922,Bank1,ortholog_one2one
ENSVKKG00000009850,ENSVKKG00000009850,PIP4P2,ENSCPBG00000002850,PIP4P2,ortholog_one2one,ENSCPRG00005001762,PIP4P2,ortholog_one2one,ENSGALG00000029571,TMEM55A,ortholog_one2one,ENSG00000155099,PIP4P2,ortholog_one2one,ENSMUSG00000028221,Pip4p2,ortholog_one2one
ENSVKKG00000009851,ENSVKKG00000009851,PEX26,ENSCPBG00000028225,PEX26,ortholog_one2one,ENSCPRG00005013248,PEX26,ortholog_one2one,ENSGALG00000019286,PEX26,ortholog_one2one,ENSG00000215193,PEX26,ortholog_one2one,ENSMUSG00000067825,Pex26,ortholog_one2one
ENSVKKG00000009853,ENSVKKG00000009853,,ENSCPBG00000028226,,ortholog_one2one,ENSCPRG00005013247,,ortholog_one2one,ENSGALG00000013045,TUBA8B,ortholog_one2one,ENSG00000183785,TUBA8,ortholog_one2many,ENSMUSG00000030137,Tuba8,ortholog_one2many
ENSVKKG00000009857,ENSVKKG00000009857,TMEM64,ENSCPBG00000002776,TMEM64,ortholog_one2one,ENSCPRG00005001616,TMEM64,ortholog_one2one,ENSGALG00000042599,TMEM64,ortholog_one2one,ENSG00000180694,TMEM64,ortholog_one2one,ENSMUSG00000043252,Tmem64,ortholog_one2one
ENSVKKG00000009858,ENSVKKG00000009858,,ENSCPBG00000028228,,ortholog_one2one,ENSCPRG00005013223,,ortholog_one2one,ENSGALG00000013057,,ortholog_one2one,"{'ENSG00000184979', 'ENSG00000161133'}","{'USP41', 'USP18'}",ortholog_one2many,ENSMUSG00000030107,Usp18,ortholog_one2one
ENSVKKG00000009863,ENSVKKG00000009863,GAS6,ENSCPBG00000022866,GAS6,ortholog_one2one,ENSCPRG00005016206,GAS6,ortholog_one2one,ENSGALG00000016820,GAS6,ortholog_one2one,ENSG00000183087,GAS6,ortholog_one2one,ENSMUSG00000031451,Gas6,ortholog_one2one
ENSVKKG00000009867,ENSVKKG00000009867,SLC39A8,ENSCPBG00000016425,SLC39A8,ortholog_one2one,ENSCPRG00005012045,SLC39A8,ortholog_one2one,ENSGALG00000012298,SLC39A8,ortholog_one2one,ENSG00000138821,SLC39A8,ortholog_one2one,ENSMUSG00000053897,Slc39a8,ortholog_one2one
ENSVKKG00000009868,ENSVKKG00000009868,,ENSCPBG00000028232,,ortholog_one2one,,,,ENSGALG00000050257,,ortholog_one2one,"{'ENSG00000264006', 'ENSG00000196139', 'ENSG00000198074', 'ENSG00000227471', 'ENSG00000198610', 'ENSG00000162482', 'ENSG00000151632', 'ENSG00000187134'}","{'AKR1C3', 'AKR1C2', 'AKR7A3', 'AKR1B10', 'AKR1C8P', 'AKR1C4', 'AKR1C1', 'AKR1B15'}",ortholog_many2many,"{'ENSMUSG00000052131', 'ENSMUSG00000021213', 'ENSMUSG00000029762', 'ENSMUSG00000071551', 'ENSMUSG00000021211', 'ENSMUSG00000061758'}","{'Akr1b10', 'Akr1c13', 'Akr1b7', 'Akr1c19', 'Akr1b8', 'Akr1c12'}",ortholog_many2many
ENSVKKG00000009869,ENSVKKG00000009869,NFKB1,ENSCPBG00000016429,NFKB1,ortholog_one2one,ENSCPRG00005012009,NFKB1,ortholog_one2one,ENSGALG00000012304,NFKB1,ortholog_one2one,ENSG00000109320,NFKB1,ortholog_one2one,ENSMUSG00000028163,Nfkb1,ortholog_one2one
ENSVKKG00000009871,ENSVKKG00000009871,UBE2C,ENSCPBG00000027262,UBE2C,ortholog_one2one,ENSCPRG00005008259,UBE2C,ortholog_one2one,ENSGALG00000026380,UBE2C,ortholog_one2one,ENSG00000175063,UBE2C,ortholog_one2one,ENSMUSG00000001403,Ube2c,ortholog_one2one
ENSVKKG00000009875,ENSVKKG00000009875,PLAA,ENSCPBG00000007890,PLAA,ortholog_one2one,ENSCPRG00005015239,PLAA,ortholog_one2one,ENSGALG00000001782,PLAA,ortholog_one2one,ENSG00000137055,PLAA,ortholog_one2one,ENSMUSG00000028577,Plaa,ortholog_one2one
ENSVKKG00000009878,ENSVKKG00000009878,TMCO3,ENSCPBG00000013976,TMCO3,ortholog_one2one,ENSCPRG00005016295,TMCO3,ortholog_one2one,ENSGALG00000016824,TMCO3,ortholog_one2one,ENSG00000150403,TMCO3,ortholog_one2one,ENSMUSG00000038497,Tmco3,ortholog_one2one
ENSVKKG00000009882,ENSVKKG00000009882,MANBA,ENSCPBG00000003184,MANBA,ortholog_one2one,ENSCPRG00005012002,MANBA,ortholog_one2one,ENSGALG00000012308,MANBA,ortholog_one2one,ENSG00000109323,MANBA,ortholog_one2one,ENSMUSG00000028164,Manba,ortholog_one2one
ENSVKKG00000009895,ENSVKKG00000009895,LAMP1,ENSCPBG00000019798,LAMP1,ortholog_one2one,ENSCPRG00005016313,LAMP1,ortholog_one2one,ENSGALG00000037697,LAMP1,ortholog_one2one,ENSG00000185896,LAMP1,ortholog_one2one,ENSMUSG00000031447,Lamp1,ortholog_one2one
ENSVKKG00000009898,ENSVKKG00000009898,ZC3H12A,ENSCPBG00000018492,ZC3H12A,ortholog_one2one,ENSCPRG00005002535,ZC3H12A,ortholog_one2one,ENSGALG00000002021,ZC3H12A,ortholog_one2one,ENSG00000163874,ZC3H12A,ortholog_one2one,ENSMUSG00000042677,Zc3h12a,ortholog_one2one
ENSVKKG00000009902,ENSVKKG00000009902,ADAR,ENSCPBG00000024639,ADAR,ortholog_one2one,ENSCPRG00005013761,ADAR,ortholog_one2one,ENSGALG00000021475,ADAR,ortholog_one2one,ENSG00000160710,ADAR,ortholog_one2one,ENSMUSG00000027951,Adar,ortholog_one2one
ENSVKKG00000009904,ENSVKKG00000009904,ACO1,ENSCPBG00000008077,ACO1,ortholog_one2one,ENSCPRG00005015409,ACO1,ortholog_one2one,ENSGALG00000002162,ACO1,ortholog_one2one,ENSG00000122729,ACO1,ortholog_one2one,ENSMUSG00000028405,Aco1,ortholog_one2one
ENSVKKG00000009905,ENSVKKG00000009905,DDX58,ENSCPBG00000008101,DDX58,ortholog_one2one,ENSCPRG00005015434,DDX58,ortholog_one2one,,,,ENSG00000107201,DDX58,ortholog_one2one,ENSMUSG00000040296,Ddx58,ortholog_one2one
ENSVKKG00000009906,ENSVKKG00000009906,PROZ,,,,ENSCPRG00005016332,PROZ,ortholog_one2one,ENSGALG00000016832,PROZ,ortholog_one2one,ENSG00000126231,PROZ,ortholog_one2one,ENSMUSG00000031445,Proz,ortholog_one2one
ENSVKKG00000009909,ENSVKKG00000009909,NDUFB6,ENSCPBG00000008138,NDUFB6,ortholog_one2one,ENSCPRG00005015444,NDUFB6,ortholog_one2one,ENSGALG00000002033,NDUFB6,ortholog_one2one,ENSG00000165264,NDUFB6,ortholog_one2one,ENSMUSG00000071014,Ndufb6,ortholog_one2one
ENSVKKG00000009913,ENSVKKG00000009913,LPAR1,ENSCPBG00000008165,LPAR1,ortholog_one2one,ENSCPRG00005015199,LPAR1,ortholog_one2one,ENSGALG00000015729,LPAR1,ortholog_one2one,ENSG00000198121,LPAR1,ortholog_one2one,ENSMUSG00000038668,Lpar1,ortholog_one2one
ENSVKKG00000009917,ENSVKKG00000009917,,ENSCPBG00000008319,TXN,ortholog_one2one,,,,ENSGALG00000015704,TXN,ortholog_one2one,ENSG00000136810,TXN,ortholog_one2many,ENSMUSG00000028367,Txn1,ortholog_one2many
ENSVKKG00000009919,ENSVKKG00000009919,MCF2L,ENSCPBG00000019479,MCF2L,ortholog_one2one,ENSCPRG00005016380,MCF2L,ortholog_one2one,ENSGALG00000016834,MCF2L,ortholog_one2one,ENSG00000126217,MCF2L,ortholog_one2one,ENSMUSG00000031442,Mcf2l,ortholog_one2one
ENSVKKG00000009926,ENSVKKG00000009926,,"{'ENSCPBG00000008340', 'ENSCPBG00000008361'}",,ortholog_one2many,ENSCPRG00005015114,SMC2,ortholog_one2one,ENSGALG00000015691,SMC2,ortholog_one2one,ENSG00000136824,SMC2,ortholog_one2one,ENSMUSG00000028312,Smc2,ortholog_one2one
ENSVKKG00000009928,ENSVKKG00000009928,NBN,ENSCPBG00000009356,NBN,ortholog_one2one,ENSCPRG00005001535,NBN,ortholog_one2one,ENSGALG00000037686,NBN,ortholog_one2one,ENSG00000104320,NBN,ortholog_one2one,ENSMUSG00000028224,Nbn,ortholog_one2one
ENSVKKG00000009930,ENSVKKG00000009930,,ENSCPBG00000009465,,ortholog_one2one,"{'ENSCPRG00005001441', 'ENSCPRG00005001459'}",,ortholog_one2many,ENSGALG00000034806,,ortholog_one2one,,,,,,
ENSVKKG00000009931,ENSVKKG00000009931,RIPK2,ENSCPBG00000009481,RIPK2,ortholog_one2one,ENSCPRG00005001428,RIPK2,ortholog_one2one,ENSGALG00000043535,RIPK2,ortholog_one2one,ENSG00000104312,RIPK2,ortholog_one2one,ENSMUSG00000041135,Ripk2,ortholog_one2one
ENSVKKG00000009932,ENSVKKG00000009932,PLBD1,ENSCPBG00000020939,PLBD1,ortholog_one2one,ENSCPRG00005001525,PLBD1,ortholog_one2one,ENSGALG00000029583,PLBD1,ortholog_one2one,ENSG00000121316,PLBD1,ortholog_one2one,ENSMUSG00000030214,Plbd1,ortholog_one2one
ENSVKKG00000009965,ENSVKKG00000009965,TMEM140,ENSCPBG00000005847,TMEM140,ortholog_one2one,ENSCPRG00005001200,TMEM140,ortholog_one2one,ENSGALG00000044155,TMEM140,ortholog_one2one,ENSG00000146859,TMEM140,ortholog_one2one,ENSMUSG00000057137,Tmem140,ortholog_one2one
ENSVKKG00000009970,ENSVKKG00000009970,WDR91,ENSCPBG00000005388,WDR91,ortholog_one2one,,,,ENSGALG00000011724,WDR91,ortholog_one2one,ENSG00000105875,WDR91,ortholog_one2one,ENSMUSG00000058486,Wdr91,ortholog_one2one
ENSVKKG00000009975,ENSVKKG00000009975,PPARD,ENSCPBG00000017878,PPARD,ortholog_one2one,ENSCPRG00005014343,PPARD,ortholog_one2one,ENSGALG00000002588,PPARD,ortholog_one2one,ENSG00000112033,PPARD,ortholog_one2one,ENSMUSG00000002250,Ppard,ortholog_one2one
ENSVKKG00000009978,ENSVKKG00000009978,FANCE,ENSCPBG00000017868,FANCE,ortholog_one2one,ENSCPRG00005014369,FANCE,ortholog_one2one,ENSGALG00000002561,,ortholog_one2one,ENSG00000112039,FANCE,ortholog_one2one,ENSMUSG00000007570,Fance,ortholog_one2one
ENSVKKG00000009994,ENSVKKG00000009994,STARD8,ENSCPBG00000007286,STARD8,ortholog_one2one,ENSCPRG00005009070,STARD8,ortholog_one2one,ENSGALG00000032419,STARD8,ortholog_one2one,ENSG00000130052,STARD8,ortholog_one2one,ENSMUSG00000031216,Stard8,ortholog_one2one
ENSVKKG00000010001,ENSVKKG00000010001,,ENSCPBG00000017448,,ortholog_one2one,ENSCPRG00005011393,,ortholog_one2one,ENSGALG00000003435,PGC,ortholog_one2one,,,,ENSMUSG00000024738,Pga5,ortholog_many2many
ENSVKKG00000010004,ENSVKKG00000010004,TOMM6,ENSCPBG00000017444,TOMM6,ortholog_one2one,ENSCPRG00005011375,,ortholog_one2one,ENSGALG00000043002,TOMM6,ortholog_one2one,ENSG00000214736,TOMM6,ortholog_one2one,ENSMUSG00000033475,Tomm6,ortholog_one2one
ENSVKKG00000010005,ENSVKKG00000010005,USP49,ENSCPBG00000017442,USP49,ortholog_one2one,ENSCPRG00005011370,USP49,ortholog_one2one,ENSGALG00000003461,USP49,ortholog_one2one,ENSG00000164663,USP49,ortholog_one2one,ENSMUSG00000090115,Usp49,ortholog_one2one
ENSVKKG00000010006,ENSVKKG00000010006,EDA,ENSCPBG00000014416,EDA,ortholog_one2one,ENSCPRG00005009102,EDA,ortholog_one2one,ENSGALG00000035966,EDA,ortholog_one2one,ENSG00000158813,EDA,ortholog_one2one,ENSMUSG00000059327,Eda,ortholog_one2one
ENSVKKG00000010012,ENSVKKG00000010012,P2RY4,ENSCPBG00000014366,P2RY4,ortholog_one2one,ENSCPRG00005009130,P2RY4,ortholog_one2one,ENSGALG00000004346,P2RY4,ortholog_one2one,ENSG00000186912,P2RY4,ortholog_one2one,ENSMUSG00000044359,P2ry4,ortholog_one2one
ENSVKKG00000010021,ENSVKKG00000010021,MZT1,ENSCPBG00000010343,MZT1,ortholog_one2one,ENSCPRG00005018691,MZT1,ortholog_one2one,ENSGALG00000016932,MZT1,ortholog_one2one,ENSG00000204899,MZT1,ortholog_one2one,ENSMUSG00000033186,Mzt1,ortholog_one2one
ENSVKKG00000010022,ENSVKKG00000010022,BORA,ENSCPBG00000010351,BORA,ortholog_one2one,ENSCPRG00005018689,BORA,ortholog_one2one,ENSGALG00000016931,BORA,ortholog_one2one,ENSG00000136122,BORA,ortholog_one2one,ENSMUSG00000022070,Bora,ortholog_one2one
ENSVKKG00000010027,ENSVKKG00000010027,GPR183,ENSCPBG00000018061,GPR183,ortholog_one2one,ENSCPRG00005017883,GPR183,ortholog_one2one,ENSGALG00000016881,GPR183,ortholog_one2one,ENSG00000169508,GPR183,ortholog_one2one,ENSMUSG00000051212,Gpr183,ortholog_one2one
ENSVKKG00000010028,ENSVKKG00000010028,GPR18,ENSCPBG00000018062,GPR18,ortholog_one2one,ENSCPRG00005017884,GPR18,ortholog_one2one,ENSGALG00000022750,GPR18,ortholog_one2one,ENSG00000125245,GPR18,ortholog_one2one,ENSMUSG00000050350,Gpr18,ortholog_one2one
ENSVKKG00000010041,ENSVKKG00000010041,,ENSCPBG00000001042,,ortholog_one2one,ENSCPRG00005008948,,ortholog_one2one,ENSGALG00000008326,,ortholog_one2one,,,,,,
ENSVKKG00000010042,ENSVKKG00000010042,RAB39B,ENSCPBG00000001057,RAB39B,ortholog_one2one,"{'ENSCPRG00005011022', 'ENSCPRG00005008955'}",,ortholog_one2many,ENSGALG00000040784,RAB39B,ortholog_one2one,ENSG00000155961,RAB39B,ortholog_one2one,ENSMUSG00000031202,Rab39b,ortholog_one2one
ENSVKKG00000010043,ENSVKKG00000010043,VBP1,ENSCPBG00000001068,VBP1,ortholog_one2one,ENSCPRG00005008958,VBP1,ortholog_one2one,ENSGALG00000008389,VBP1,ortholog_one2one,ENSG00000155959,VBP1,ortholog_one2one,ENSMUSG00000031197,Vbp1,ortholog_one2one
ENSVKKG00000010048,ENSVKKG00000010048,PSMD10,ENSCPBG00000000915,PSMD10,ortholog_one2one,ENSCPRG00005008938,PSMD10,ortholog_one2one,ENSGALG00000008287,PSMD10,ortholog_one2one,ENSG00000101843,PSMD10,ortholog_one2one,ENSMUSG00000031429,Psmd10,ortholog_one2one
ENSVKKG00000010056,ENSVKKG00000010056,SSBP2,ENSCPBG00000010799,SSBP2,ortholog_one2one,ENSCPRG00005001899,SSBP2,ortholog_one2one,ENSGALG00000023089,SSBP2,ortholog_one2one,ENSG00000145687,SSBP2,ortholog_one2one,ENSMUSG00000003992,Ssbp2,ortholog_one2one
ENSVKKG00000010057,ENSVKKG00000010057,UBE2D3,ENSCPBG00000003253,UBE2D3,ortholog_one2one,ENSCPRG00005011996,UBE2D3,ortholog_one2one,ENSGALG00000012311,UBE2D3,ortholog_one2one,ENSG00000109332,UBE2D3,ortholog_one2one,ENSMUSG00000078578,Ube2d3,ortholog_one2one
ENSVKKG00000010060,ENSVKKG00000010060,APMAP,ENSCPBG00000011383,APMAP,ortholog_one2one,ENSCPRG00005009961,APMAP,ortholog_one2one,ENSGALG00000008651,APMAP,ortholog_one2one,ENSG00000101474,APMAP,ortholog_one2one,ENSMUSG00000033096,Apmap,ortholog_one2one
ENSVKKG00000010061,ENSVKKG00000010061,CISD2,ENSCPBG00000003624,CISD2,ortholog_one2one,ENSCPRG00005011986,CISD2,ortholog_one2one,ENSGALG00000027860,CISD2,ortholog_one2one,ENSG00000145354,CISD2,ortholog_one2one,ENSMUSG00000028165,Cisd2,ortholog_one2one
ENSVKKG00000010069,ENSVKKG00000010069,ACSL4,ENSCPBG00000000569,ACSL4,ortholog_one2one,ENSCPRG00005008800,ACSL4,ortholog_one2one,ENSGALG00000008088,ACSL4,ortholog_one2one,ENSG00000068366,ACSL4,ortholog_one2one,ENSMUSG00000031278,Acsl4,ortholog_one2one
ENSVKKG00000010070,ENSVKKG00000010070,BDH2,ENSCPBG00000003654,BDH2,ortholog_one2one,ENSCPRG00005011944,BDH2,ortholog_one2one,ENSGALG00000012338,BDH2,ortholog_one2one,ENSG00000164039,BDH2,ortholog_one2one,ENSMUSG00000028167,Bdh2,ortholog_one2one
ENSVKKG00000010072,ENSVKKG00000010072,TMEM164,ENSCPBG00000000530,TMEM164,ortholog_one2one,ENSCPRG00005008793,TMEM164,ortholog_one2one,ENSGALG00000008076,TMEM164,ortholog_one2one,ENSG00000157600,TMEM164,ortholog_one2one,ENSMUSG00000047045,Tmem164,ortholog_one2one
ENSVKKG00000010075,ENSVKKG00000010075,RSPH6A,ENSCPBG00000003756,RSPH6A,ortholog_one2one,,,,ENSGALG00000013281,RSPH6A,ortholog_one2one,ENSG00000104941,RSPH6A,ortholog_one2one,ENSMUSG00000040866,Rsph6a,ortholog_one2one
ENSVKKG00000010083,ENSVKKG00000010083,TET2,ENSCPBG00000003794,TET2,ortholog_one2one,ENSCPRG00005006139,TET2,ortholog_one2one,ENSGALG00000010592,TET2,ortholog_one2one,ENSG00000168769,TET2,ortholog_one2one,ENSMUSG00000040943,Tet2,ortholog_one2one
ENSVKKG00000010085,ENSVKKG00000010085,PPA2,ENSCPBG00000003833,PPA2,ortholog_one2one,ENSCPRG00005006128,PPA2,ortholog_one2one,ENSGALG00000010582,PPA2,ortholog_one2one,ENSG00000138777,PPA2,ortholog_one2one,ENSMUSG00000028013,Ppa2,ortholog_one2one
ENSVKKG00000010086,ENSVKKG00000010086,ARHGEF38,ENSCPBG00000003893,ARHGEF38,ortholog_one2one,"{'ENSCPRG00005006102', 'ENSCPRG00005006121'}",,ortholog_one2many,ENSGALG00000010577,ARHGEF38,ortholog_one2one,ENSG00000236699,ARHGEF38,ortholog_one2one,ENSMUSG00000040969,Arhgef38,ortholog_one2one
ENSVKKG00000010087,ENSVKKG00000010087,INTS12,ENSCPBG00000003933,INTS12,ortholog_one2one,ENSCPRG00005006095,INTS12,ortholog_one2one,ENSGALG00000010575,INTS12,ortholog_one2one,ENSG00000138785,INTS12,ortholog_one2one,ENSMUSG00000028016,Ints12,ortholog_one2one
ENSVKKG00000010089,ENSVKKG00000010089,PAK3,ENSCPBG00000000377,PAK3,ortholog_one2one,ENSCPRG00005008732,PAK3,ortholog_one2one,ENSGALG00000008058,PAK3,ortholog_one2one,ENSG00000077264,PAK3,ortholog_one2one,ENSMUSG00000031284,Pak3,ortholog_one2one
ENSVKKG00000010090,ENSVKKG00000010090,NPNT,ENSCPBG00000003979,NPNT,ortholog_one2one,ENSCPRG00005006009,NPNT,ortholog_one2one,ENSGALG00000043555,NPNT,ortholog_one2one,ENSG00000168743,NPNT,ortholog_one2one,ENSMUSG00000040998,Npnt,ortholog_one2one
ENSVKKG00000010095,ENSVKKG00000010095,ACKR3,ENSCPBG00000022793,ACKR3,ortholog_one2one,ENSCPRG00005005948,ACKR3,ortholog_one2one,ENSGALG00000021031,CXCR7,ortholog_one2one,ENSG00000144476,ACKR3,ortholog_one2one,ENSMUSG00000044337,Ackr3,ortholog_one2one
ENSVKKG00000010111,ENSVKKG00000010111,HADH,ENSCPBG00000004120,HADH,ortholog_one2one,ENSCPRG00005005866,HADH,ortholog_one2one,ENSGALG00000016124,HADH,ortholog_one2one,ENSG00000138796,HADH,ortholog_one2one,ENSMUSG00000027984,Hadh,ortholog_one2one
ENSVKKG00000010112,ENSVKKG00000010112,LAS1L,ENSCPBG00000006993,LAS1L,ortholog_one2one,ENSCPRG00005008978,LAS1L,ortholog_one2one,ENSGALG00000043447,LAS1L,ortholog_one2one,ENSG00000001497,LAS1L,ortholog_one2one,ENSMUSG00000057421,Las1l,ortholog_one2one
ENSVKKG00000010113,ENSVKKG00000010113,MSH2,ENSCPBG00000011545,MSH2,ortholog_one2one,ENSCPRG00005014621,MSH2,ortholog_one2one,ENSGALG00000008962,MSH2,ortholog_one2one,ENSG00000095002,MSH2,ortholog_one2one,ENSMUSG00000024151,Msh2,ortholog_one2one
ENSVKKG00000010114,ENSVKKG00000010114,LEF1,ENSCPBG00000004144,LEF1,ortholog_one2one,ENSCPRG00005005834,LEF1,ortholog_one2one,ENSGALG00000031960,LEF1,ortholog_one2one,ENSG00000138795,LEF1,ortholog_one2one,ENSMUSG00000027985,Lef1,ortholog_one2one
ENSVKKG00000010115,ENSVKKG00000010115,ZC3H12B,ENSCPBG00000006983,ZC3H12B,ortholog_one2one,"{'ENSCPRG00005008963', 'ENSCPRG00005008970'}",,ortholog_one2many,ENSGALG00000039391,ZC3H12B,ortholog_one2one,ENSG00000102053,ZC3H12B,ortholog_one2one,ENSMUSG00000035045,Zc3h12b,ortholog_one2one
ENSVKKG00000010121,ENSVKKG00000010121,ETNPPL,ENSCPBG00000004186,ETNPPL,ortholog_one2one,ENSCPRG00005005724,ETNPPL,ortholog_one2one,ENSGALG00000034741,ETNPPL,ortholog_one2one,ENSG00000164089,ETNPPL,ortholog_one2one,ENSMUSG00000019232,Etnppl,ortholog_one2one
ENSVKKG00000010122,ENSVKKG00000010122,MSH6,ENSCPBG00000020148,MSH6,ortholog_one2one,ENSCPRG00005014589,MSH6,ortholog_one2one,ENSGALG00000008957,MSH6,ortholog_one2one,ENSG00000116062,MSH6,ortholog_one2one,ENSMUSG00000005370,Msh6,ortholog_one2one
ENSVKKG00000010123,ENSVKKG00000010123,MTMR8,ENSCPBG00000002520,MTMR8,ortholog_one2one,ENSCPRG00005007245,MTMR8,ortholog_one2one,ENSGALG00000007590,MTMR8,ortholog_one2one,ENSG00000102043,MTMR8,ortholog_one2one,,,
ENSVKKG00000010124,ENSVKKG00000010124,SEC24B,ENSCPBG00000004242,SEC24B,ortholog_one2one,ENSCPRG00005005675,SEC24B,ortholog_one2one,ENSGALG00000035482,SEC24B,ortholog_one2one,ENSG00000138802,SEC24B,ortholog_one2one,ENSMUSG00000001052,Sec24b,ortholog_one2one
ENSVKKG00000010126,ENSVKKG00000010126,FBXO11,ENSCPBG00000020119,FBXO11,ortholog_one2one,ENSCPRG00005014585,FBXO11,ortholog_one2one,ENSGALG00000008944,FBXO11,ortholog_one2one,ENSG00000138081,FBXO11,ortholog_one2one,ENSMUSG00000005371,Fbxo11,ortholog_one2one
ENSVKKG00000010128,ENSVKKG00000010128,VCAN,ENSCPBG00000010709,VCAN,ortholog_one2one,ENSCPRG00005002150,VCAN,ortholog_one2one,ENSGALG00000015624,VCAN,ortholog_one2one,ENSG00000038427,VCAN,ortholog_one2one,ENSMUSG00000021614,Vcan,ortholog_one2one
ENSVKKG00000010135,ENSVKKG00000010135,PPP1R21,ENSCPBG00000018521,PPP1R21,ortholog_one2one,ENSCPRG00005014556,PPP1R21,ortholog_one2one,ENSGALG00000008937,PPP1R21,ortholog_one2one,ENSG00000162869,PPP1R21,ortholog_one2one,ENSMUSG00000034709,Ppp1r21,ortholog_one2one
ENSVKKG00000010142,ENSVKKG00000010142,,ENSCPBG00000018485,,ortholog_one2one,ENSCPRG00005014552,,ortholog_one2one,ENSGALG00000009092,STON1,ortholog_one2one,"{'ENSG00000068781', 'ENSG00000243244'}","{'STON1-GTF2A1L', 'STON1'}",ortholog_one2many,ENSMUSG00000033855,Ston1,ortholog_one2one
ENSVKKG00000010154,ENSVKKG00000010154,,ENSCPBG00000014851,,ortholog_one2one,ENSCPRG00005007357,,ortholog_one2one,ENSGALG00000007703,,ortholog_one2one,,,,,,
ENSVKKG00000010156,ENSVKKG00000010156,GINS3,ENSCPBG00000026918,GINS3,ortholog_one2one,,,,ENSGALG00000031209,GINS3,ortholog_one2one,ENSG00000181938,GINS3,ortholog_one2one,ENSMUSG00000031669,Gins3,ortholog_one2one
ENSVKKG00000010158,ENSVKKG00000010158,NDRG4,ENSCPBG00000026914,NDRG4,ortholog_one2one,,,,ENSGALG00000043662,NDRG4,ortholog_one2one,ENSG00000103034,NDRG4,ortholog_one2one,ENSMUSG00000036564,Ndrg4,ortholog_one2one
ENSVKKG00000010159,ENSVKKG00000010159,CHIA,ENSCPBG00000017435,CHIA,ortholog_one2one,"{'ENSCPRG00005011168', 'ENSCPRG00005011128'}",,ortholog_one2many,"{'ENSGALG00000023760', 'ENSGALG00000003519', 'ENSGALG00000031807'}","{nan, 'CHIA'}",ortholog_one2many,ENSG00000134216,CHIA,ortholog_one2one,"{'ENSMUSG00000027902', 'ENSMUSG00000040809', 'ENSMUSG00000043873', 'ENSMUSG00000063779', 'ENSMUSG00000062778'}","{'Chil4', 'Chil3', 'Chil5', 'Chia1', 'Chil6'}",ortholog_one2many
ENSVKKG00000010161,ENSVKKG00000010161,,ENSCPBG00000002588,,ortholog_one2one,"{'ENSCPRG00005002916', 'ENSCPRG00005002921'}",,ortholog_one2many,ENSGALG00000015623,HGFAC,ortholog_one2one,ENSG00000109758,HGFAC,ortholog_one2one,ENSMUSG00000029102,Hgfac,ortholog_one2one
ENSVKKG00000010165,ENSVKKG00000010165,RGS12,"{'ENSCPBG00000019396', 'ENSCPBG00000002521', 'ENSCPBG00000002558'}",,ortholog_one2many,ENSCPRG00005002625,RGS12,ortholog_one2one,"{'ENSGALG00000015626', 'ENSGALG00000054081'}",,ortholog_one2many,ENSG00000159788,RGS12,ortholog_one2one,ENSMUSG00000029101,Rgs12,ortholog_one2one
ENSVKKG00000010181,ENSVKKG00000010181,GRIK4,ENSCPBG00000014090,GRIK4,ortholog_one2one,ENSCPRG00005003077,GRIK4,ortholog_one2one,ENSGALG00000006638,GRIK4,ortholog_one2one,ENSG00000149403,GRIK4,ortholog_one2one,ENSMUSG00000032017,Grik4,ortholog_one2one
ENSVKKG00000010185,ENSVKKG00000010185,,ENSCPBG00000017432,,ortholog_one2one,"{'ENSCPRG00005011119', 'ENSCPRG00005011108'}",,ortholog_one2many,,,,,,,,,
ENSVKKG00000010204,ENSVKKG00000010204,SMAP2,ENSCPBG00000018953,SMAP2,ortholog_one2one,ENSCPRG00005001395,SMAP2,ortholog_one2one,ENSGALG00000029244,SMAP2,ortholog_one2one,ENSG00000084070,SMAP2,ortholog_one2one,ENSMUSG00000032870,Smap2,ortholog_one2one
ENSVKKG00000010207,ENSVKKG00000010207,SHISA3,ENSCPBG00000025625,SHISA3,ortholog_one2one,,,,ENSGALG00000045153,SHISA3,ortholog_one2one,ENSG00000178343,SHISA3,ortholog_one2one,ENSMUSG00000050010,Shisa3,ortholog_one2one
ENSVKKG00000010212,ENSVKKG00000010212,BTG2,ENSCPBG00000017427,BTG2,ortholog_one2one,ENSCPRG00005011076,BTG2,ortholog_one2one,ENSGALG00000052763,BTG2,ortholog_one2one,ENSG00000159388,BTG2,ortholog_one2one,ENSMUSG00000020423,Btg2,ortholog_one2one
