Gene stable ID	Gene name
ENSXETG00000017408	rrad
ENSXETG00000005182	insyn1
ENSXETG00000018586	degs1
ENSXETG00000009192	cop1
ENSXETG00000042993	
ENSXETG00000032460	pdzk1ip1
ENSXETG00000024861	loxl1
ENSXETG00000048573	
ENSXETG00000041879	cnep1r1
ENSXETG00000027152	
ENSXETG00000041260	tal1
ENSXETG00000008227	fnbp1l
ENSXETG00000049150	fbxo28
ENSXETG00000039057	
ENSXETG00000038413	ptpdc1
ENSXETG00000026777	scly
ENSXETG00000026806	cops9
ENSXETG00000008555	pdcd2
ENSXETG00000005176	cyp11a1
ENSXETG00000004137	tubgcp5
ENSXETG00000031553	
ENSXETG00000022270	
ENSXETG00000004129	rgn
ENSXETG00000048980	
ENSXETG00000017135	fat1
ENSXETG00000045761	
ENSXETG00000045843	ermard
ENSXETG00000043825	
ENSXETG00000007092	tiprl
ENSXETG00000039022	
ENSXETG00000039906	ripk3
ENSXETG00000047295	pkdcc.2
ENSXETG00000019391	rfc4
ENSXETG00000048422	sdr42e1
ENSXETG00000013567	inka2
ENSXETG00000031812	atf7ip
ENSXETG00000019121	casp8ap2
ENSXETG00000042689	
ENSXETG00000047409	
ENSXETG00000008175	pax6
ENSXETG00000033091	slc16a14
ENSXETG00000003033	adipoq
ENSXETG00000008295	
ENSXETG00000001642	
ENSXETG00000022989	dr1
ENSXETG00000016343	stil
ENSXETG00000045866	
ENSXETG00000037622	
ENSXETG00000013568	ddx20
ENSXETG00000042176	wnt7a
ENSXETG00000018593	tp53bp2
ENSXETG00000022991	XB1000829 [provisional]
ENSXETG00000048073	
ENSXETG00000016889	adcy4
ENSXETG00000018102	
ENSXETG00000001638	ehd1
ENSXETG00000046165	
ENSXETG00000013430	gucy2c
ENSXETG00000001122	rad51c
ENSXETG00000044585	
ENSXETG00000044170	
ENSXETG00000038727	ccdc33
ENSXETG00000003551	kif16b
ENSXETG00000047753	
ENSXETG00000039181	
ENSXETG00000010444	vamp4
ENSXETG00000024197	
ENSXETG00000043246	
ENSXETG00000048934	
ENSXETG00000017826	nbas
ENSXETG00000040786	zscan2
ENSXETG00000032859	XB5761890 [provisional:nat16]
ENSXETG00000040605	
ENSXETG00000042832	
ENSXETG00000048820	
ENSXETG00000041615	XB5720005 [provisional:nfam1]
ENSXETG00000003578	plcg2
ENSXETG00000008552	phf10
ENSXETG00000000007	znf37a
ENSXETG00000034454	
ENSXETG00000006002	eml4
ENSXETG00000026501	XB5885308 [provisional:ncoa5]
ENSXETG00000040330	
ENSXETG00000019390	eif4a2
ENSXETG00000001637	vps51
ENSXETG00000047334	
ENSXETG00000033650	tex14
ENSXETG00000042543	LRRC70
ENSXETG00000042950	
ENSXETG00000043840	cmpk1
ENSXETG00000047289	
ENSXETG00000034593	
ENSXETG00000018599	capn2
ENSXETG00000006216	os9
ENSXETG00000008680	ppp1r26
ENSXETG00000033036	
ENSXETG00000044737	
ENSXETG00000015314	rnf167
ENSXETG00000035376	
ENSXETG00000013722	ephb1
ENSXETG00000017134	MTNR1A
ENSXETG00000014830	dimt1
ENSXETG00000040999	
ENSXETG00000047588	znf630
ENSXETG00000004015	nat16
ENSXETG00000022999	ccdc18
ENSXETG00000037517	zc3h12a
ENSXETG00000043929	
ENSXETG00000003609	senp6
ENSXETG00000034768	
ENSXETG00000035808	
ENSXETG00000005867	klkb1
ENSXETG00000013223	lifr
ENSXETG00000039742	ces5a
ENSXETG00000001636	spdyc
ENSXETG00000027293	mogat3
ENSXETG00000035681	
ENSXETG00000045871	
ENSXETG00000030771	XB5717875 [provisional:plac8]
ENSXETG00000042021	pfn1
ENSXETG00000036712	itih4
ENSXETG00000004122	ppp2r3b
ENSXETG00000016582	recql4
ENSXETG00000046124	
ENSXETG00000035741	
ENSXETG00000038046	
ENSXETG00000043360	
ENSXETG00000023134	xpr1
ENSXETG00000018869	muc6
ENSXETG00000014756	zbtb38
ENSXETG00000038443	MOCS2
ENSXETG00000040291	kng1
ENSXETG00000034893	
ENSXETG00000025171	XB5871033 [provisional:c1galt1]
ENSXETG00000045904	
ENSXETG00000037461	
ENSXETG00000034814	cox7a2l
ENSXETG00000043456	
ENSXETG00000019389	hrg
ENSXETG00000027157	
ENSXETG00000044665	
ENSXETG00000023173	srpk3
ENSXETG00000042334	
ENSXETG00000023000	tmed5
ENSXETG00000039045	
ENSXETG00000014837	hsd17b3
ENSXETG00000044506	
ENSXETG00000016040	tmprss6
ENSXETG00000040880	kcng3
ENSXETG00000004029	vps28
ENSXETG00000031284	fetub
ENSXETG00000038388	
ENSXETG00000025079	c6orf120
ENSXETG00000045362	chst6
ENSXETG00000012991	chd3
ENSXETG00000046056	
ENSXETG00000010836	foxd3
ENSXETG00000045638	eno3
ENSXETG00000032669	sp110
ENSXETG00000009666	
ENSXETG00000016053	kctd17
ENSXETG00000015402	
ENSXETG00000004176	
ENSXETG00000019385	ahsg
ENSXETG00000041573	
ENSXETG00000003608	filip1
ENSXETG00000044838	
ENSXETG00000003550	snrpb2
ENSXETG00000003575	tmem231
ENSXETG00000043636	
ENSXETG00000023141	acbd6
ENSXETG00000043933	c11orf58
ENSXETG00000023001	mtf2
ENSXETG00000034790	cyb5d1
ENSXETG00000042805	h1-0
ENSXETG00000044217	
ENSXETG00000005868	cyp4v2.2
ENSXETG00000003607	tmem30a
ENSXETG00000004177	extl3
ENSXETG00000003548	otor
ENSXETG00000048752	
ENSXETG00000031770	senp5
ENSXETG00000030526	tsga10
ENSXETG00000003573	gabarapl2
ENSXETG00000041562	naa38
ENSXETG00000043389	
ENSXETG00000023156	lhx4
ENSXETG00000041175	st6gal1
ENSXETG00000002715	diaph1
ENSXETG00000036962	wdr27
ENSXETG00000044155	
ENSXETG00000014755	rasa2
ENSXETG00000031732	capn8.1
ENSXETG00000045465	
ENSXETG00000003545	pcsk2
ENSXETG00000007029	ttc33
ENSXETG00000004012	mogat2.1
ENSXETG00000002339	znf423
ENSXETG00000040493	
ENSXETG00000047952	
ENSXETG00000010016	csrp3
ENSXETG00000023135	usp25
ENSXETG00000046894	mrpl2
ENSXETG00000045593	
ENSXETG00000046490	haao
ENSXETG00000048094	spag7
ENSXETG00000019384	ncbp2
ENSXETG00000042766	
ENSXETG00000016054	mpst
ENSXETG00000044696	
ENSXETG00000007030	ptger4
ENSXETG00000046400	nap1l4
ENSXETG00000003544	bfsp1
ENSXETG00000023002	dipk1a
ENSXETG00000021075	fgf9
ENSXETG00000041906	
ENSXETG00000039183	taar1
ENSXETG00000031727	ttc26
ENSXETG00000047088	
ENSXETG00000045488	
ENSXETG00000008176	dnajc24
ENSXETG00000002708	hdac3
ENSXETG00000044624	qsox1
ENSXETG00000006553	bsg
ENSXETG00000042910	mgc107884
ENSXETG00000005165	stra6
ENSXETG00000022691	dzip1l
ENSXETG00000017361	
ENSXETG00000023003	XB964897 [provisional:lrrc8c]
ENSXETG00000035366	NCBP2AS2
ENSXETG00000042239	
ENSXETG00000003571	adat1
ENSXETG00000016057	tst
ENSXETG00000045607	
ENSXETG00000040523	
ENSXETG00000038611	camk2n2
ENSXETG00000015636	kdm6b
ENSXETG00000038762	
ENSXETG00000047080	PIGZ
ENSXETG00000027268	nog4
ENSXETG00000037111	
ENSXETG00000024523	
ENSXETG00000031566	hcn2
ENSXETG00000021381	msantd4
ENSXETG00000017282	EEF1AKMT4
ENSXETG00000013183	lmx1a
ENSXETG00000033202	pstpip1
ENSXETG00000036584	arhgef25
ENSXETG00000004009	taf6
ENSXETG00000046985	
ENSXETG00000005871	fam149a
ENSXETG00000016565	islr2
ENSXETG00000016058	sox6
ENSXETG00000041745	
ENSXETG00000019380	meltf
ENSXETG00000017389	camta2
ENSXETG00000049418	
ENSXETG00000017281	ttc16
ENSXETG00000023004	rpl5
ENSXETG00000044648	
ENSXETG00000009375	csf2rb
ENSXETG00000042839	
ENSXETG00000009939	prmt6
ENSXETG00000015284	tspan3
ENSXETG00000017280	alg3
ENSXETG00000009274	zfp36l2
ENSXETG00000044147	
ENSXETG00000015266	stoml1
ENSXETG00000006545	polrmt
ENSXETG00000012950	cbln1
ENSXETG00000030448	aire
ENSXETG00000039983	vnn2
ENSXETG00000047729	
ENSXETG00000040907	
ENSXETG00000005873	tlr3
ENSXETG00000030338	capn8.3
ENSXETG00000046425	
ENSXETG00000017279	vwa5b2
ENSXETG00000008299	dnah2
ENSXETG00000037848	
ENSXETG00000009187	pappa2
ENSXETG00000034157	fgf22
ENSXETG00000013577	kcnd3
ENSXETG00000032223	cltcl1
ENSXETG00000043163	
ENSXETG00000021265	itga5
ENSXETG00000009275	thada
ENSXETG00000044350	
ENSXETG00000008178	immp1l
ENSXETG00000043548	
ENSXETG00000016836	atp13a4
ENSXETG00000017385	kif1c
ENSXETG00000025938	aplf
ENSXETG00000030812	
ENSXETG00000045653	
ENSXETG00000003563	mthfsd
ENSXETG00000041854	
ENSXETG00000047268	
ENSXETG00000006543	rnf126
ENSXETG00000016048	XB22167168 [provisional]
ENSXETG00000047367	foxd2
ENSXETG00000014753	rnf7
ENSXETG00000025765	ap2a2
ENSXETG00000048275	
ENSXETG00000000846	asl
ENSXETG00000033388	cep350
ENSXETG00000038504	znf385a
ENSXETG00000047321	
ENSXETG00000021376	mpped2
ENSXETG00000035022	hs6st1
ENSXETG00000014752	grk7
ENSXETG00000004010	
ENSXETG00000000108	slc18b1
ENSXETG00000047551	
ENSXETG00000041709	
ENSXETG00000009282	plekhh2
ENSXETG00000026857	mospd3
ENSXETG00000017278	ccdc150
ENSXETG00000042244	
ENSXETG00000032952	plaat1
ENSXETG00000000312	kif14
ENSXETG00000025679	kmt2e
ENSXETG00000015294	znf592
ENSXETG00000013185	agl
ENSXETG00000048196	
ENSXETG00000036156	
ENSXETG00000022970	fstl3
ENSXETG00000023005	evi5
ENSXETG00000038801	
ENSXETG00000014751	atp1b3
ENSXETG00000004741	selp
ENSXETG00000024712	slc51a-like.1
ENSXETG00000036339	dync2li1
ENSXETG00000040656	
ENSXETG00000019677	pde3b
ENSXETG00000041929	
ENSXETG00000015293	sec11a
ENSXETG00000006226	sp5l
ENSXETG00000047922	
ENSXETG00000009114	ucma
ENSXETG00000001564	sorbs2
ENSXETG00000042214	
ENSXETG00000014018	
ENSXETG00000012127	efhd1
ENSXETG00000044948	
ENSXETG00000000109	rps12
ENSXETG00000038551	prtn3-like.2
ENSXETG00000023043	snd1
ENSXETG00000018391	sema6d
ENSXETG00000041677	
ENSXETG00000044693	
ENSXETG00000042256	
ENSXETG00000009290	abcg5
ENSXETG00000014750	tfdp2
ENSXETG00000031737	
ENSXETG00000014111	npnt
ENSXETG00000045808	gdf15
ENSXETG00000035668	nmb
ENSXETG00000023006	gfi1
ENSXETG00000046560	
ENSXETG00000037084	fbxo48
ENSXETG00000021274	gpr84
ENSXETG00000045682	
ENSXETG00000012256	
ENSXETG00000042826	
ENSXETG00000045054	
ENSXETG00000016833	atp13a-like
ENSXETG00000022956	chchd10
ENSXETG00000025348	arl14ep
ENSXETG00000017634	tinagl1
ENSXETG00000046000	insc
ENSXETG00000045171	
ENSXETG00000011547	zxdc
ENSXETG00000001065	fhl5
ENSXETG00000043291	
ENSXETG00000035110	ksr1
ENSXETG00000017630	rims3
ENSXETG00000023007	rpap2
ENSXETG00000009113	mcm10
ENSXETG00000000352	stard3nl
ENSXETG00000017358	plek
ENSXETG00000014108	gstcd
ENSXETG00000043688	
ENSXETG00000042027	
ENSXETG00000013423	ubn2
ENSXETG00000047814	
ENSXETG00000024834	kti12
ENSXETG00000022948	
ENSXETG00000025363	nfyc
ENSXETG00000045234	
ENSXETG00000035216	
ENSXETG00000044424	
ENSXETG00000018406	slc24a5
ENSXETG00000013420	rasd2
ENSXETG00000011548	cfap100
ENSXETG00000043547	calca
ENSXETG00000014107	ints12
ENSXETG00000035787	mblac1
ENSXETG00000003569	kars1
ENSXETG00000043123	
ENSXETG00000041513	
ENSXETG00000001064	ufl1
ENSXETG00000047031	
ENSXETG00000023009	glmn
ENSXETG00000000351	epdr1
ENSXETG00000046660	
ENSXETG00000042398	
ENSXETG00000022940	ssbp4
ENSXETG00000047230	fjx1
ENSXETG00000035745	cnrip1
ENSXETG00000004007	XB5899916 [provisional:tm4sf5]
ENSXETG00000014106	arhgef38
ENSXETG00000046567	
ENSXETG00000014017	mrpl23
ENSXETG00000043231	cyp2r1
ENSXETG00000040622	
ENSXETG00000001563	pdlim3
ENSXETG00000042183	sfrp4
ENSXETG00000009296	lrpprc
ENSXETG00000047687	
ENSXETG00000041829	
ENSXETG00000001063	
ENSXETG00000004775	kcnq4
ENSXETG00000047533	fshb
ENSXETG00000022403	snap29
ENSXETG00000015267	ubl7
ENSXETG00000035474	C1orf146
ENSXETG00000030764	lgals9c
ENSXETG00000044720	
ENSXETG00000041804	capn8.5
ENSXETG00000009374	ncf4
ENSXETG00000040142	gpr141
ENSXETG00000017355	ppp3r1
ENSXETG00000013417	tcf20
ENSXETG00000013698	
ENSXETG00000042531	
ENSXETG00000009112	hspa14
ENSXETG00000017277	abcf3
ENSXETG00000032045	
ENSXETG00000041746	
ENSXETG00000023013	btbd8
ENSXETG00000045535	ier5
ENSXETG00000034833	peak1
ENSXETG00000040706	
ENSXETG00000023935	rnf121
ENSXETG00000033523	XB5845012 [provisional:tm4sf5]
ENSXETG00000044386	xtr-mir-142-1
ENSXETG00000003464	dlg1
ENSXETG00000018412	myef2
ENSXETG00000043748	
ENSXETG00000019432	mettl16
ENSXETG00000029165	xtr-mir-212
ENSXETG00000036788	kcna4
ENSXETG00000019071	chid1
ENSXETG00000002238	palm2akap2
ENSXETG00000029150	xtr-mir-26-1
ENSXETG00000046840	psma1
ENSXETG00000015269	hmg20a
ENSXETG00000017349	pno1
ENSXETG00000029101	xtr-mir-29b
ENSXETG00000039235	
ENSXETG00000029013	xtr-mir-125b-2
ENSXETG00000044558	
ENSXETG00000025737	c4orf47
ENSXETG00000037790	
ENSXETG00000016339	foxe3
ENSXETG00000029714	xtr-mir-2184
ENSXETG00000048520	SELE
ENSXETG00000040479	
ENSXETG00000039420	
ENSXETG00000045467	
ENSXETG00000029188	xtr-mir-16a
ENSXETG00000027219	rab3d
ENSXETG00000013197	
ENSXETG00000047613	
ENSXETG00000045720	
ENSXETG00000029105	xtr-mir-133d
ENSXETG00000010526	art5
ENSXETG00000046703	dnaaf10
ENSXETG00000009373	pvalb
ENSXETG00000029000	xtr-let-7c
ENSXETG00000043055	XB5722075 [provisional]
ENSXETG00000045019	
ENSXETG00000036737	XB22169562 [provisional]
ENSXETG00000007554	pamr1
ENSXETG00000029202	xtr-mir-15a
ENSXETG00000037795	
ENSXETG00000001445	srgap3
ENSXETG00000028918	xtr-mir-301-1
ENSXETG00000004281	mettl15
ENSXETG00000007925	plppr2
ENSXETG00000031168	elmo1
ENSXETG00000048267	
ENSXETG00000046992	
ENSXETG00000016681	zswim6
ENSXETG00000017276	ap2m1
ENSXETG00000029192	xtr-mir-148b
ENSXETG00000048204	igf2
ENSXETG00000009111	optn
ENSXETG00000043331	
ENSXETG00000032835	ufsp2
ENSXETG00000048626	
ENSXETG00000029203	xtr-mir-144
ENSXETG00000032165	swsap1
ENSXETG00000047666	pou3f1
ENSXETG00000008550	thbs2
ENSXETG00000004776	smap2
ENSXETG00000029139	xtr-mir-132
ENSXETG00000046982	
ENSXETG00000025934	c1d
ENSXETG00000018027	ift27
ENSXETG00000038505	tsen15
ENSXETG00000029090	xtr-mir-19b-2
ENSXETG00000007924	epor
ENSXETG00000047891	
ENSXETG00000002243	dcaf10
ENSXETG00000043065	lamtor4
ENSXETG00000034276	
ENSXETG00000029154	xtr-mir-29c
ENSXETG00000014029	ins
ENSXETG00000042616	
ENSXETG00000029172	xtr-mir-139
ENSXETG00000006999	zpld1
ENSXETG00000028980	xtr-mir-18a
ENSXETG00000048952	
ENSXETG00000019682	copb1
ENSXETG00000008250	copb2
ENSXETG00000017443	colgalt2
ENSXETG00000029018	xtr-mir-451
ENSXETG00000011549	klf15
ENSXETG00000049330	
ENSXETG00000009822	
ENSXETG00000041420	
ENSXETG00000027259	eif3d
ENSXETG00000029175	xtr-mir-22
ENSXETG00000020009	cdh5
ENSXETG00000025738	ankrd37
ENSXETG00000023020	ephx4
ENSXETG00000008777	slc12a1
ENSXETG00000025932	etaa1
ENSXETG00000014030	th
ENSXETG00000029110	xtr-mir-1b
ENSXETG00000048279	rarres2
ENSXETG00000022408	pi4ka
ENSXETG00000048365	trappc14
ENSXETG00000046556	
ENSXETG00000043516	
ENSXETG00000029111	xtr-mir-205a
ENSXETG00000027466	ccdc3
ENSXETG00000045857	
ENSXETG00000017447	c1orf21
ENSXETG00000002746	ppm1b
ENSXETG00000029016	xtr-mir-17
ENSXETG00000047936	
ENSXETG00000031321	cacng2
ENSXETG00000043526	
ENSXETG00000029140	xtr-mir-10c
ENSXETG00000022941	msh3
ENSXETG00000009806	slc28a2
ENSXETG00000004282	kif18a
ENSXETG00000031212	lrrc61
ENSXETG00000029206	xtr-mir-99
ENSXETG00000031947	ifnlr1
ENSXETG00000041400	
ENSXETG00000017275	dvl3
ENSXETG00000008571	brdt
ENSXETG00000039795	XB5905938 [provisional:pttg1]
ENSXETG00000039503	cnbd2
ENSXETG00000015270	lingo1
ENSXETG00000007555	slc1a2
ENSXETG00000029127	xtr-mir-155
ENSXETG00000042446	
ENSXETG00000040501	
ENSXETG00000017448	ccdc134
ENSXETG00000043813	TSPAN4
ENSXETG00000001561	lrp2bp
ENSXETG00000029141	xtr-mir-30c-1
ENSXETG00000013415	serhl
ENSXETG00000019410	pafah1b1
ENSXETG00000036437	
ENSXETG00000035373	tspan32
ENSXETG00000030945	XB5732280 [provisional]
ENSXETG00000045910	
ENSXETG00000029108	xtr-mir-92a-1
ENSXETG00000031223	mustn1
ENSXETG00000048441	gal3st4.1
ENSXETG00000029159	xtr-mir-30e
ENSXETG00000046240	zbed6cl
ENSXETG00000048165	
ENSXETG00000011473	meis1
ENSXETG00000046268	
ENSXETG00000029146	xtr-mir-221
ENSXETG00000012784	
ENSXETG00000046993	
ENSXETG00000044376	
ENSXETG00000017449	srebf2
ENSXETG00000013123	ccdc12
ENSXETG00000010360	rs1
ENSXETG00000036419	aoah
ENSXETG00000047825	
ENSXETG00000029163	xtr-mir-222
ENSXETG00000036738	dut
ENSXETG00000047846	cd81
ENSXETG00000045233	
ENSXETG00000048702	rras2
ENSXETG00000029114	xtr-mir-135-2
ENSXETG00000044357	
ENSXETG00000007923	dnase2
ENSXETG00000047713	
ENSXETG00000014293	eif2b5
ENSXETG00000011228	tk2
ENSXETG00000023030	tgfbr3
ENSXETG00000007556	cd44
ENSXETG00000048218	xtr-mir-130a
ENSXETG00000002750	slc3a1
ENSXETG00000040399	tor1aip1
ENSXETG00000043765	smim15
ENSXETG00000033651	slc25a51
ENSXETG00000035981	smtnl2
ENSXETG00000019441	fxr1
ENSXETG00000041473	
ENSXETG00000011551	aldh1l1
ENSXETG00000024947	tssc4
ENSXETG00000002374	uba2
ENSXETG00000044407	
ENSXETG00000026528	havcr1
ENSXETG00000043250	
ENSXETG00000031703	snx25
ENSXETG00000036063	lamp3
ENSXETG00000047498	
ENSXETG00000049139	bdnf
ENSXETG00000030410	LRRC4
ENSXETG00000015025	susd4
ENSXETG00000007557	pdhx
ENSXETG00000041967	tub
ENSXETG00000011231	cmtm3
ENSXETG00000006680	rnf11.2
ENSXETG00000002751	prepl
ENSXETG00000010343	bud23
ENSXETG00000013890	gigyf2
ENSXETG00000025768	polr2l.1
ENSXETG00000043455	
ENSXETG00000014294	
ENSXETG00000034542	col9a2
ENSXETG00000023034	cdc7
ENSXETG00000009368	stimate
ENSXETG00000037969	
ENSXETG00000048250	cmtm4
ENSXETG00000009109	camk1d
ENSXETG00000047147	
ENSXETG00000025680	lhfpl3
ENSXETG00000011744	mgat4c
ENSXETG00000033186	
ENSXETG00000031447	
ENSXETG00000048313	
ENSXETG00000043736	dnajc30
ENSXETG00000014000	spred2
ENSXETG00000016826	mccc1
ENSXETG00000044363	ric3
ENSXETG00000000264	lin7c
ENSXETG00000045225	
ENSXETG00000009774	ireb2
ENSXETG00000023932	znf268
ENSXETG00000037799	vps37d
ENSXETG00000047616	
ENSXETG00000002754	camkmt
ENSXETG00000040763	
ENSXETG00000037425	
ENSXETG00000011566	tfec
ENSXETG00000040081	tor1aip2
ENSXETG00000023047	impdh1
ENSXETG00000043321	
ENSXETG00000042846	bivm
ENSXETG00000046505	
ENSXETG00000021305	nbeal2
ENSXETG00000034114	cfap97
ENSXETG00000045933	
ENSXETG00000011236	dync1li2
ENSXETG00000000343	anln
ENSXETG00000007558	apip
ENSXETG00000004747	atf6
ENSXETG00000048157	
ENSXETG00000043791	
ENSXETG00000014001	actr2
ENSXETG00000013697	stard6
ENSXETG00000039927	tspan12
ENSXETG00000023572	gk5
ENSXETG00000016813	dcun1d1
ENSXETG00000008549	dpy30
ENSXETG00000019035	cd151
ENSXETG00000042496	
ENSXETG00000037643	
ENSXETG00000024804	cyp2d6
ENSXETG00000017649	tmem132e
ENSXETG00000025740	slc25a4
ENSXETG00000023057	opn1sw
ENSXETG00000047622	
ENSXETG00000040354	crabp1
ENSXETG00000046323	
ENSXETG00000002758	six3
ENSXETG00000032066	sfmbt1
ENSXETG00000040616	slc9a2
ENSXETG00000019399	cluh
ENSXETG00000049243	
ENSXETG00000037366	
ENSXETG00000015027	tlr5
ENSXETG00000030341	rab3il1
ENSXETG00000029947	poli
ENSXETG00000023059	calu
ENSXETG00000046057	
ENSXETG00000037724	cd36l
ENSXETG00000026158	six2
ENSXETG00000037741	XB13580952 [provisional]
ENSXETG00000006675	smpd3
ENSXETG00000043563	
ENSXETG00000021953	nudt5
ENSXETG00000030981	helt
ENSXETG00000038450	mfsd9
ENSXETG00000035495	
ENSXETG00000008548	psen2
ENSXETG00000015029	
ENSXETG00000007559	ehf
ENSXETG00000027090	XB5768883 [provisional]
ENSXETG00000023063	gcc1
ENSXETG00000013688	mbd2
ENSXETG00000042817	lmo1
ENSXETG00000048276	
ENSXETG00000030403	lgr4
ENSXETG00000030826	tmem182
ENSXETG00000045464	
ENSXETG00000009756	acsbg1
ENSXETG00000025377	fam177b
ENSXETG00000021310	cdc25a
ENSXETG00000023066	dennd6b
ENSXETG00000013414	rrp7a
ENSXETG00000046948	gpc2
ENSXETG00000007560	elf5
ENSXETG00000033166	slc9a4
ENSXETG00000029954	hfm1
ENSXETG00000043350	
ENSXETG00000001539	acsl1
ENSXETG00000007876	cd36
ENSXETG00000047842	
ENSXETG00000021954	dhtkd1
ENSXETG00000017225	notch2
ENSXETG00000040435	
ENSXETG00000040824	iqcc
ENSXETG00000026942	rplp0
ENSXETG00000023930	
ENSXETG00000047159	
ENSXETG00000047743	
ENSXETG00000031244	rft1
ENSXETG00000036807	sox2
ENSXETG00000014011	rab1a
ENSXETG00000002760	XB5903316 [provisional:slc66a1]
ENSXETG00000019267	mtres1
ENSXETG00000037182	
ENSXETG00000041432	
ENSXETG00000033662	terb1
ENSXETG00000013115	kiaa0895
ENSXETG00000042097	
ENSXETG00000012250	ccnl1
ENSXETG00000007561	cat.1
ENSXETG00000025777	sec22b
ENSXETG00000048145	
ENSXETG00000006816	wscd1
ENSXETG00000043196	
ENSXETG00000013413	serhl2
ENSXETG00000048464	
ENSXETG00000014295	abcc5
ENSXETG00000049276	sptssb
ENSXETG00000036519	
ENSXETG00000019033	cracr2b
ENSXETG00000038538	imp3
ENSXETG00000043315	
ENSXETG00000048990	
ENSXETG00000025681	reln
ENSXETG00000037368	nt5c1b
ENSXETG00000009359	prkcd
ENSXETG00000045707	
ENSXETG00000034844	
ENSXETG00000041686	
ENSXETG00000009043	fads2
ENSXETG00000038309	
ENSXETG00000034702	eepd1
ENSXETG00000023068	ppp6r2
ENSXETG00000042532	
ENSXETG00000013348	slitrk6
ENSXETG00000012922	pde4c
ENSXETG00000009754	cbln2
ENSXETG00000046807	
ENSXETG00000004001	stag3
ENSXETG00000001461	rpl32
ENSXETG00000015033	brox
ENSXETG00000040087	
ENSXETG00000027109	cyp4f2
ENSXETG00000042605	wtip
ENSXETG00000006676	prmt7
ENSXETG00000047402	
ENSXETG00000043193	
ENSXETG00000008547	memo1
ENSXETG00000030104	ccdc34
ENSXETG00000027717	qrsl1
ENSXETG00000040246	stk33
ENSXETG00000031207	cep68
ENSXETG00000041565	
ENSXETG00000048000	
ENSXETG00000041725	
ENSXETG00000038978	rab3a
ENSXETG00000001447	thumpd3
ENSXETG00000009166	nsg2
ENSXETG00000041890	
ENSXETG00000046432	
ENSXETG00000013029	ehbp1
ENSXETG00000014014	slc1a4
ENSXETG00000045459	fpgt
ENSXETG00000013412	poldip3
ENSXETG00000041211	
ENSXETG00000019027	pnpla2
ENSXETG00000004606	bbox1
ENSXETG00000042260	
ENSXETG00000041916	
ENSXETG00000001448	vhl
ENSXETG00000031559	cenpu
ENSXETG00000048405	cat.3
ENSXETG00000033103	upf2
ENSXETG00000007874	sema3c
ENSXETG00000046908	
ENSXETG00000018317	mpv17l2
ENSXETG00000042395	
ENSXETG00000003128	rnf168
ENSXETG00000025082	srd5a2
ENSXETG00000012731	cpeb4
ENSXETG00000041283	prkce
ENSXETG00000042353	
ENSXETG00000049037	
ENSXETG00000016814	atp11b
ENSXETG00000004609	FIBIN
ENSXETG00000046101	
ENSXETG00000018924	hccs
ENSXETG00000043372	
ENSXETG00000009362	pfkfb4
ENSXETG00000025512	ifi30
ENSXETG00000015477	ddx3x
ENSXETG00000047617	
ENSXETG00000034873	
ENSXETG00000043150	
ENSXETG00000045089	
ENSXETG00000002237	b3gnt2
ENSXETG00000042301	trim27
ENSXETG00000037311	
ENSXETG00000019269	rtn4ip1
ENSXETG00000041130	
ENSXETG00000002361	gpi
ENSXETG00000025843	rwdd3
ENSXETG00000008779	fbn1
ENSXETG00000012730	stc2
ENSXETG00000014022	sertad2
ENSXETG00000019024	rplp2
ENSXETG00000040315	
ENSXETG00000025468	mgc75760
ENSXETG00000011245	nae1
ENSXETG00000046810	
ENSXETG00000030682	fads1
ENSXETG00000047491	
ENSXETG00000031676	cib2
ENSXETG00000045281	
ENSXETG00000031301	cdc20b
ENSXETG00000044344	
ENSXETG00000001449	irak2
ENSXETG00000047604	
ENSXETG00000045520	
ENSXETG00000012729	nkx2-5
ENSXETG00000003125	ubxn7
ENSXETG00000004760	mast1
ENSXETG00000009105	ap4m1
ENSXETG00000002235	commd1
ENSXETG00000045732	snu13
ENSXETG00000044282	
ENSXETG00000003268	slc6a9
ENSXETG00000045136	
ENSXETG00000048757	
ENSXETG00000046831	
ENSXETG00000041425	XB22065601 [provisional]
ENSXETG00000042047	
ENSXETG00000044210	
ENSXETG00000044347	
ENSXETG00000034509	tatdn2
ENSXETG00000044127	bnip1
ENSXETG00000033984	pidd1
ENSXETG00000023079	sbf1
ENSXETG00000030433	proser2
ENSXETG00000044942	
ENSXETG00000013112	septin7
ENSXETG00000004748	olfml2b
ENSXETG00000046705	
ENSXETG00000030678	casp3.1
ENSXETG00000028092	gpx8
ENSXETG00000012622	pla2g1bl
ENSXETG00000043926	
ENSXETG00000004209	map4
ENSXETG00000046757	
ENSXETG00000009751	tbc1d2b
ENSXETG00000034417	
ENSXETG00000042321	
ENSXETG00000012727	crebrf
ENSXETG00000013803	mgme1
ENSXETG00000002745	ercc5
ENSXETG00000037498	
ENSXETG00000001535	primpol
ENSXETG00000016262	enpp4
ENSXETG00000047070	
ENSXETG00000046413	
ENSXETG00000005090	pacsin3
ENSXETG00000022417	serpind1
ENSXETG00000047448	
ENSXETG00000026167	epas1
ENSXETG00000035980	echdc3
ENSXETG00000034778	
ENSXETG00000040923	
ENSXETG00000042330	
ENSXETG00000001453	sec13
ENSXETG00000043018	
