eggnog_name,gene_id
DDX10P1,ENSG00000237135
ZNF518A,ENSG00000177853
AUP1,ENSG00000115307
,ENSG00000267062
RNASEH2A,ENSG00000104889
TBC1D2B,ENSG00000167202
,ENSG00000273447
PLA2G12A,ENSG00000123739
RNA5SP206,ENSG00000252512
H2AC6,ENSG00000180573
,ENSG00000256514
BLNK,ENSG00000095585
H1-12P,ENSG00000216331
,ENSG00000274251
,ENSG00000282988
RN7SKP239,ENSG00000201684
CLCF1,ENSG00000175505
H3C4,ENSG00000197409
H2AC7,ENSG00000196866
,ENSG00000217275
,ENSG00000231183
ATN1,ENSG00000111676
H3C5P,ENSG00000277720
H2AC9P,ENSG00000218281
H1-3,ENSG00000124575
H4C6,ENSG00000274618
H4C7,ENSG00000275663
,ENSG00000275484
Y_RNA,ENSG00000202273
RNU6-1238P,ENSG00000253024
H3C7,ENSG00000277775
FAM220A,ENSG00000178397
H2BC10,ENSG00000278588
,ENSG00000267424
H3C9P,ENSG00000220875
,ENSG00000287050
BIN3,ENSG00000147439
MIR6794,ENSG00000276181
,ENSG00000267735
,ENSG00000285330
PPP1CA,ENSG00000172531
RPS6P25,ENSG00000240616
GAR1-DT,ENSG00000272795
BTN3A2,ENSG00000186470
GAR1,ENSG00000109534
RPSAP73,ENSG00000274319
DAGLB,ENSG00000164535
HOOK2,ENSG00000095066
,ENSG00000236263
MTX1P1,ENSG00000236675
GBA1,ENSG00000177628
LINC02862,ENSG00000237571
ATIC,ENSG00000138363
RRH,ENSG00000180245
C12orf57,ENSG00000111678
,ENSG00000232978
,ENSG00000272842
,ENSG00000273226
RPS6,ENSG00000137154
RNU7-1,ENSG00000238923
LRIT3,ENSG00000183423
ENTREP2,ENSG00000104059
PTPN6,ENSG00000111679
KRT19P3,ENSG00000249681
,ENSG00000250300
NOTCH3,ENSG00000074181
C4orf17,ENSG00000138813
ANKRD63,ENSG00000230778
CSK,ENSG00000103653
HGS,ENSG00000185359
NDUFA5P3,ENSG00000234853
,ENSG00000285911
ACER2,ENSG00000177076
TBC1D10C,ENSG00000175463
KDELR2,ENSG00000136240
BTN2A2,ENSG00000124508
,ENSG00000260912
MTTP,ENSG00000138823
C11orf98P1,ENSG00000232158
,ENSG00000276667
,ENSG00000261402
RGS22,ENSG00000132554
,ENSG00000270712
,ENSG00000277711
SLC24A2,ENSG00000155886
TBC1D9B,ENSG00000197226
,ENSG00000286420
NMNAT1P4,ENSG00000248745
SMAD1,ENSG00000170365
RPL31P34,ENSG00000231359
MIR6795,ENSG00000275711
,ENSG00000269635
,ENSG00000289875
EPHX3,ENSG00000105131
GNAS-AS1,ENSG00000235590
SLC4A2,ENSG00000164889
RIC1,ENSG00000107036
GNAS,ENSG00000087460
SCAMP3,ENSG00000116521
,ENSG00000270802
,ENSG00000273218
USP11,ENSG00000102226
RPS6KB2,ENSG00000175634
SHKBP1,ENSG00000160410
SMAD1-AS2,ENSG00000250582
SMAD1-AS1,ENSG00000250902
NCOA4P3,ENSG00000249245
,ENSG00000248356
C4orf51,ENSG00000237136
MMAA,ENSG00000151611
PLCD3,ENSG00000161714
CLK2,ENSG00000176444
,ENSG00000225166
GDPGP1,ENSG00000183208
,ENSG00000228618
,ENSG00000234938
,ENSG00000227981
SPC25,ENSG00000152253
GOLGA2P8,ENSG00000214433
FAM3A,ENSG00000071889
ACBD4,ENSG00000181513
,ENSG00000279719
EPHA5,ENSG00000145242
RNU6-449P,ENSG00000206641
,ENSG00000259301
,ENSG00000280362
,ENSG00000259669
,ENSG00000259619
G6PC2,ENSG00000152254
HNRNPA1P74,ENSG00000259550
UNC13C,ENSG00000137766
BTN3A1,ENSG00000026950
HCN3,ENSG00000143630
ABCB11,ENSG00000073734
MIR200C,ENSG00000207713
MIR141,ENSG00000207708
,ENSG00000271969
SCARNA12,ENSG00000238795
TPI1,ENSG00000111669
FHDC1,ENSG00000137460
PKLR,ENSG00000143627
TMEM267,ENSG00000151881
DCTD,ENSG00000129187
,ENSG00000225408
AK4P4,ENSG00000223621
MLANA,ENSG00000120215
PCDH1,ENSG00000156453
RPS6KB2-AS1,ENSG00000255949
PTPRCAP,ENSG00000213402
PEAK1,ENSG00000173517
CORO1B,ENSG00000172725
CSMD1,ENSG00000183117
RNU6-586P,ENSG00000253074
,ENSG00000235321
RNU4ATAC4P,ENSG00000252116
UBE2V1P6,ENSG00000235995
DNAJB6P4,ENSG00000228523
RNU6-387P,ENSG00000223263
RNU6-1031P,ENSG00000207504
,ENSG00000238139
HEXIM1,ENSG00000186834
CR1L,ENSG00000197721
NMT1,ENSG00000136448
LRP2,ENSG00000081479
FYB1,ENSG00000082074
ERMP1,ENSG00000099219
BTN3A3,ENSG00000111801
ATXN2,ENSG00000204842
ATOSA,ENSG00000047346
CD46P1,ENSG00000244703
CDCA4P3,ENSG00000226289
,ENSG00000285239
CDCA4P4,ENSG00000234219
LTBP4,ENSG00000090006
CD34,ENSG00000174059
TTC29,ENSG00000137473
GPR152,ENSG00000175514
TMEM134,ENSG00000172663
,ENSG00000285719
LINC02767,ENSG00000284237
LINC02079,ENSG00000266013
OR10J6P,ENSG00000158731
RNU6-828P,ENSG00000201746
,ENSG00000266048
,ENSG00000264881
RNU6-37P,ENSG00000199562
RN7SL731P,ENSG00000264501
,ENSG00000284735
,ENSG00000284642
PLXDC1,ENSG00000161381
PGD,ENSG00000142657
GDI1,ENSG00000203879
RPL34,ENSG00000109475
OTUD1,ENSG00000165312
,ENSG00000286442
,ENSG00000271989
KIAA1217,ENSG00000120549
CENPS-CORT,ENSG00000251503
ASF1A,ENSG00000111875
STX5,ENSG00000162236
CENPS,ENSG00000175279
BMP2K,ENSG00000138756
MCM9,ENSG00000111877
DFFA,ENSG00000160049
MOCS2,ENSG00000164172
SCOC,ENSG00000153130
,ENSG00000203469
NSA2P1,ENSG00000236035
SNORA77,ENSG00000221643
,ENSG00000235099
COPS5P1,ENSG00000213187
LAX1,ENSG00000122188
EPHA7,ENSG00000135333
PORCN,ENSG00000102312
,ENSG00000227417
RPL35AP5,ENSG00000223505
,ENSG00000281896
SNRPE,ENSG00000182004
RNU6-177P,ENSG00000223189
,ENSG00000243302
,ENSG00000230715
,ENSG00000229413
,ENSG00000243679
CICP14,ENSG00000281490
,ENSG00000271553
,ENSG00000241493
DUOXA1,ENSG00000140254
,ENSG00000271344
IMP3P2,ENSG00000239722
RNA5SP242,ENSG00000201041
RNA5SP243,ENSG00000252866
RN7SL81P,ENSG00000244218
KRT8P29,ENSG00000236430
CCDC136,ENSG00000128596
SPARCL1,ENSG00000152583
,ENSG00000258728
SMPDL3B,ENSG00000130768
,ENSG00000286443
ARL5C,ENSG00000141748
CT47C1,ENSG00000277535
IL11RA,ENSG00000137070
SH2D1A,ENSG00000183918
,ENSG00000280177
,ENSG00000266101
STAC2,ENSG00000141750
ZNF804A,ENSG00000170396
,ENSG00000230502
TNPO3P1,ENSG00000271686
SSU72P1,ENSG00000226547
COX6CP5,ENSG00000254642
RPL23AP33,ENSG00000237824
HTR2C,ENSG00000147246
CASC23,ENSG00000255420
,ENSG00000237666
,ENSG00000232001
,ENSG00000231505
EEF1A1P12,ENSG00000214199
TUB,ENSG00000166402
CD8B2,ENSG00000254126
TONSL,ENSG00000160949
,ENSG00000270993
TRIM80P,ENSG00000232724
FKBP15,ENSG00000119321
,ENSG00000253067
,ENSG00000227616
,ENSG00000235775
,ENSG00000223523
,ENSG00000224015
P4HA2-AS1,ENSG00000237714
SLC16A5,ENSG00000170190
,ENSG00000224431
MIR6830,ENSG00000283678
RPL36AP53,ENSG00000224664
MIR1245A,ENSG00000221502
MIR1245B,ENSG00000283238
,ENSG00000289287
MIR3606,ENSG00000284180
PDLIM4,ENSG00000131435
CCDC140,ENSG00000163081
SNORA35,ENSG00000208839
MIR764,ENSG00000212100
MIR1912,ENSG00000222321
,ENSG00000227050
MIR1264,ENSG00000276158
MIR1298,ENSG00000221710
MIR1911,ENSG00000222715
HSPA8P7,ENSG00000224773
MIR448,ENSG00000199001
,ENSG00000272564
,ENSG00000270413
,ENSG00000287628
,ENSG00000238231
RN7SL559P,ENSG00000240750
RPS26P57,ENSG00000236880
RN7SL190P,ENSG00000264933
Y_RNA,ENSG00000199705
XKR8,ENSG00000158156
,ENSG00000232599
PTCD3,ENSG00000132300
TLR8,ENSG00000101916
,ENSG00000288817
TMSB4X,ENSG00000205542
EEF1A1-AS1,ENSG00000229862
RPS27P15,ENSG00000218459
NUMBL,ENSG00000105245
FAM89A,ENSG00000182118
MIR1182,ENSG00000283799
,ENSG00000227934
,ENSG00000229595
GDF6,ENSG00000156466
C1orf131,ENSG00000143633
MTO1,ENSG00000135297
FAM9C,ENSG00000187268
C8orf58,ENSG00000241852
TUB-AS1,ENSG00000248332
FLNC-AS1,ENSG00000242902
ATP6V1F,ENSG00000128524
,ENSG00000279391
Y_RNA,ENSG00000206713
RN7SL351P,ENSG00000240098
ARMC7,ENSG00000125449
LRP2BP,ENSG00000109771
SLC22A4,ENSG00000197208
SRPRA,ENSG00000182934
SPMIP1,ENSG00000272899
,ENSG00000224163
,ENSG00000275106
JPX,ENSG00000225470
RN7SL306P,ENSG00000242241
ODCP,ENSG00000244556
NT5C,ENSG00000125458
,ENSG00000242162
,ENSG00000241102
,ENSG00000241573
CYCSP20,ENSG00000240416
TSPAN33,ENSG00000158457
MIR3936,ENSG00000263597
Y_RNA,ENSG00000206682
C5orf22,ENSG00000082213
LINC01144,ENSG00000281912
RPL32P13,ENSG00000241002
,ENSG00000288208
Y_RNA,ENSG00000202536
RPL7AP30,ENSG00000241741
,ENSG00000250500
TOE1,ENSG00000132773
,ENSG00000234841
,ENSG00000251126
,ENSG00000228814
ANK2-AS1,ENSG00000248152
RNY1P11,ENSG00000200629
SMO,ENSG00000128602
,ENSG00000249373
MIR1243,ENSG00000283193
MIR8082,ENSG00000275810
RN7SL184P,ENSG00000239279
RNU1-138P,ENSG00000206820
CIBAR1,ENSG00000188343
C4orf46,ENSG00000205208
RNU6-195P,ENSG00000223284
ETFDH,ENSG00000171503
TESK2,ENSG00000070759
COQ8B,ENSG00000123815
,ENSG00000279035
JPT1,ENSG00000189159
,ENSG00000279923
RNU6-363P,ENSG00000199765
,ENSG00000243230
P4HA2,ENSG00000072682
PPIAP36,ENSG00000236872
GLI3,ENSG00000106571
SNORD94,ENSG00000208772
Y_RNA,ENSG00000200241
CCDC163,ENSG00000280670
MIR4779,ENSG00000265420
IMP3,ENSG00000177971
MRPL35,ENSG00000132313
RPL35AP26,ENSG00000243607
,ENSG00000254905
DCPS,ENSG00000110063
CPEB1,ENSG00000214575
U8,ENSG00000202537
,ENSG00000251974
MEMO1P4,ENSG00000230376
RNU7-69P,ENSG00000252178
CHCHD2P1,ENSG00000226902
XIAP,ENSG00000101966
MMACHC,ENSG00000132763
KDM3A,ENSG00000115548
RMI1,ENSG00000178966
LINC00632,ENSG00000203930
LINC02897,ENSG00000221953
AQP7,ENSG00000165269
FGFR3P6,ENSG00000226164
,ENSG00000224014
,ENSG00000215795
,ENSG00000259865
MIR3916,ENSG00000283881
ST3GAL4,ENSG00000110080
RNA5SP82,ENSG00000252516
PGLS,ENSG00000130313
,ENSG00000232347
,ENSG00000265800
,ENSG00000214144
,ENSG00000263786
Y_RNA,ENSG00000252042
VN1R17P,ENSG00000235818
Y_RNA,ENSG00000202079
,ENSG00000286216
SUMO2,ENSG00000188612
GCSAML,ENSG00000169224
VSTM2A,ENSG00000170419
RRM2B,ENSG00000048392
CDR1,ENSG00000288642
CASK,ENSG00000147044
,ENSG00000269161
RPL21P130,ENSG00000243771
TIMM29,ENSG00000142444
NUP85,ENSG00000125450
,ENSG00000267469
TLE5,ENSG00000104964
PALS2,ENSG00000105926
NUP35P1,ENSG00000223928
POU4F3,ENSG00000091010
,ENSG00000277563
MIR603,ENSG00000207930
,ENSG00000286951
,ENSG00000289188
RPL23P11,ENSG00000226407
LINC02629,ENSG00000223470
,ENSG00000271724
,ENSG00000288987
,ENSG00000248842
,ENSG00000277568
,ENSG00000250407
RNA5SP196,ENSG00000280646
PARD3,ENSG00000148498
RN7SL791P,ENSG00000241291
DROSHA,ENSG00000113360
PATL2,ENSG00000229474
NOL6,ENSG00000165271
DGKB,ENSG00000136267
U3,ENSG00000271817
PPID,ENSG00000171497
,ENSG00000236817
OR2G2,ENSG00000177489
OR2G3,ENSG00000177476
HNRNPLP2,ENSG00000259917
U6,ENSG00000283369
FSCN1P1,ENSG00000261559
OR3D1P,ENSG00000230411
DNM1P5,ENSG00000278582
RNU6-991P,ENSG00000251977
Y_RNA,ENSG00000252254
,ENSG00000227854
GOLGA8B,ENSG00000215252
,ENSG00000287589
,ENSG00000259776
CHRM3-AS2,ENSG00000233355
CHRM3-AS1,ENSG00000234601
,ENSG00000231979
RNU6-128P,ENSG00000206703
CHCHD2P7,ENSG00000249973
,ENSG00000215805
IBSP,ENSG00000029559
,ENSG00000287102
RPS7P5,ENSG00000217327
ETNK1,ENSG00000139163
,ENSG00000228818
Y_RNA,ENSG00000202041
ADH5P3,ENSG00000223694
,ENSG00000233735
CHRM3,ENSG00000133019
HSP90AB3P,ENSG00000183199
,ENSG00000286618
RNU1-36P,ENSG00000202000
PKD2,ENSG00000118762
EXOSC2,ENSG00000130713
KIRREL2,ENSG00000126259
RAD21,ENSG00000164754
EEIG2,ENSG00000162636
,ENSG00000258091
RN7SL734P,ENSG00000243420
,ENSG00000257329
,ENSG00000198923
PHLDA1-AS1,ENSG00000257453
PHLDA1-DT,ENSG00000257839
GGA3,ENSG00000125447
NAP1L1,ENSG00000187109
C8orf89,ENSG00000274443
ABCG2,ENSG00000118777
PLEC,ENSG00000178209
ST7,ENSG00000004866
HENMT1,ENSG00000162639
UBE2F-SCLY,ENSG00000258984
RNU6-1333P,ENSG00000251971
SCLY,ENSG00000132330
MIR1233-2,ENSG00000221065
,ENSG00000259892
,ENSG00000252425
LINC02252,ENSG00000261304
,ENSG00000287973
LINC01852,ENSG00000236914
RPL31P24,ENSG00000241853
RNU6-818P,ENSG00000201707
,ENSG00000228467
RNU6ATAC31P,ENSG00000221440
,ENSG00000251285
RNF208,ENSG00000212864
TMCO5A,ENSG00000166069
RNU6-1298P,ENSG00000199326
MIR4274,ENSG00000266690
AFAP1-AS1,ENSG00000272620
SNAPC4,ENSG00000165684
AFAP1,ENSG00000196526
RNU6-456P,ENSG00000207222
RN7SL541P,ENSG00000240250
,ENSG00000280420
PPP2R2B,ENSG00000156475
FAM240B,ENSG00000283329
MIR199B,ENSG00000207581
MIR3154,ENSG00000264823
NR4A3,ENSG00000119508
,ENSG00000285923
,ENSG00000287164
SERBP1P5,ENSG00000249565
MICOS10P4,ENSG00000248117
PRPF38B,ENSG00000134186
ANXA3,ENSG00000138772
APLP1,ENSG00000105290
TFDP2,ENSG00000114126
BCAR1P1,ENSG00000258397
RN7SL584P,ENSG00000239471
,ENSG00000258410
,ENSG00000278935
BMS1P15,ENSG00000258780
RHPN2P1,ENSG00000258628
STX17,ENSG00000136874
GOLGA6L4,ENSG00000184206
DIS3L-AS1,ENSG00000261318
FNDC7,ENSG00000143107
DIS3L,ENSG00000166938
ESPNL,ENSG00000144488
,ENSG00000232971
STXBP3,ENSG00000116266
KLHL30,ENSG00000168427
ERFE,ENSG00000178752
,ENSG00000254571
RN7SL75P,ENSG00000239908
RPS2P35,ENSG00000238172
DPPA3P10,ENSG00000270995
NANOGP5,ENSG00000231697
,ENSG00000228076
SPATA42,ENSG00000203897
ILKAP,ENSG00000132323
CDK5RAP2,ENSG00000136861
,ENSG00000237349
RPL17P7,ENSG00000244716
MRPS7,ENSG00000125445
RPS27P6,ENSG00000228665
RANP5,ENSG00000228054
TMEM167B-DT,ENSG00000273382
TMEM167B,ENSG00000215717
FRAS1,ENSG00000138759
SCARNA2,ENSG00000278249
,ENSG00000270066
CEP15,ENSG00000114405
,ENSG00000251484
,ENSG00000260773
TIPIN,ENSG00000075131
MIF4GD-DT,ENSG00000263843
KRT8P48,ENSG00000248568
PPP2R2B-IT1,ENSG00000249553
,ENSG00000286468
DAP3,ENSG00000132676
STK32A-AS1,ENSG00000250343
SLC25A19,ENSG00000125454
,ENSG00000285868
FNDC9,ENSG00000172568
TRANK1,ENSG00000168016
NIPAL4-DT,ENSG00000251405
,ENSG00000248544
,ENSG00000253155
NIPAL4,ENSG00000172548
RN7SL402P,ENSG00000243968
,ENSG00000280194
HCST,ENSG00000126264
SCARNA14,ENSG00000252712
Y_RNA,ENSG00000223271
RPL9P25,ENSG00000240821
MAP2K1,ENSG00000169032
NQO2,ENSG00000124588
,ENSG00000253519
,ENSG00000247372
,ENSG00000278215
KIRREL3-AS1,ENSG00000257271
LYVE1,ENSG00000133800
HMGCR,ENSG00000113161
TYROBP,ENSG00000011600
SUCLG2,ENSG00000172340
Y_RNA,ENSG00000206858
CTR9,ENSG00000198730
,ENSG00000235538
,ENSG00000227602
RCC2P7,ENSG00000220666
DST-AS1,ENSG00000231441
RPL17P26,ENSG00000216854
RNU6-626P,ENSG00000200224
BEND6,ENSG00000151917
,ENSG00000267582
PLCD1,ENSG00000187091
RN7SL619P,ENSG00000266770
MIR24-2,ENSG00000284387
MIR27A,ENSG00000207808
MIR23A,ENSG00000207980
MIR181C,ENSG00000207613
MIR181D,ENSG00000207585
RFX1,ENSG00000132005
OSTCP6,ENSG00000219790
FTH1P15,ENSG00000218980
MRPL30P1,ENSG00000276576
KIAA1586,ENSG00000168116
,ENSG00000225057
SNORD97,ENSG00000238622
HES6,ENSG00000144485
ZBED5,ENSG00000236287
ZSCAN26,ENSG00000197062
DSPP,ENSG00000152591
Y_RNA,ENSG00000200024
,ENSG00000250041
RNU6-733P,ENSG00000222691
CYP2U1,ENSG00000155016
LINC02752,ENSG00000254401
,ENSG00000275091
RLN3,ENSG00000171136
,ENSG00000254957
GRB2,ENSG00000177885
,ENSG00000270897
,ENSG00000255288
ECT2L,ENSG00000203734
,ENSG00000267670
EIF3F,ENSG00000175390
IL27RA,ENSG00000104998
,ENSG00000249604
,ENSG00000283635
,ENSG00000232306
SLC39A8,ENSG00000138821
TRAF3IP1,ENSG00000204104
PALM3,ENSG00000187867
ATP5MFP6,ENSG00000261102
RPL35AP32,ENSG00000243404
,ENSG00000261351
EEF1DP1,ENSG00000228887
SNAPC5,ENSG00000174446
MIR1199,ENSG00000284081
C19orf67,ENSG00000188032
,ENSG00000250493
HMGB1P42,ENSG00000254735
TBCEL-TECTA,ENSG00000285509
,ENSG00000227673
MSTO2P,ENSG00000203761
KCNA4,ENSG00000182255
,ENSG00000234937
SYT11,ENSG00000132718
FSHB,ENSG00000131808
RPL36AP7,ENSG00000228007
,ENSG00000265987
ASF1B,ENSG00000105011
,ENSG00000264853
SYTL3,ENSG00000164674
,ENSG00000265342
U4,ENSG00000283442
MIR3678,ENSG00000264511
RNU6-938P,ENSG00000223217
,ENSG00000265794
MIR4512,ENSG00000266589
RPL4,ENSG00000174444
KHDC4,ENSG00000132680
,ENSG00000265139
TRPT1,ENSG00000149743
OOSP1P2,ENSG00000263749
MIR632,ENSG00000283774
,ENSG00000274341
,ENSG00000278668
,ENSG00000266385
,ENSG00000279762
,ENSG00000264083
RN7SL231P,ENSG00000240803
,ENSG00000264373
,ENSG00000287254
Y_RNA,ENSG00000202100
,ENSG00000267406
GDF1,ENSG00000130283
THBS2,ENSG00000186340
RPL19,ENSG00000108298
KLHL30-AS1,ENSG00000279484
SSR3,ENSG00000114850
U4,ENSG00000277986
MIR1244-1,ENSG00000284378
PDE6D,ENSG00000156973
RN7SL728P,ENSG00000241144
,ENSG00000248161
,ENSG00000269694
,ENSG00000251572
COPE,ENSG00000105669
,ENSG00000260651
MANBA,ENSG00000109323
RPL28P2,ENSG00000237641
,ENSG00000261096
,ENSG00000260622
MIR1471,ENSG00000222246
NPPC,ENSG00000163273
ASTE1,ENSG00000034533
DIS3L2,ENSG00000144535
SNORA80E,ENSG00000207475
SCARNA4,ENSG00000280466
SCARNA4,ENSG00000281394
MIR6738,ENSG00000277817
ARHGEF2-AS2,ENSG00000273002
ARHGEF2-AS1,ENSG00000224276
,ENSG00000285677
SSR2,ENSG00000163479
ZNF652-AS1,ENSG00000248714
BAD,ENSG00000002330
,ENSG00000250948
,ENSG00000186244
PSMD6,ENSG00000163636
,ENSG00000250186
Y_RNA,ENSG00000207127
EIF4EP2,ENSG00000229944
LINC02075,ENSG00000249497
POLR2A,ENSG00000181222
,ENSG00000242198
COL23A1,ENSG00000050767
SLC17A2,ENSG00000112337
SPNS2-AS1,ENSG00000229782
SPNS2,ENSG00000183018
ESRRA,ENSG00000173153
SNORD18C,ENSG00000199574
,ENSG00000280554
SNORD18B,ENSG00000202529
SNORD16,ENSG00000199673
SNORD18A,ENSG00000200623
ZWILCH,ENSG00000174442
FLNC,ENSG00000128591
PLCH1,ENSG00000114805
,ENSG00000271681
,ENSG00000253698
RN7SL646P,ENSG00000242341
,ENSG00000245688
MYBBP1A,ENSG00000132382
RN7SKP70,ENSG00000252464
RUFY1,ENSG00000176783
HCRTR2,ENSG00000137252
OR2J3,ENSG00000204701
,ENSG00000227033
MIR562,ENSG00000207626
NRBF2P6,ENSG00000251485
OR2H2,ENSG00000204657
,ENSG00000279733
ECEL1P3,ENSG00000230122
MIR3166,ENSG00000266581
GAPDHP70,ENSG00000249489
,ENSG00000275157
ALPP,ENSG00000163283
GRM5-AS1,ENSG00000255082
OOEP,ENSG00000203907
APOBEC2,ENSG00000124701
,ENSG00000272221
MICA,ENSG00000204520
CTSC,ENSG00000109861
UBQLN4,ENSG00000160803
,ENSG00000268193
RAB25,ENSG00000132698
DDX49,ENSG00000105671
RPL21P49,ENSG00000241981
,ENSG00000257941
LRRC37A15P,ENSG00000230069
,ENSG00000258304
,ENSG00000257872
,ENSG00000224516
KRT8P46,ENSG00000248971
RNU6-1271P,ENSG00000252858
,ENSG00000288587
,ENSG00000252236
TIGAR,ENSG00000078237
Y_RNA,ENSG00000199332
,ENSG00000224207
LINC01149,ENSG00000230174
,ENSG00000251288
PMF1-BGLAP,ENSG00000260238
ALPG,ENSG00000163286
,ENSG00000233902
MICB-DT,ENSG00000286940
HCP5,ENSG00000206337
UBE2D3,ENSG00000109332
Y_RNA,ENSG00000199200
ELOBP4,ENSG00000234167
RPL37P18,ENSG00000229235
RPS12P16,ENSG00000215184
FGF23,ENSG00000118972
PARD3-DT,ENSG00000226386
GLRX3P2,ENSG00000216657
SS18L2P1,ENSG00000232525
RNU6-847P,ENSG00000223047
,ENSG00000279926
RNU6-193P,ENSG00000222909
PRDX2P2,ENSG00000213724
,ENSG00000272248
,ENSG00000230648
ANKRD30A,ENSG00000148513
PRPF4B,ENSG00000112739
CCND2,ENSG00000118971
ECEL1P1,ENSG00000204121
,ENSG00000237087
DIS3L2P1,ENSG00000223788
ALPI,ENSG00000163295
BGLAP,ENSG00000242252
GGT6,ENSG00000167741
SMG5,ENSG00000198952
GDF11,ENSG00000135414
FAM245B,ENSG00000285662
DUSP8,ENSG00000184545
AGAP13P,ENSG00000243289
SARNP,ENSG00000205323
CNNM1,ENSG00000119946
KRTAP5-AS1,ENSG00000233930
PRDX2P3,ENSG00000249140
COG5,ENSG00000164597
,ENSG00000262921
ECEL1,ENSG00000171551
RUFY1-AS1,ENSG00000244945
TXNP4,ENSG00000262519
KRTAP5-1,ENSG00000205869
SMTNL2,ENSG00000188176
KRTAP5-2,ENSG00000205867
C5orf60,ENSG00000204661
KRTAP5-3,ENSG00000196224
WWTR1,ENSG00000018408
,ENSG00000231487
FAM99A,ENSG00000205866
FAM99B,ENSG00000205865
LINC02708,ENSG00000227306
KRTAP5-6,ENSG00000205864
IFITM10,ENSG00000244242
LINC01996,ENSG00000261863
RNU6-955P,ENSG00000222429
ALOX15,ENSG00000161905
,ENSG00000250644
FAM217A,ENSG00000145975
GOT1,ENSG00000120053
,ENSG00000228259
PRADX,ENSG00000235027
TMEM79,ENSG00000163472
,ENSG00000229512
,ENSG00000250999
,ENSG00000287484
,ENSG00000230834
,ENSG00000257390
CBY3,ENSG00000204659
HOMER3,ENSG00000051128
CTSD,ENSG00000117984
,ENSG00000257509
,ENSG00000228778
ORMDL2,ENSG00000123353
AFAP1L2,ENSG00000169129
LRIG1,ENSG00000144749
CANX,ENSG00000127022
ECI2,ENSG00000198721
PELP1,ENSG00000141456
CCT3,ENSG00000163468
LINC01169,ENSG00000259471
,ENSG00000274995
LINC02256,ENSG00000261064
,ENSG00000276724
ARHGAP11A-DT,ENSG00000262728
MMP19,ENSG00000123342
RN7SL286P,ENSG00000277464
ARHGAP11A,ENSG00000198826
PRSS56,ENSG00000237412
ABCB8,ENSG00000197150
CHRND,ENSG00000135902
,ENSG00000235085
PELP1-DT,ENSG00000244184
,ENSG00000213939
OLA1P3,ENSG00000257966
GSTP1P1,ENSG00000257569
ARRB2,ENSG00000141480
DGKA,ENSG00000065357
RN7SL384P,ENSG00000242912
,ENSG00000279796
,ENSG00000229668
RPL5P25,ENSG00000225251
OPTN,ENSG00000123240
TGFB1,ENSG00000105329
CHRNG,ENSG00000196811
PRKCSH,ENSG00000130175
BMERB1,ENSG00000166780
ZIC4,ENSG00000174963
BNIP3P46,ENSG00000271179
,ENSG00000225594
,ENSG00000227745
,ENSG00000201733
RNU6-1132P,ENSG00000239108
RNA5-8SP5,ENSG00000202174
MRPL11,ENSG00000174547
MIR663B,ENSG00000221288
CDC27P1,ENSG00000233786
,ENSG00000230803
FAM201B,ENSG00000230992
RNU6-175P,ENSG00000252705
YBX1P7,ENSG00000232349
VPS54,ENSG00000143952
,ENSG00000285948
SCG5-AS1,ENSG00000241818
GREM1-AS1,ENSG00000259721
GREM1,ENSG00000166923
MYH11,ENSG00000133392
,ENSG00000259392
,ENSG00000254596
,ENSG00000256349
GOLGA8H,ENSG00000261794
SLC24A5,ENSG00000188467
BBS1,ENSG00000174483
,ENSG00000254821
ECI2-DT,ENSG00000234817
,ENSG00000237716
,ENSG00000216307
,ENSG00000235008
,ENSG00000249141
RPS6KA2-AS1,ENSG00000231654
RNASET2,ENSG00000026297
,ENSG00000228079
THPO,ENSG00000090534
PELI1,ENSG00000197329
RHBG,ENSG00000132677
CTXN2,ENSG00000233932
SLC12A1,ENSG00000074803
LINC00309,ENSG00000230923
SNRPGP5,ENSG00000235763
,ENSG00000270354
,ENSG00000234175
,ENSG00000238012
,ENSG00000228330
BTBD7P1,ENSG00000203414
RPL36AP36,ENSG00000237540
,ENSG00000238201
MCM10,ENSG00000065328
MIR4433B,ENSG00000264297
MIR4433A,ENSG00000283222
RPL23AP37,ENSG00000236148
RN7SKP43,ENSG00000251982
RABGEF1,ENSG00000154710
,ENSG00000278004
,ENSG00000224414
RPL7L1P9,ENSG00000231035
MIR6809,ENSG00000275458
DIRC3,ENSG00000231672
MADCAM1-AS1,ENSG00000266933
TPGS1,ENSG00000141933
CDC34,ENSG00000099804
,ENSG00000232408
Metazoa_SRP,ENSG00000277668
NMD3,ENSG00000169251
RNU6-848P,ENSG00000251757
,ENSG00000282944
KLF2P3,ENSG00000223349
GPR148,ENSG00000173302
,ENSG00000229797
CYCSP8,ENSG00000232503
,ENSG00000284604
ARHGAP42P1,ENSG00000227817
,ENSG00000237390
MIR9-1,ENSG00000207933
MEX3A,ENSG00000254726
,ENSG00000284706
SSBP3P2,ENSG00000224425
CYP4X1,ENSG00000186377
,ENSG00000283303
MTCYBP10,ENSG00000233285
MTND6P10,ENSG00000227275
MTND5P23,ENSG00000235080
GZMM,ENSG00000197540
MTND4P21,ENSG00000231777
,ENSG00000284003
MTND3P18,ENSG00000283865
MTCO3P18,ENSG00000227661
TRIM4,ENSG00000146833
CYP4Z1,ENSG00000186160
MTATP6P4,ENSG00000236590
